name,id,lat,lon,capacity,number,Blackfriars_lat,Blackfriars_lon,Cannon Street_lat,Cannon Street_lon,Charing Cross_lat,Charing Cross_lon,Euston_lat,Euston_lon,Fenchurch Street_lat,Fenchurch Street_lon,King's Cross_lat,King's Cross_lon,Liverpool Street_lat,Liverpool Street_lon,London Bridge_lat,London Bridge_lon,Marylebone_lat,Marylebone_lon,Paddington_lat,Paddington_lon,Victoria_lat,Victoria_lon,Waterloo_lat,Waterloo_lon,St Pancras_lat,St Pancras_lon
"Shouldham Street, Marylebone",396,51.51809,-0.163609,16,13,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Devonshire Terrace, Bayswater",397,51.51348,-0.17977,16,48,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Holland Park, Kensington",398,51.502319,-0.200742,30,65,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Brick Lane Market, Shoreditch",399,51.52261762,-0.071653961,24,23,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"George Street, Marylebone",400,51.517703,-0.154106,26,19,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Columbia Road, Shoreditch",401,51.528187,-0.075375,24,25,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Penfold Street, Marylebone",402,51.52289229,-0.171681991,15,6,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"George Place Mews, Marylebone",403,51.51689296,-0.158249929,16,11,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Palace Gate, Kensington Gardens",404,51.50204238,-0.184400221,13,294,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Gloucester Road Station, South Kensington",405,51.49418566,-0.18267094,15,47,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Sun Street, Liverpool Street",408,51.520009,-0.083935724,24,18,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Strata, Elephant & Castle",409,51.493146,-0.099828,41,22,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Edgware Road Station, Marylebone",410,51.519968,-0.169774,64,40,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Rotherhithe Roundabout, Rotherhithe",411,51.499169,-0.055846029,19,37,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Cleaver Street, Kennington",412,51.488105,-0.110121,17,6,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Chelsea Bridge, Pimlico",419,51.485821,-0.149004,15,14,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Southwark Station 1, Southwark",420,51.504043,-0.105312,37,16,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Southwark Station 2, Southwark",421,51.504044,-0.104778,45,10,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Eaton Square (South), Belgravia",423,51.49456127,-0.15393398,31,9,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Ebury Bridge, Pimlico",424,51.490491,-0.149186,29,13,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Vincent Street, Pimlico",426,51.493072,-0.129925,17,16,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Cheapside, Bank",427,51.51397065,-0.09294031,43,22,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Exhibition Road, Knightsbridge",428,51.499917,-0.174554,20,60,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"South Parade, Chelsea",430,51.48902,-0.17524,18,9,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Crinan Street, King's Cross",431,51.534474,-0.122203,20,4,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Exhibition Road Museums 1, South Kensington",432,51.496468,-0.17379696,13,56,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Wren Street, Holborn",433,51.524564,-0.116279,33,10,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Kennington Station, Kennington",435,51.488852,-0.105593,23,23,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Red Lion Street, Holborn",436,51.51824,-0.11655,36,18,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Vauxhall Walk, Vauxhall",437,51.488124,-0.120903,27,34,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Killick Street, King's Cross",439,51.5338,-0.118677,22,7,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Kennington Oval, Oval",440,51.483145,-0.113134,33,12,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Sail Street, Vauxhall",441,51.495656,-0.114605,24,14,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Walmer Road, Avondale",442,51.510101,-0.211358,24,16,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Philpot Street, Whitechapel",443,51.515256,-0.058641,30,21,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Bethnal Green Garden, Bethnal Green",444,51.52568,-0.055312,24,22,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Cheshire Street, Bethnal Green",445,51.52388,-0.065076,28,12,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"York Hall, Bethnal Green",446,51.528936,-0.055894,27,21,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Jubilee Crescent, Cubitt Town",447,51.493381,-0.007542,54,8,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Fisherman's Walk West, Canary Wharf",448,51.50623,-0.02296,36,39,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Shadwell Station, Shadwell",449,51.511088,-0.057159,35,22,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Jubilee Street, Stepney",450,51.515975,-0.053177,28,17,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Hermitage Court, Wapping",451,51.504719,-0.063531,16,26,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"St. Katharine's Way, Tower",452,51.505697,-0.070542,24,43,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Garnet Street, Shadwell",453,51.508447,-0.055167,24,13,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Napier Avenue, Millwall",454,51.487679,-0.021582,20,32,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"East Ferry Road, Cubitt Town",455,51.49447,-0.014409,17,7,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Parkway, Camden Town",456,51.538071,-0.144664,33,20,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Castlehaven Road, Camden Town",457,51.542138,-0.145393,29,29,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Wapping Lane, Wapping",458,51.504749,-0.057544,28,16,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Gunmakers Lane, Old Ford",459,51.535179,-0.03338,17,54,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Burdett Road, Mile End",460,51.516196,-0.029138,33,18,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Aston Street, Stepney",461,51.516,-0.038775,26,22,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Bonny Street, Camden Town",462,51.541603,-0.138853,45,31,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Thurtle Road, Haggerston",463,51.534776,-0.071881,22,17,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"St. Mary & St. Michael Church, Stepney",464,51.51417,-0.052099,25,13,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Pitfield Street North,Hoxton",465,51.53558,-0.08249,28,30,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Whiston Road, Haggerston",466,51.534464,-0.076341,21,18,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Southern Grove, Bow",467,51.523538,-0.030556,17,12,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Cantrell Road, Bow",468,51.521564,-0.022694,24,16,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Lindfield Street, Poplar",469,51.513757,-0.020467,44,25,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Mostyn Grove, Bow",470,51.530535,-0.025492,46,28,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Hewison Street, Old Ford",471,51.533283,-0.028155,19,17,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Malmesbury Road, Bow",472,51.529452,-0.027616,21,24,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Millharbour, Millwall",473,51.496137,-0.019355,19,9,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Gascoyne Road, Victoria Park",474,51.541515,-0.038557746,20,8,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Lightermans Road, Millwall",475,51.499041,-0.020157,31,17,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Stebondale Street, Cubitt Town",476,51.489096,-0.009205,29,15,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Spindrift Avenue, Millwall",477,51.49109,-0.018716,36,33,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Stepney Green Station, Stepney",478,51.521889,-0.04667,21,34,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Pott Street, Bethnal Green",479,51.527152,-0.058005,20,16,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Flamborough Street, Limehouse",480,51.5128711,-0.0389866,25,33,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Saunders Ness Road, Cubitt Town",481,51.487129,-0.0090011,35,63,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Albert Gardens, Stepney",483,51.51328,-0.047784,33,13,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Bromley High Street, Bow",484,51.528828,-0.013258,24,20,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Old Ford Road, Bethnal Green",485,51.531127,-0.048017,24,40,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Granby Street, Shoreditch",486,51.525645,-0.069543,37,14,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Canton Street, Poplar",487,51.511811,-0.025626,23,11,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
"Reardon Street, Wapping",488,51.506946,-0.058681,22,22,51.5116,-0.103,51.5101,-0.0912,51.5075,-0.1231,51.5287,-0.1345,51.5114,-0.0783,51.5324,-0.1233,51.5185,-0.0819,51.5053,-0.0851,51.5231,-0.163,51.5171,-0.1769,51.4966,-0.1448,51.5031,-0.1132,51.5314,-0.1261
