name,id,lat,lon,capacity,number,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Are,Shape__Len,LSOA Code,LSOA Name,Mid-2020 population,Area Sq Km,People per Sq Km
"Waterloo Station 1, Waterloo",374,51.50402794,-0.11386436,36,87.0,POINT (-0.11386436 51.50402794),32439,32440,E01032582,Lambeth 036E,8211,3,812142.792541504,5772.03613710718,E01032582,Lambeth 036E,1987,0.32,6252
"Kensington Town Hall, Kensington",375,51.50194596,-0.194392952,18,29.0,POINT (-0.194392952 51.50194596),1765,1766,E01002825,Kensington and Chelsea 008B,24885,8,494517.720626831,4801.90515869425,E01002825,Kensington and Chelsea 008B,2207,0.19,11513
"Millbank Tower, Pimlico",376,51.49188409,-0.125674815,24,27.0,POINT (-0.125674815 51.49188409),5408,5409,E01004745,Westminster 021C,17777,6,522013.758888245,3894.76849649212,E01004745,Westminster 021C,3220,0.2,15964
"Waterloo Bridge, South Bank",377,51.50535447,-0.113656543,15,27.0,POINT (-0.113656543 51.50535447),3739,3740,E01003016,Lambeth 036C,20774,7,415433.656707764,3265.26657375469,E01003016,Lambeth 036C,2888,0.16,17685
"Natural History Museum, South Kensington",378,51.49559291,-0.179077626,42,29.0,POINT (-0.179077626 51.49559291),1760,1761,E01002820,Kensington and Chelsea 016A,25054,8,435205.028045654,4201.47378307597,E01002820,Kensington and Chelsea 016A,1364,0.17,8081
"Turquoise Island, Notting Hill",379,51.51431171,-0.200838199,21,40.0,POINT (-0.200838199 51.51431171),1772,1773,E01002832,Kensington and Chelsea 004D,7367,3,196517.869171143,2578.41073356736,E01002832,Kensington and Chelsea 004D,1537,0.08,20331
"Stanhope Gate, Mayfair",380,51.50686435,-0.150666888,21,13.0,POINT (-0.150666888 51.50686435),5423,5424,E01004762,Westminster 011E,23921,8,769382.550598145,6659.29304218535,E01004762,Westminster 011E,2902,0.29,9898
"Charlotte Street, Fitzrovia",381,51.51953043,-0.13577731,14,23.0,POINT (-0.13577731 51.51953043),833,834,E01000851,Camden 026B,18953,6,349733.861434937,4189.27787214671,E01000851,Camden 026B,2659,0.13,19918
"Farm Street, Mayfair",382,51.50935171,-0.14744969,15,25.0,POINT (-0.14744969 51.50935171),5422,5423,E01004761,Westminster 018D,26464,9,1338865.20498657,8964.75189306137,E01004761,Westminster 018D,2356,0.52,4530
"Frith Street, Soho",383,51.51310333,-0.13121385,18,44.0,POINT (-0.13121385 51.51310333),5424,5425,E01004763,Westminster 013B,11768,4,759310.434432983,7071.01922320993,E01004763,Westminster 013B,3030,0.29,10317
"Marloes Road, Kensington",384,51.496481,-0.192404,15,20.0,POINT (-0.192404 51.496481),1753,1754,E01002813,Kensington and Chelsea 011A,24398,8,282701.577575684,3496.7673506494,E01002813,Kensington and Chelsea 011A,1632,0.11,14743
"Moor Street, Soho",386,51.51352755,-0.130110822,16,60.0,POINT (-0.130110822 51.51352755),5424,5425,E01004763,Westminster 013B,11768,4,759310.434432983,7071.01922320993,E01004763,Westminster 013B,3030,0.29,10317
"Fire Brigade Pier, Vauxhall",387,51.49369988,-0.121394101,30,27.0,POINT (-0.121394101 51.49369988),3834,3835,E01003112,Lambeth 002E,8065,3,378903.642913818,3478.3210631495,E01003112,Lambeth 002E,1849,0.15,12443
"Southampton Street, Strand",388,51.51070161,-0.121723604,14,43.0,POINT (-0.121723604 51.51070161),5398,5399,E01004735,Westminster 018B,5794,2,1256274.06907654,7390.7938430654,E01004735,Westminster 018B,1426,0.48,2977
"Upper Grosvenor Street, Mayfair",389,51.51013066,-0.155757901,18,7.0,POINT (-0.155757901 51.51013066),5423,5424,E01004762,Westminster 011E,23921,8,769382.550598145,6659.29304218535,E01004762,Westminster 011E,2902,0.29,9898
"Buxton Street 1, Shoreditch",390,51.521776,-0.068856,41,33.0,POINT (-0.068856 51.521776),4993,4994,E01004317,Tower Hamlets 009D,9244,3,707675.860996246,4287.80483007628,E01004317,Tower Hamlets 009D,3930,0.27,14523
"Clifford Street, Mayfair",391,51.51066202,-0.142345694,17,8.0,POINT (-0.142345694 51.51066202),31671,31672,E01033595,Westminster 013E,16446,6,1329157.0711441,10920.308563619,E01033595,Westminster 013E,1508,0.51,2938
"Imperial College, Knightsbridge",392,51.49942855,-0.179702476,21,48.0,POINT (-0.179702476 51.49942855),5352,5353,E01004688,Westminster 019B,30198,10,1933088.50206757,9118.15349271166,E01004688,Westminster 019B,3073,0.75,4109
"Snow Hill, Farringdon",393,51.51733427,-0.103604248,15,19.0,POINT (-0.103604248 51.51733427),32593,32594,E01032740,City of London 001G,18089,6,1648997.79118347,6600.51920623275,E01032740,City of London 001G,1742,0.64,2733
"Aberdeen Place, St. John's Wood",394,51.524826,-0.176268,18,19.0,POINT (-0.176268 51.524826),31674,31675,E01033598,Westminster 009F,1850,1,139694.811607361,3006.3647035092,E01033598,Westminster 009F,1495,0.05,28154
"Cadogan Gardens, Chelsea",395,51.492462,-0.159919,15,17.0,POINT (-0.159919 51.492462),1799,1800,E01002859,Kensington and Chelsea 012C,24280,8,331046.957244873,3238.95850293221,E01002859,Kensington and Chelsea 012C,1627,0.13,12691
"Shouldham Street, Marylebone",396,51.51809,-0.163609,16,32.0,POINT (-0.163609 51.51809),5332,5333,E01004663,Westminster 012E,16131,5,242696.451461792,3467.33913980289,E01004663,Westminster 012E,1881,0.09,20291
"Devonshire Terrace, Bayswater",397,51.51348,-0.17977,16,89.0,POINT (-0.17977 51.51348),5364,5365,E01004700,Westminster 016E,22989,7,147399.425018311,1856.24620932974,E01004700,Westminster 016E,2192,0.06,38188
"Holland Park, Kensington",398,51.502319,-0.200742,30,37.0,POINT (-0.200742 51.502319),1804,1805,E01002864,Kensington and Chelsea 009A,25115,8,768715.871017456,4530.96919590422,E01002864,Kensington and Chelsea 009A,1515,0.3,5099
"Brick Lane Market, Shoreditch",399,51.52261762,-0.071653961,24,53.0,POINT (-0.071653961 51.52261762),4993,4994,E01004317,Tower Hamlets 009D,9244,3,707675.860996246,4287.80483007628,E01004317,Tower Hamlets 009D,3930,0.27,14523
"George Street, Marylebone",400,51.517703,-0.154106,27,25.0,POINT (-0.154106 51.517703),5377,5378,E01004714,Westminster 011B,24181,8,873229.905105591,4841.10927854841,E01004714,Westminster 011B,2629,0.34,7737
"Columbia Road, Shoreditch",401,51.528187,-0.075375,24,47.0,POINT (-0.075375 51.528187),4987,4988,E01004311,Tower Hamlets 006A,4644,2,218061.734638214,2290.97951166814,E01004311,Tower Hamlets 006A,1861,0.08,21972
"Penfold Street, Marylebone",402,51.52289229,-0.171681991,15,17.0,POINT (-0.171681991 51.52289229),31681,31682,E01033605,Westminster 009K,4098,2,190787.907241821,2465.5932403762,E01033605,Westminster 009K,2142,0.07,29064
"George Place Mews, Marylebone",403,51.51689296,-0.158249929,16,29.0,POINT (-0.158249929 51.51689296),5326,5327,E01004657,Westminster 012A,22741,7,318677.971740723,3390.47402734385,E01004657,Westminster 012A,1720,0.12,13849
"Palace Gate, Kensington Gardens",404,51.50204238,-0.184400221,13,283.0,POINT (-0.184400221 51.50204238),1766,1767,E01002826,Kensington and Chelsea 008C,23594,8,573383.420166016,4700.47920711116,E01002826,Kensington and Chelsea 008C,1610,0.22,7318
"Gloucester Road Station, South Kensington",405,51.49418566,-0.18267094,15,79.0,POINT (-0.18267094 51.49418566),1775,1776,E01002835,Kensington and Chelsea 016C,23929,8,385733.994354248,3209.71119837695,E01002835,Kensington and Chelsea 016C,1666,0.15,11055
"Sun Street, Liverpool Street",408,51.520009,-0.083935724,24,0.0,POINT (-0.083935724 51.520009),31784,31785,E01033708,Hackney 027G,14243,5,917923.22769165,5911.8229212978,E01033708,Hackney 027G,2424,0.36,6784
"Strata, Elephant & Castle",409,51.493146,-0.099828,41,91.0,POINT (-0.099828 51.493146),32575,32576,E01032719,Southwark 014G,10176,4,105756.716873169,1999.34236842559,E01032719,Southwark 014G,1909,0.04,46000
"Edgware Road Station, Marylebone",410,51.519968,-0.169774,64,46.0,POINT (-0.169774 51.519968),5330,5331,E01004661,Westminster 012C,14144,5,340015.180366516,3864.40846148322,E01004661,Westminster 012C,2571,0.13,19375
"Rotherhithe Roundabout, Rotherhithe",411,51.499169,-0.055846029,19,65.0,POINT (-0.055846029 51.499169),4720,4721,E01004034,Southwark 007D,10360,4,343723.115158081,2997.27101318791,E01004034,Southwark 007D,1758,0.13,13318
"Cleaver Street, Kennington",412,51.488105,-0.110121,17,12.0,POINT (-0.110121 51.488105),3828,3829,E01003106,Lambeth 003C,9487,3,310453.023109436,4109.38675317996,E01003106,Lambeth 003C,2140,0.12,17983
"Chelsea Bridge, Pimlico",419,51.485821,-0.149004,15,42.0,POINT (-0.149004 51.485821),31673,31674,E01033597,Westminster 023F,9671,3,161106.9061203,2966.90243031255,E01033597,Westminster 023F,1297,0.06,22133
"Southwark Station 1, Southwark",420,51.504043,-0.105312,37,29.0,POINT (-0.105312 51.504043),32440,32441,E01032583,Southwark 034D,7940,3,394974.026535034,4169.85410700601,E01032583,Southwark 034D,1730,0.15,11382
"Southwark Station 2, Southwark",421,51.504044,-0.104778,45,33.0,POINT (-0.104778 51.504044),32440,32441,E01032583,Southwark 034D,7940,3,394974.026535034,4169.85410700601,E01032583,Southwark 034D,1730,0.15,11382
"Eaton Square (South), Belgravia",423,51.49456127,-0.15393398,31,28.0,POINT (-0.15393398 51.49456127),5351,5352,E01004687,Westminster 019A,28371,9,474221.299995422,5443.59755944454,E01004687,Westminster 019A,1899,0.19,10254
"Ebury Bridge, Pimlico",424,51.490491,-0.149186,29,49.0,POINT (-0.149186 51.490491),5335,5336,E01004667,Westminster 023C,7987,3,338455.177375793,3979.75234123738,E01004667,Westminster 023C,1728,0.13,13181
"Vincent Street, Pimlico",426,51.493072,-0.129925,17,33.0,POINT (-0.129925 51.493072),5409,5410,E01004746,Westminster 021D,9216,3,103538.227958679,1978.23678259974,E01004746,Westminster 021D,1651,0.04,40866
"Cheapside, Bank",427,51.51397065,-0.09294031,43,33.0,POINT (-0.09294031 51.51397065),32592,32593,E01032739,City of London 001F,20391,7,4277196.94448853,11949.5288116141,E01032739,City of London 001F,1688,1.65,1021
"Exhibition Road, Knightsbridge",428,51.499917,-0.174554,20,125.0,POINT (-0.174554 51.499917),5352,5353,E01004688,Westminster 019B,30198,10,1933088.50206757,9118.15349271166,E01004688,Westminster 019B,3073,0.75,4109
"South Parade, Chelsea",430,51.48902,-0.17524,18,21.0,POINT (-0.17524 51.48902),1850,1851,E01002910,Kensington and Chelsea 019C,17632,6,362675.987411499,2872.77922724612,E01002910,Kensington and Chelsea 019C,1530,0.14,10752
"Crinan Street, King's Cross",431,51.534474,-0.122203,20,15.0,POINT (-0.122203 51.534474),1654,1655,E01002711,Islington 021B,12915,4,389790.896102905,2832.21622436806,E01002711,Islington 021B,2766,0.15,18269
"Exhibition Road Museums 1, South Kensington",432,51.496468,-0.17379696,13,40.0,POINT (-0.17379696 51.496468),1761,1762,E01002821,Kensington and Chelsea 014A,23418,8,487076.870948792,4973.55853933068,E01002821,Kensington and Chelsea 014A,1549,0.19,8106
"Wren Street, Holborn",433,51.524564,-0.116279,33,27.0,POINT (-0.116279 51.524564),918,919,E01000936,Camden 024A,13208,5,226616.972488403,2380.54686576235,E01000936,Camden 024A,2089,0.09,23525
"Kennington Station, Kennington",435,51.488852,-0.105593,23,38.0,POINT (-0.105593 51.488852),3830,3831,E01003108,Lambeth 002B,6591,3,198492.632476807,2861.08364526658,E01003108,Lambeth 002B,1582,0.08,19750
"Red Lion Street, Holborn",436,51.51824,-0.11655,36,21.0,POINT (-0.11655 51.51824),896,897,E01000914,Camden 028B,20943,7,1156360.75086212,7709.70774967855,E01000914,Camden 028B,2512,0.45,5611
"Vauxhall Walk, Vauxhall",437,51.488124,-0.120903,27,34.0,POINT (-0.120903 51.488124),3831,3832,E01003109,Lambeth 003E,9248,3,679402.764007568,4522.04276189039,E01003109,Lambeth 003E,3087,0.27,11597
"Killick Street, King's Cross",439,51.5338,-0.118677,22,12.0,POINT (-0.118677 51.5338),1653,1654,E01002710,Islington 019D,7574,3,365344.012405396,3724.29714256338,E01002710,Islington 019D,1683,0.14,12099
"Kennington Oval, Oval",440,51.483145,-0.113134,33,41.0,POINT (-0.113134 51.483145),3824,3825,E01003101,Lambeth 003A,8915,3,300029.047225952,3959.70719615596,E01003101,Lambeth 003A,1534,0.12,13236
"Sail Street, Vauxhall",441,51.495656,-0.114605,24,28.0,POINT (-0.114605 51.495656),3738,3739,E01003015,Lambeth 002A,9771,3,242515.310958862,2412.0126932048,E01003015,Lambeth 002A,1688,0.1,17675
"Walmer Road, Avondale",442,51.510101,-0.211358,24,15.0,POINT (-0.211358 51.510101),1812,1813,E01002872,Kensington and Chelsea 005B,4605,2,250652.12677002,3357.31344561213,E01002872,Kensington and Chelsea 005B,1332,0.1,13760
"Philpot Street, Whitechapel",443,51.515256,-0.058641,30,26.0,POINT (-0.058641 51.515256),5001,5002,E01004326,Tower Hamlets 017D,10008,4,216246.8086586,2505.79129039424,E01004326,Tower Hamlets 017D,2025,0.08,24194
"Bethnal Green Garden, Bethnal Green",444,51.52568,-0.055312,24,49.0,POINT (-0.055312 51.52568),4896,4897,E01004212,Tower Hamlets 011D,10838,4,218468.173412323,2805.21633313609,E01004212,Tower Hamlets 011D,2730,0.09,31093
"Cheshire Street, Bethnal Green",445,51.52388,-0.065076,28,31.0,POINT (-0.06507599999999999 51.52388),4993,4994,E01004317,Tower Hamlets 009D,9244,3,707675.860996246,4287.80483007628,E01004317,Tower Hamlets 009D,3930,0.27,14523
"York Hall, Bethnal Green",446,51.528936,-0.055894,27,28.0,POINT (-0.055894 51.528936),4888,4889,E01004203,Tower Hamlets 005C,8880,3,273706.694000244,4117.29162515039,E01004203,Tower Hamlets 005C,1914,0.11,18194
"Jubilee Crescent, Cubitt Town",447,51.493381,-0.007542,54,31.0,POINT (-0.007542 51.493381),4899,4900,E01004216,Tower Hamlets 030B,19837,7,231914.531509876,2979.74941249888,E01004216,Tower Hamlets 030B,2041,0.09,22503
"Fisherman's Walk West, Canary Wharf",448,51.50623,-0.02296,36,126.0,POINT (-0.02296 51.50623),4957,4958,E01004277,Tower Hamlets 033A,27157,9,1119673.10904694,7071.32512495958,E01004277,Tower Hamlets 033A,1860,0.43,4318
"Shadwell Station, Shadwell",449,51.511088,-0.057159,35,34.0,POINT (-0.057159 51.511088),4977,4978,E01004301,Tower Hamlets 025B,5604,2,214350.333087921,2922.89474669121,E01004301,Tower Hamlets 025B,1359,0.08,16614
"Jubilee Street, Stepney",450,51.515975,-0.053177,28,17.0,POINT (-0.053177 51.515975),4998,4999,E01004323,Tower Hamlets 017B,9137,3,181527.790092468,2119.43146669233,E01004323,Tower Hamlets 017B,1570,0.07,22207
"Hermitage Court, Wapping",451,51.504719,-0.063531,16,21.0,POINT (-0.063531 51.504719),4969,4970,E01004292,Tower Hamlets 026A,27385,9,386402.151744843,3540.4028371066,E01004292,Tower Hamlets 026A,2065,0.15,13767
"St. Katharine's Way, Tower",452,51.505697,-0.070542,24,61.0,POINT (-0.07054199999999999 51.505697),4970,4971,E01004293,Tower Hamlets 027B,26059,8,841952.41059494,5728.91726490858,E01004293,Tower Hamlets 027B,2403,0.33,7364
"Garnet Street, Shadwell",453,51.508447,-0.055167,24,31.0,POINT (-0.055167 51.508447),4974,4975,E01004297,Tower Hamlets 027C,25393,8,303987.702018738,3134.19066500151,E01004297,Tower Hamlets 027C,2071,0.12,17201
"Napier Avenue, Millwall",454,51.487679,-0.021582,20,54.0,POINT (-0.021582 51.487679),4956,4957,E01004276,Tower Hamlets 031C,30144,10,203383.598985672,2406.99059288429,E01004276,Tower Hamlets 031C,2572,0.08,31597
"East Ferry Road, Cubitt Town",455,51.49447,-0.014409,17,19.0,POINT (-0.014409 51.49447),4898,4899,E01004215,Tower Hamlets 028A,16624,6,775489.38533926,5811.823179952,E01004215,Tower Hamlets 028A,4770,0.3,15821
"Parkway, Camden Town",456,51.538071,-0.144664,33,25.0,POINT (-0.144664 51.538071),845,846,E01000863,Camden 021A,6114,2,421541.542396545,3726.27669971424,E01000863,Camden 021A,2003,0.16,12410
"Castlehaven Road, Camden Town",457,51.542138,-0.145393,29,108.0,POINT (-0.145393 51.542138),840,841,E01000858,Camden 018B,4987,2,565673.425811768,5303.98347289292,E01000858,Camden 018B,2185,0.22,10028
"Wapping Lane, Wapping",458,51.504749,-0.057544,28,55.0,POINT (-0.057544 51.504749),4968,4969,E01004291,Tower Hamlets 027A,24676,8,291735.043506622,3108.25980795622,E01004291,Tower Hamlets 027A,2399,0.12,20699
"Gunmakers Lane, Old Ford",459,51.535179,-0.03338,17,89.0,POINT (-0.03338 51.535179),4904,4905,E01004222,Tower Hamlets 001A,4966,2,354467.905097961,3771.91562569368,E01004222,Tower Hamlets 001A,3015,0.14,21816
"Burdett Road, Mile End",460,51.516196,-0.029138,33,40.0,POINT (-0.029138 51.516196),4953,4954,E01004273,Tower Hamlets 014E,5279,2,439340.958415031,4893.6515487612,E01004273,Tower Hamlets 014E,2866,0.17,16999
"Aston Street, Stepney",461,51.516,-0.038775,26,71.0,POINT (-0.038775 51.516),4962,4963,E01004285,Tower Hamlets 019B,4342,2,319415.582687378,3164.53461003652,E01004285,Tower Hamlets 019B,2545,0.12,20409
"Bonny Street, Camden Town",462,51.541603,-0.138853,45,53.0,POINT (-0.138853 51.541603),838,839,E01000856,Camden 019A,7345,3,309651.450233459,4521.32215868397,E01000856,Camden 019A,1970,0.12,16596
"Thurtle Road, Haggerston",463,51.534776,-0.071881,22,16.0,POINT (-0.071881 51.534776),2621,2622,E01001773,Hackney 025E,4810,2,314905.607158661,3712.29386690868,E01001773,Hackney 025E,2731,0.12,22367
"St. Mary & St. Michael Church, Stepney",464,51.51417,-0.052099,25,8.0,POINT (-0.052099 51.51417),4964,4965,E01004287,Tower Hamlets 016B,8047,3,220025.315372467,2135.20666631414,E01004287,Tower Hamlets 016B,2459,0.09,28828
"Pitfield Street North,Hoxton",465,51.53558,-0.08249,28,33.0,POINT (-0.08248999999999999 51.53558),2604,2605,E01001754,Hackney 025C,7318,3,309428.57780838,3303.36893585475,E01001754,Hackney 025C,3746,0.12,30630
"Whiston Road, Haggerston",466,51.534464,-0.076341,21,13.0,POINT (-0.07634100000000001 51.534464),2624,2625,E01001776,Hackney 025F,2862,1,263932.568748474,2475.40950282963,E01001776,Hackney 025F,1735,0.1,17077
"Southern Grove, Bow",467,51.523538,-0.030556,17,15.0,POINT (-0.030556 51.523538),4950,4951,E01004270,Tower Hamlets 014B,12534,4,750882.080558777,5521.27812487986,E01004270,Tower Hamlets 014B,2957,0.29,10078
"Cantrell Road, Bow",468,51.521564,-0.022694,24,62.0,POINT (-0.022694 51.521564),4922,4923,E01004241,Tower Hamlets 012B,5227,2,306529.763241768,3489.02852348319,E01004241,Tower Hamlets 012B,1842,0.12,15771
"Lindfield Street, Poplar",469,51.513757,-0.020467,44,57.0,POINT (-0.020467 51.513757),4934,4935,E01004253,Tower Hamlets 024B,8904,3,391968.084482193,3928.8212982617,E01004253,Tower Hamlets 024B,3672,0.15,24063
"Mostyn Grove, Bow",470,51.530535,-0.025492,46,16.0,POINT (-0.025492 51.530535),32630,32631,E01032784,Tower Hamlets 004G,12196,4,166527.991680145,2905.41205527427,E01032784,Tower Hamlets 004G,2021,0.06,31188
"Hewison Street, Old Ford",471,51.533283,-0.028155,19,38.0,POINT (-0.028155 51.533283),4908,4909,E01004226,Tower Hamlets 001D,8684,3,238343.099672318,2619.65058982058,E01004226,Tower Hamlets 001D,2577,0.09,27799
"Malmesbury Road, Bow",472,51.529452,-0.027616,21,10.0,POINT (-0.027616 51.529452),4910,4911,E01004229,Tower Hamlets 004C,10339,4,274387.851629257,2414.56282551625,E01004229,Tower Hamlets 004C,1654,0.1,15873
"Millharbour, Millwall",473,51.496137,-0.019355,19,28.0,POINT (-0.019355 51.496137),32620,32621,E01032774,Tower Hamlets 032E,7916,3,526433.211245537,3985.78162314162,E01032774,Tower Hamlets 032E,1665,0.2,8154
"Gascoyne Road, Victoria Park",474,51.541515,-0.038557746,20,108.0,POINT (-0.038557746 51.541515),2688,2689,E01001845,Hackney 022E,2027,1,283359.970693588,2546.05887063285,E01001845,Hackney 022E,1563,0.11,14145
"Lightermans Road, Millwall",475,51.499041,-0.020157,31,98.0,POINT (-0.020157 51.499041),32618,32619,E01032772,Tower Hamlets 032C,11466,4,214024.621846199,2857.40755288769,E01032772,Tower Hamlets 032C,1893,0.08,23256
"Stebondale Street, Cubitt Town",476,51.489096,-0.009205,29,78.0,POINT (-0.009205 51.489096),4900,4901,E01004217,Tower Hamlets 030C,12388,4,1054575.75558376,5402.09346667902,E01004217,Tower Hamlets 030C,2311,0.41,5590
"Spindrift Avenue, Millwall",477,51.49109,-0.018716,36,41.0,POINT (-0.018716 51.49109),4959,4960,E01004281,Tower Hamlets 031D,26798,9,319830.684649467,3468.13009311607,E01004281,Tower Hamlets 031D,2121,0.13,16887
"Stepney Green Station, Stepney",478,51.521889,-0.04667,21,84.0,POINT (-0.04667 51.521889),4892,4893,E01004207,Tower Hamlets 011A,5973,2,179719.81293869,2499.95243600529,E01004207,Tower Hamlets 011A,1526,0.07,22245
"Pott Street, Bethnal Green",479,51.527152,-0.058005,20,47.0,POINT (-0.058005 51.527152),4895,4896,E01004211,Tower Hamlets 013D,7276,3,423901.834934235,3642.44957238407,E01004211,Tower Hamlets 013D,1731,0.16,10504
"Flamborough Street, Limehouse",480,51.5128711,-0.0389866,25,62.0,POINT (-0.0389866 51.5128711),4963,4964,E01004286,Tower Hamlets 019C,5381,2,403117.113447189,4023.33100239055,E01004286,Tower Hamlets 019C,2623,0.16,16814
"Saunders Ness Road, Cubitt Town",481,51.487129,-0.0090011,35,150.0,POINT (-0.0090011 51.487129),4901,4902,E01004218,Tower Hamlets 030D,21427,7,369174.486732721,4249.47543783847,E01004218,Tower Hamlets 030D,2012,0.15,13687
"Exhibition Road Museums 2, South Kensington",482,51.495947,-0.17368958,14,34.0,POINT (-0.17368958 51.495947),1761,1762,E01002821,Kensington and Chelsea 014A,23418,8,487076.870948792,4973.55853933068,E01002821,Kensington and Chelsea 014A,1549,0.19,8106
"Albert Gardens, Stepney",483,51.51328,-0.047784,33,50.0,POINT (-0.047784 51.51328),4981,4982,E01004305,Tower Hamlets 022D,7611,3,236881.766862869,2804.7707532406,E01004305,Tower Hamlets 022D,2209,0.09,24248
"Bromley High Street, Bow",484,51.528828,-0.013258,24,33.0,POINT (-0.013258 51.528828),4917,4918,E01004236,Tower Hamlets 008B,4668,2,260769.983488083,2855.99167124034,E01004236,Tower Hamlets 008B,1684,0.1,16477
"Old Ford Road, Bethnal Green",485,51.531127,-0.048017,24,55.0,POINT (-0.048017 51.531127),4886,4887,E01004201,Tower Hamlets 002D,10249,4,331581.301855087,3064.62861499438,E01004201,Tower Hamlets 002D,1775,0.13,13675
"Granby Street, Shoreditch",486,51.525645,-0.069543,37,52.0,POINT (-0.06954299999999999 51.525645),4991,4992,E01004315,Tower Hamlets 006C,6850,3,242741.619895935,3305.91220666971,E01004315,Tower Hamlets 006C,1858,0.1,19435
"Canton Street, Poplar",487,51.511811,-0.025626,23,17.0,POINT (-0.025626 51.511811),4933,4934,E01004252,Tower Hamlets 024A,5828,2,413563.504610062,4877.64491633614,E01004252,Tower Hamlets 024A,3528,0.16,21913
"Reardon Street, Wapping",488,51.506946,-0.058681,22,41.0,POINT (-0.058681 51.506946),4973,4974,E01004296,Tower Hamlets 026D,10142,4,345376.976406097,2836.00079376559,E01004296,Tower Hamlets 026D,2632,0.14,19496
"Pennington Street, Wapping",490,51.508622,-0.065006,45,24.0,POINT (-0.06500599999999999 51.508622),4971,4972,E01004294,Tower Hamlets 026B,15535,5,553264.79593277,4352.86104412385,E01004294,Tower Hamlets 026B,2435,0.21,11416
"Queen Mary's, Mile End",491,51.522507,-0.041378,44,56.0,POINT (-0.041378 51.522507),4942,4943,E01004261,Tower Hamlets 010A,10280,4,431485.615694046,4480.7660893881,E01004261,Tower Hamlets 010A,3218,0.17,19362
"Maplin Street, Mile End",492,51.525501,-0.032267204,39,48.0,POINT (-0.032267204 51.525501),4949,4950,E01004269,Tower Hamlets 014A,6988,3,398588.894496918,3800.44184563832,E01004269,Tower Hamlets 014A,2867,0.16,18473
"South Quay East, Canary Wharf",494,51.50196,-0.016251,36,46.0,POINT (-0.016251 51.50196),32617,32618,E01032771,Tower Hamlets 033B,20860,7,910288.661981583,5718.40412771809,E01032771,Tower Hamlets 033B,1852,0.35,5272
"Bow Church Station, Bow",495,51.528169,-0.018703,39,50.0,POINT (-0.018703 51.528169),4918,4919,E01004237,Tower Hamlets 008C,8147,3,168382.629650116,2246.69078898602,E01004237,Tower Hamlets 008C,1592,0.07,24380
"Devons Road, Bow",496,51.52512,-0.015578,39,36.0,POINT (-0.015578 51.52512),4917,4918,E01004236,Tower Hamlets 008B,4668,2,260769.983488083,2855.99167124034,E01004236,Tower Hamlets 008B,1684,0.1,16477
"Merchant Street, Bow",497,51.526578,-0.027581,27,23.0,POINT (-0.027581 51.526578),4948,4949,E01004268,Tower Hamlets 012E,6121,2,131955.452228546,1466.13218022369,E01004268,Tower Hamlets 012E,1917,0.05,37079
"Bow Road Station, Bow",498,51.527058,-0.025296,41,31.0,POINT (-0.025296 51.527058),4947,4948,E01004267,Tower Hamlets 012D,6672,3,545194.219368935,4005.65574841033,E01004267,Tower Hamlets 012D,2325,0.21,11029
"Furze Green, Bow",499,51.519265,-0.021345,36,53.0,POINT (-0.021345 51.519265),4923,4924,E01004242,Tower Hamlets 012C,9768,3,521036.515640259,3538.95400662445,E01004242,Tower Hamlets 012C,5963,0.2,29564
"Ansell House, Stepney",500,51.520019,-0.05438,41,32.0,POINT (-0.05438 51.520019),4997,4998,E01004322,Tower Hamlets 017A,6983,3,360944.363334656,4045.42916486007,E01004322,Tower Hamlets 017A,1552,0.14,10945
"Cephas Street, Bethnal Green",501,51.522561,-0.054883,24,21.0,POINT (-0.054883 51.522561),4894,4895,E01004209,Tower Hamlets 011B,3602,2,214032.947166443,2779.73413936127,E01004209,Tower Hamlets 011B,1476,0.08,18358
"Bonner Gate, Victoria Park",502,51.53341,-0.049591815,21,279.0,POINT (-0.049591815 51.53341),4886,4887,E01004201,Tower Hamlets 002D,10249,4,331581.301855087,3064.62861499438,E01004201,Tower Hamlets 002D,1775,0.13,13675
"Cleveland Way, Stepney",503,51.520893,-0.051394,36,49.0,POINT (-0.051394 51.520893),4893,4894,E01004208,Tower Hamlets 013C,10715,4,415334.250190735,4913.71351624326,E01004208,Tower Hamlets 013C,2681,0.16,16570
"St. John's Park, Cubitt Town",504,51.496454,-0.009506,30,24.0,POINT (-0.009506000000000001 51.496454),4898,4899,E01004215,Tower Hamlets 028A,16624,6,775489.38533926,5811.823179952,E01004215,Tower Hamlets 028A,4770,0.3,15821
"Ackroyd Drive, Bow",505,51.520398,-0.026768,29,45.0,POINT (-0.026768 51.520398),4951,4952,E01004271,Tower Hamlets 014C,7538,3,251598.811693192,2948.04244299185,E01004271,Tower Hamlets 014C,2297,0.1,23952
"Bell Lane, Liverpool Street",506,51.517475,-0.075855,23,77.0,POINT (-0.07585500000000001 51.517475),4986,4987,E01004310,Tower Hamlets 015E,5125,2,236054.676521301,2626.91659900304,E01004310,Tower Hamlets 015E,2005,0.09,21817
"Clarkson Street, Bethnal Green",507,51.528692,-0.059091,31,17.0,POINT (-0.059091 51.528692),4888,4889,E01004203,Tower Hamlets 005C,8880,3,273706.694000244,4117.29162515039,E01004203,Tower Hamlets 005C,1914,0.11,18194
