name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density
"Little Argyll Street, West End",116,51.51449962,-0.141423695,121.0,Charing Cross_diatance,1488.0,Green Park Devonshire Gates_diatance,1010.0,Embankment Pier_diatance,1622.0,2938.0
"Lollard Street, Vauxhall",117,51.49288067,-0.114934001,87.0,Vauxhall_diatance,952.0,Geraldine Mary Harmsworth Park West_diatance,416.0,Millbank Millennium Pier_diatance,687.0,12443.0
"Rochester Row, Westminster",118,51.49582705,-0.13547809,23.0,Victoria_diatance,651.0,St. James's Park Buckingham Gate_distance,557.0,Millbank Millennium Pier_diatance,872.0,15046.0
"Bath Street, St. Luke's",119,51.52589324,-0.090847761,69.0,Liverpool Street_diatance,1029.0,Lincoln's Inn Fields South_distance,2091.0,Blackfriars Pier_diatance,1836.0,7965.0
"The Guildhall, Guildhall",120,51.51573534,-0.093080779,9.0,Cannon Street_diatance,640.0,Lincoln's Inn Fields South_distance,1599.0,Blackfriars Pier_diatance,787.0,7347.0
"Baker Street, Marylebone",121,51.51891348,-0.156166631,13.0,Marylebone_diatance,664.0,The Regent's Park Clarence Gate_distance,663.0,Embankment Pier_diatance,2752.0,7737.0
"Norton Folgate, Liverpool Street",122,51.52111369,-0.078869751,27.0,Liverpool Street_diatance,358.0,Victoria Park Bonner Gate_diatance,2502.0,Tower Millennium Pier_diatance,1539.0,1021.0
"St. John Street, Finsbury",123,51.52836014,-0.104724625,40.0,Kings Cross_diatance,1361.0,Lincoln's Inn Fields South_distance,1621.0,Blackfriars Pier_diatance,1990.0,20244.0
"Eaton Square, Belgravia",124,51.49654462,-0.150905245,27.0,Victoria_diatance,423.0,Green Park Wellington Arch_diatance,682.0,Battersea Power Station Pier_diatance,1445.0,7876.0
"Borough High Street, The Borough",125,51.50069491,-0.094524319,51.0,London Bridge_diatance,829.0,Geraldine Mary Harmsworth Park East_diatance,952.0,Bankside Pier_diatance,912.0,10448.0
"Museum of London, Barbican",126,51.51782144,-0.096496865,23.0,Blackfriars_diatance,825.0,Lincoln's Inn Fields South_distance,1384.0,Blackfriars Pier_diatance,858.0,13475.0
"Wood Street, Guildhall",127,51.51700801,-0.09388536,14.0,Cannon Street_diatance,790.0,Lincoln's Inn Fields South_distance,1551.0,Blackfriars Pier_diatance,862.0,7347.0
"Emperor's Gate, South Kensington",128,51.49536226,-0.185296516,64.0,Paddington_diatance,2486.0,Kensington Gardens Palace Gate_diatance,728.0,Cadogan Pier_diatance,1913.0,31068.0
"Golden Square, Soho",129,51.5118973,-0.137043852,43.0,Charing Cross_diatance,1082.0,St. James's Park Waterloo Place Gate_distance,808.0,Embankment Pier_diatance,1217.0,2938.0
"Tower Gardens , Tower",130,51.50950627,-0.075459482,193.0,Fenchurch Street_diatance,288.0,Geraldine Mary Harmsworth Park East_diatance,2594.0,Tower Millennium Pier_diatance,344.0,7364.0
"Eversholt Street , Camden Town",131,51.53300545,-0.136792671,36.0,Euston_diatance,504.0,The Regent's Park Chester Gate_distance,867.0,Embankment Pier_diatance,3085.0,22264.0
"Bethnal Green Road, Shoreditch",132,51.52364804,-0.074754872,108.0,Liverpool Street_diatance,756.0,Victoria Park Bonner Gate_diatance,2110.0,Tower Millennium Pier_diatance,1843.0,14523.0
"Derry Street, Kensington",133,51.50136494,-0.191462381,53.0,Paddington_diatance,2019.0,Kensington Gardens Studio Gate_diatance,377.0,Cadogan Pier_diatance,2695.0,9925.0
"Wapping High Street, Wapping",134,51.504904,-0.06797,77.0,Fenchurch Street_diatance,1016.0,Mile End Park Football Pitch_diatance,2751.0,Tower Bridge Quay_diatance,402.0,7364.0
"Clerkenwell Green, Clerkenwell",135,51.52326004,-0.104708922,44.0,Blackfriars_diatance,1302.0,Lincoln's Inn Fields South_distance,1161.0,Blackfriars Pier_diatance,1429.0,10379.0
"Queen Victoria Street, St. Paul's",136,51.51196176,-0.097441687,32.0,Blackfriars_diatance,387.0,Lincoln's Inn Fields South_distance,1360.0,Blackfriars Pier_diatance,285.0,1021.0
"Green Street, Mayfair",138,51.51227622,-0.157436972,119.0,Marylebone_diatance,1264.0,Hyde Park Marble Arch_diatance,88.0,Embankment Pier_diatance,2567.0,9898.0
"Lambeth Road, Vauxhall",139,51.49488108,-0.117974901,30.0,Waterloo_diatance,972.0,Geraldine Mary Harmsworth Park West_diatance,506.0,Millbank Millennium Pier_diatance,579.0,8461.0
"Finsbury Square , Moorgate",140,51.52096262,-0.085634242,39.0,Liverpool Street_diatance,376.0,Lincoln's Inn Fields South_distance,2195.0,Bankside Pier_diatance,1560.0,7965.0
"Chapel Place, Marylebone",141,51.51530805,-0.147203711,20.0,Marylebone_diatance,1395.0,Hyde Park Marble Arch_diatance,870.0,Embankment Pier_diatance,2016.0,10022.0
"West Cromwell Road, Earl's Court",142,51.49372451,-0.198286569,21.0,Paddington_diatance,2991.0,Holland Park Ilchester Gate_diatance,846.0,Cadogan Pier_diatance,2520.0,16405.0
"Pont Street, Knightsbridge",143,51.4968865,-0.161203828,58.0,Victoria_diatance,1136.0,Hyde Park Albert Gate_diatance,659.0,Cadogan Pier_diatance,1603.0,11095.0
"Kennington Cross, Kennington",144,51.48894022,-0.111435796,80.0,Vauxhall_diatance,863.0,Geraldine Mary Harmsworth Park West_diatance,739.0,Millbank Millennium Pier_diatance,971.0,17983.0
"Ilchester Place, Kensington",145,51.50074359,-0.202759212,19.0,Paddington_diatance,2552.0,Holland Park Ilchester Gate_diatance,7.0,Cadogan Pier_diatance,3211.0,5099.0
"Vauxhall Bridge , Pimlico",146,51.48836528,-0.129361842,28.0,Vauxhall_diatance,525.0,St. James's Park Queen Anne's Gate_distance,1430.0,St. George Wharf_diatance,270.0,18587.0
"Portugal Street, Holborn",147,51.51494305,-0.11614642,0.0,Charing Cross_diatance,957.0,Lincoln's Inn Fields South_distance,78.0,Festival Pier_diatance,890.0,2977.0
"Tachbrook Street, Victoria",148,51.49211134,-0.138364847,40.0,Victoria_diatance,669.0,St. James's Park Buckingham Gate_distance,931.0,Millbank Millennium Pier_diatance,947.0,36045.0
"Kennington Road Post Office, Oval",149,51.48478899,-0.110683213,57.0,Vauxhall_diatance,855.0,Geraldine Mary Harmsworth Park West_diatance,1199.0,St. George Wharf_diatance,1160.0,13236.0
"Holy Trinity Brompton, Knightsbridge",150,51.49705603,-0.168917077,30.0,Victoria_diatance,1670.0,Hyde Park Alexandra Gate_diatance,660.0,Cadogan Pier_diatance,1591.0,7048.0
"Chepstow Villas, Notting Hill",151,51.51213691,-0.201554966,49.0,Paddington_diatance,1793.0,Kensington Gardens Black Lion Gate_diatance,978.0,Cadogan Pier_diatance,4068.0,11572.0
"Hampton Street, Walworth",152,51.49217002,-0.101536865,92.0,Waterloo East_diatance,1453.0,Geraldine Mary Harmsworth Park East_diatance,531.0,Millbank Millennium Pier_diatance,1604.0,46000.0
"Bayswater Road, Hyde Park",153,51.511933,-0.174411,195.0,Paddington_diatance,600.0,Kensington Gardens Marlborough Gate_diatance,116.0,Cadogan Pier_diatance,3283.0,14280.0
"Waterloo Station 3, Waterloo",154,51.50379168,-0.11282408,35.0,Waterloo_diatance,81.0,Geraldine Mary Harmsworth Park North_diatance,794.0,Festival Pier_diatance,496.0,6252.0
"Lexham Gardens, Kensington",155,51.49586666,-0.191933711,36.0,Paddington_diatance,2580.0,Kensington Gardens Palace Gate_diatance,853.0,Cadogan Pier_diatance,2288.0,21709.0
"New Kent Road, The Borough",156,51.49443626,-0.092921165,52.0,London Bridge_diatance,1324.0,Geraldine Mary Harmsworth Park East_diatance,926.0,London Bridge City Pier_diatance,1503.0,9371.0
"Wright's Lane, Kensington",157,51.50039792,-0.193068385,31.0,Paddington_diatance,2168.0,Kensington Gardens Studio Gate_diatance,530.0,Cadogan Pier_diatance,2689.0,9925.0
"Trebovir Road, Earl's Court",158,51.49085368,-0.196170309,42.0,Paddington_diatance,3209.0,Holland Park Ilchester Gate_diatance,1197.0,Chelsea Harbour Pier_diatance,2187.0,22219.0
"Waterloo Place, St. James's",160,51.50663341,-0.131773845,112.0,Charing Cross_diatance,608.0,St. James's Park Waterloo Place Gate_distance,121.0,Embankment Pier_diatance,723.0,1810.0
"Guildhouse Street, Victoria",161,51.49234577,-0.141334487,39.0,Victoria_diatance,530.0,St. James's Park Buckingham Gate_distance,927.0,Battersea Power Station Pier_diatance,990.0,23108.0
"Southampton Place, Holborn",162,51.51760685,-0.121328408,23.0,Charing Cross_diatance,1130.0,Lincoln's Inn Fields West_distance,298.0,Embankment Pier_diatance,1182.0,5611.0
"Sloane Avenue, Knightsbridge",163,51.4931848,-0.167894973,80.0,Victoria_diatance,1643.0,Hyde Park Alexandra Gate_diatance,1069.0,Cadogan Pier_diatance,1156.0,22959.0
"Cleveland Gardens, Bayswater",164,51.515607,-0.183118788,64.0,Paddington_diatance,461.0,Kensington Gardens Lancaster Gate_diatance,568.0,Cadogan Pier_diatance,3824.0,27046.0
"Orsett Terrace, Bayswater",165,51.517932,-0.183716959,26.0,Paddington_diatance,481.0,Kensington Gardens Lancaster Gate_diatance,826.0,Cadogan Pier_diatance,4083.0,16583.0
"Seville Street, Knightsbridge",166,51.50185512,-0.159237081,62.0,Victoria_diatance,1158.0,Hyde Park Albert Gate_diatance,94.0,Cadogan Pier_diatance,2172.0,9963.0
"Eccleston Place, Victoria",167,51.49395092,-0.147624377,41.0,Victoria_diatance,354.0,St. James's Park Buckingham Gate_distance,966.0,Battersea Power Station Pier_diatance,1121.0,6936.0
"Argyll Road, Kensington",168,51.50040123,-0.195455928,42.0,Paddington_diatance,2258.0,Holland Park Duchess of Bedford_diatance,433.0,Cadogan Pier_diatance,2806.0,12893.0
"Porchester Place, Paddington",169,51.51474612,-0.165164288,134.0,Paddington_diatance,853.0,Hyde Park Marble Arch_diatance,535.0,Embankment Pier_diatance,3154.0,13881.0
"Hardwick Street, Clerkenwell",170,51.52784273,-0.108068155,15.0,Kings Cross_diatance,1169.0,Lincoln's Inn Fields South_distance,1468.0,Blackfriars Pier_diatance,1978.0,14646.0
"Collingham Gardens, Earl's Court",171,51.4916156,-0.186753859,48.0,Paddington_diatance,2915.0,Kensington Gardens Palace Gate_diatance,1154.0,Cadogan Pier_diatance,1716.0,20277.0
"Sumner Place, South Kensington",172,51.49121192,-0.173715911,25.0,Victoria_diatance,2090.0,Hyde Park Alexandra Gate_diatance,1188.0,Cadogan Pier_diatance,1061.0,10873.0
"Waterloo Road, South Bank",173,51.50486,-0.113001,43.0,Waterloo_diatance,196.0,Geraldine Mary Harmsworth Park North_diatance,909.0,Festival Pier_diatance,408.0,17685.0
"Strand, Strand",174,51.512582,-0.1150573,19.0,Charing Cross_diatance,793.0,Lincoln's Inn Fields South_distance,349.0,Festival Pier_diatance,649.0,2977.0
"Worship Street, Shoreditch",175,51.521668,-0.079608554,14.0,Liverpool Street_diatance,386.0,Victoria Park Bonner Gate_diatance,2511.0,Tower Millennium Pier_diatance,1602.0,1021.0
"Gloucester Terrace, Bayswater",176,51.51791921,-0.188098863,45.0,Paddington_diatance,780.0,Kensington Gardens Black Lion Gate_diatance,869.0,Cadogan Pier_diatance,4181.0,16583.0
"Ashley Place, Victoria",177,51.49616092,-0.140947636,70.0,Victoria_diatance,271.0,St. James's Park Buckingham Gate_distance,512.0,Millbank Millennium Pier_diatance,1226.0,21065.0
"Warwick Square, Pimlico",178,51.48985626,-0.141923621,56.0,Victoria_diatance,776.0,Battersea Park Sopwith Way_diatance,1070.0,Battersea Power Station Pier_diatance,716.0,32905.0
"North Audley Street, Mayfair",180,51.5129118,-0.153645496,67.0,Marylebone_diatance,1305.0,Hyde Park Marble Arch_diatance,359.0,Embankment Pier_diatance,2331.0,9898.0
"Belgrave Square, Belgravia",181,51.49941247,-0.152317537,34.0,Victoria_diatance,607.0,Green Park Wellington Arch_diatance,406.0,Battersea Power Station Pier_diatance,1778.0,7876.0
"Bell Street , Marylebone",182,51.52202903,-0.165842551,31.0,Marylebone_diatance,230.0,The Regent's Park Clarence Gate_distance,607.0,Embankment Pier_diatance,3505.0,30382.0
"Riverlight North, Nine Elms",183,51.482362,-0.13612398,108.0,Vauxhall_diatance,997.0,Battersea Park Sopwith Way_diatance,922.0,Battersea Power Station Pier_diatance,702.0,4849.0
"Portland Place, Marylebone",184,51.52071513,-0.14521173,46.0,Euston_diatance,1157.0,The Regent's Park St. Andrew's Gate_distance,518.0,Embankment Pier_diatance,2250.0,13548.0
"Alderney Street, Pimlico",185,51.48805753,-0.140741432,104.0,Victoria_diatance,991.0,Battersea Park Sopwith Way_diatance,949.0,Battersea Power Station Pier_diatance,584.0,32905.0
"South Wharf Road, Paddington",186,51.51733558,-0.175810943,45.0,Paddington_diatance,80.0,Hyde Park Victoria Gate_diatance,654.0,Cadogan Pier_diatance,3892.0,6897.0
"Queen's Gate (South), South Kensington",187,51.49247977,-0.178433004,42.0,Victoria_diatance,2373.0,Kensington Gardens Albert Memorial Gate_diatance,1024.0,Cadogan Pier_diatance,1359.0,8081.0
"Nutford Place, Marylebone",188,51.5165179,-0.164393768,28.0,Marylebone_diatance,738.0,Hyde Park Marble Arch_diatance,628.0,Embankment Pier_diatance,3163.0,19577.0
"Claremont Square, Angel",189,51.53166681,-0.109914711,24.0,Kings Cross_diatance,929.0,Lincoln's Inn Fields South_distance,1834.0,Blackfriars Pier_diatance,2421.0,21978.0
"Rampayne Street, Pimlico",190,51.48997562,-0.132845681,63.0,Vauxhall_diatance,824.0,St. James's Park Queen Anne's Gate_distance,1219.0,St. George Wharf_diatance,561.0,18587.0
"Hyde Park Corner, Hyde Park",191,51.50311799,-0.153520935,863.0,Victoria_diatance,943.0,Hyde Park Queen Elizabeth Gate_diatance,136.0,Westminster Pier_diatance,2108.0,5287.0
"Wardour Street, Soho",192,51.51251523,-0.133201961,61.0,Charing Cross_diatance,894.0,St. James's Park Waterloo Place Gate_distance,781.0,Embankment Pier_diatance,1026.0,10317.0
"Bankside Mix, Bankside",193,51.50581776,-0.100186337,30.0,Blackfriars_diatance,672.0,Geraldine Mary Harmsworth Park North_diatance,1124.0,Bankside Pier_diatance,404.0,13123.0
"Hop Exchange, The Borough",194,51.50462759,-0.091773776,118.0,London Bridge_diatance,468.0,Geraldine Mary Harmsworth Park East_diatance,1375.0,London Bridge City Pier_diatance,556.0,10448.0
"Milroy Walk, South Bank",195,51.50724437,-0.106237501,44.0,Waterloo East_diatance,440.0,Geraldine Mary Harmsworth Park North_diatance,1133.0,Blackfriars Pier_diatance,524.0,9469.0
"Union Street, The Borough",196,51.50368837,-0.098497684,27.0,Waterloo East_diatance,804.0,Geraldine Mary Harmsworth Park East_diatance,999.0,Bankside Pier_diatance,577.0,13123.0
"Stamford Street, South Bank",197,51.50556905,-0.111606696,45.0,Waterloo East_diatance,194.0,Geraldine Mary Harmsworth Park North_diatance,958.0,Festival Pier_diatance,457.0,17685.0
"Great Tower Street, Monument",199,51.51048489,-0.082989638,35.0,Fenchurch Street_diatance,340.0,Geraldine Mary Harmsworth Park East_diatance,2265.0,London Bridge City Pier_diatance,412.0,1021.0
"LMU Commercial Road, Whitechapel",200,51.51492456,-0.066078037,50.0,Fenchurch Street_diatance,932.0,Mile End Park Football Pitch_diatance,2206.0,Tower Bridge Quay_diatance,1121.0,28982.0
"Dorset Square, Marylebone",201,51.5225965,-0.161113413,72.0,Marylebone_diatance,142.0,The Regent's Park Clarence Gate_distance,311.0,Embankment Pier_diatance,3255.0,26324.0
"Leman Street, Aldgate",202,51.51236389,-0.06954201,103.0,Fenchurch Street_diatance,615.0,Mile End Park Football Pitch_diatance,2504.0,Tower Bridge Quay_diatance,762.0,23872.0
"West Smithfield Rotunda, Farringdon",203,51.51821864,-0.100791005,37.0,Blackfriars_diatance,752.0,Lincoln's Inn Fields South_distance,1103.0,Blackfriars Pier_diatance,845.0,2733.0
"Margery Street, Clerkenwell",204,51.52659961,-0.112432615,31.0,Kings Cross_diatance,991.0,Lincoln's Inn Fields West_distance,1246.0,Blackfriars Pier_diatance,1947.0,10332.0
"New Road 1 , Whitechapel",206,51.518154,-0.062697,49.0,Fenchurch Street_diatance,1315.0,Mile End Park Solebay Street_diatance,1899.0,Tower Bridge Quay_diatance,1548.0,10945.0
"Grosvenor Crescent, Belgravia",207,51.50135267,-0.153194766,16.0,Victoria_diatance,785.0,Hyde Park White Horse Gate_diatance,232.0,Battersea Power Station Pier_diatance,2002.0,5287.0
"Mallory Street, Marylebone",208,51.52505151,-0.166304359,39.0,Marylebone_diatance,315.0,The Regent's Park Hanover Gate_distance,375.0,Embankment Pier_diatance,3704.0,31119.0
"Denyer Street, Knightsbridge",209,51.49358391,-0.165101392,57.0,Victoria_diatance,1445.0,Hyde Park Albert Gate_diatance,1099.0,Cadogan Pier_diatance,1199.0,22959.0
"Hinde Street, Marylebone",210,51.51681444,-0.151926305,37.0,Marylebone_diatance,1037.0,Hyde Park Marble Arch_diatance,701.0,Embankment Pier_diatance,2383.0,7737.0
"Cadogan Place, Knightsbridge",211,51.49464523,-0.158105512,32.0,Victoria_diatance,946.0,Hyde Park Albert Gate_diatance,882.0,Cadogan Pier_diatance,1433.0,11095.0
"Campden Hill Road, Notting Hill",212,51.50658458,-0.199004026,14.0,Paddington_diatance,1925.0,Holland Park Duchess of Bedford_diatance,478.0,Cadogan Pier_diatance,3476.0,11513.0
"Wellington Arch, Hyde Park",213,51.50274025,-0.149569201,309.0,Victoria_diatance,758.0,Green Park Wellington Arch_diatance,15.0,Westminster Pier_diatance,1833.0,1810.0
"Endsleigh Gardens, Euston",214,51.52683806,-0.130504336,22.0,Euston_diatance,345.0,The Regent's Park Chester Gate_distance,1072.0,Embankment Pier_diatance,2298.0,17263.0
"Moorfields, Moorgate",215,51.51906932,-0.088285377,17.0,Liverpool Street_diatance,446.0,Lincoln's Inn Fields South_distance,1968.0,Blackfriars Pier_diatance,1285.0,1021.0
"Old Brompton Road, South Kensington",216,51.49094565,-0.181190899,76.0,Victoria_diatance,2597.0,Kensington Gardens Queen Gate_diatance,1192.0,Cadogan Pier_diatance,1366.0,21151.0
"Wormwood Street, Liverpool Street",217,51.51615461,-0.082422399,20.0,Liverpool Street_diatance,263.0,Lincoln's Inn Fields South_distance,2337.0,Tower Millennium Pier_diatance,1017.0,1021.0
"St. Luke's Church, Chelsea",218,51.48971651,-0.170194408,38.0,Victoria_diatance,1917.0,Battersea Park Albert Gate_diatance,1179.0,Cadogan Pier_diatance,810.0,9264.0
"Bramham Gardens, Earl's Court",219,51.49016361,-0.19039362,105.0,Paddington_diatance,3137.0,Kensington Gardens Palace Gate_diatance,1370.0,Cadogan Pier_diatance,1852.0,17448.0
"Chelsea Green, Chelsea",220,51.49066456,-0.166485083,45.0,Victoria_diatance,1640.0,Battersea Park Albert Gate_diatance,1237.0,Cadogan Pier_diatance,871.0,14577.0
"Horseferry Road, Westminster",221,51.49481649,-0.13045856,37.0,Victoria_diatance,1012.0,St. James's Park Queen Anne's Gate_distance,718.0,Millbank Millennium Pier_diatance,523.0,38122.0
"Knightsbridge, Hyde Park",222,51.50275704,-0.155349725,62.0,Victoria_diatance,1001.0,Hyde Park White Horse Gate_diatance,36.0,Battersea Power Station Pier_diatance,2193.0,5287.0
"Rodney Road , Walworth",223,51.49148474,-0.090220911,161.0,London Bridge_diatance,1577.0,Geraldine Mary Harmsworth Park East_diatance,1207.0,London Bridge City Pier_diatance,1760.0,17498.0
"Queensway, Kensington Gardens",224,51.51031,-0.18740235,47.0,Paddington_diatance,1048.0,Kensington Gardens Black Lion Gate_diatance,36.0,Cadogan Pier_diatance,3384.0,27598.0
"Notting Hill Gate Station, Notting Hill",225,51.50935342,-0.196422,74.0,Paddington_diatance,1602.0,Kensington Gardens Black Lion Gate_diatance,603.0,Cadogan Pier_diatance,3609.0,17672.0
"Charles II Street, West End",226,51.50844614,-0.131961389,43.0,Charing Cross_diatance,622.0,St. James's Park Waterloo Place Gate_distance,321.0,Embankment Pier_diatance,753.0,1810.0
"Great Percy Street, Clerkenwell",227,51.52891573,-0.115480888,30.0,Kings Cross_diatance,665.0,Lincoln's Inn Fields West_distance,1453.0,Blackfriars Pier_diatance,2270.0,13116.0
"St. James's Square, St. James's",228,51.50742485,-0.134621209,40.0,Charing Cross_diatance,797.0,St. James's Park Waterloo Place Gate_distance,311.0,Embankment Pier_diatance,921.0,1810.0
"Whitehall Place, Strand",229,51.50654321,-0.123179697,88.0,Charing Cross_diatance,107.0,St. James's Park Waterloo Place Gate_distance,567.0,Embankment Pier_diatance,136.0,1810.0
"Poured Lines, Bankside",230,51.50669284,-0.103137426,30.0,Blackfriars_diatance,546.0,Geraldine Mary Harmsworth Park North_diatance,1125.0,Blackfriars Pier_diatance,462.0,9469.0
"Queen's Gate (Central), South Kensington",231,51.49396755,-0.17873226,44.0,Victoria_diatance,2367.0,Kensington Gardens Queen Gate_diatance,860.0,Cadogan Pier_diatance,1505.0,8081.0
"Carey Street, Holborn",232,51.51501025,-0.112753217,8.0,Blackfriars_diatance,774.0,Lincoln's Inn Fields South_distance,248.0,Blackfriars Pier_diatance,952.0,5611.0
"Pall Mall East, West End",233,51.50777049,-0.130699733,81.0,Charing Cross_diatance,527.0,St. James's Park Waterloo Place Gate_distance,244.0,Embankment Pier_diatance,654.0,1810.0
"Liverpool Road (N1 Centre), Angel",234,51.53450449,-0.106992706,19.0,Kings Cross_diatance,1152.0,Lincoln's Inn Fields South_distance,2191.0,Blackfriars Pier_diatance,2689.0,11849.0
"Kennington Road  , Vauxhall",235,51.49571828,-0.110889274,36.0,Waterloo_diatance,836.0,Geraldine Mary Harmsworth Park West_diatance,19.0,Millbank Millennium Pier_diatance,1052.0,8733.0
"Fashion Street, Whitechapel",236,51.51838043,-0.073438925,40.0,Liverpool Street_diatance,586.0,Victoria Park Bonner Gate_diatance,2407.0,Tower Millennium Pier_diatance,1292.0,16990.0
"Dock Street, Wapping",237,51.5097860151,-0.0681619805156,27.0,Fenchurch Street_diatance,724.0,Mile End Park Football Pitch_diatance,2508.0,Tower Bridge Quay_diatance,563.0,11416.0
"Frampton Street, Paddington",238,51.5233534,-0.175116099,27.0,Paddington_diatance,706.0,The Regent's Park Hanover Gate_distance,863.0,Embankment Pier_diatance,4143.0,17517.0
"Warren Street Station, Euston",239,51.52443845,-0.138019439,50.0,Euston_diatance,533.0,The Regent's Park St. Andrew's Gate_distance,556.0,Embankment Pier_diatance,2259.0,11192.0
"Beaumont Street, Marylebone",242,51.52200801,-0.151359288,58.0,Marylebone_diatance,814.0,The Regent's Park York Gate_distance,316.0,Embankment Pier_diatance,2666.0,10935.0
"Gloucester Street, Pimlico",243,51.49096258,-0.139625122,78.0,Victoria_diatance,722.0,St. James's Park Buckingham Gate_distance,1062.0,Battersea Power Station Pier_diatance,897.0,23108.0
"Earnshaw Street , Covent Garden",244,51.51611887,-0.128585022,32.0,Charing Cross_diatance,1031.0,Lincoln's Inn Fields West_distance,736.0,Embankment Pier_diatance,1134.0,14797.0
"Grosvenor Road, Pimlico",245,51.4853572,-0.142207481,19.0,Victoria_diatance,1263.0,Battersea Park Sopwith Way_diatance,661.0,Battersea Power Station Pier_diatance,304.0,37134.0
"Berry Street, Clerkenwell",246,51.52285301,-0.099994052,33.0,Blackfriars_diatance,1268.0,Lincoln's Inn Fields South_distance,1378.0,Blackfriars Pier_diatance,1362.0,32680.0
"St. John's Wood Church, The Regent's Park",247,51.530529,-0.167515,97.0,Marylebone_diatance,883.0,The Regent's Park Hanover Gate_distance,270.0,Embankment Pier_diatance,4131.0,6376.0
"Triangle Car Park, Hyde Park",248,51.50645179,-0.170279555,474.0,Paddington_diatance,1270.0,Serpentine Bridge North_diatance,106.0,Cadogan Pier_diatance,2640.0,891.0
"Harper Road, The Borough",249,51.49859784,-0.096191134,46.0,London Bridge_diatance,1070.0,Geraldine Mary Harmsworth Park East_diatance,740.0,Bankside Pier_diatance,1132.0,15510.0
"Royal Avenue 1, Chelsea",250,51.489932,-0.162727,19.0,Victoria_diatance,1446.0,Battersea Park Albert Gate_diatance,1165.0,Cadogan Pier_diatance,829.0,14837.0
"Brushfield Street, Liverpool Street",251,51.518908,-0.079249,92.0,Liverpool Street_diatance,189.0,Lincoln's Inn Fields South_distance,2582.0,Tower Millennium Pier_diatance,1294.0,16990.0
"Jubilee Gardens, South Bank",252,51.5046364,-0.116542278,289.0,Waterloo_diatance,288.0,Geraldine Mary Harmsworth Park North_diatance,998.0,Festival Pier_diatance,277.0,6252.0
"Shoreditch Park, Hoxton",253,51.53404294,-0.086379717,134.0,Liverpool Street_diatance,1756.0,Victoria Park St Agnes Gate_diatance,2443.0,Blackfriars Pier_diatance,2793.0,11282.0
"Chadwell Street, Angel",254,51.53051587,-0.106408455,30.0,Kings Cross_diatance,1187.0,Lincoln's Inn Fields South_distance,1787.0,Blackfriars Pier_diatance,2244.0,14646.0
"Clifton Road, Maida Vale",255,51.52557531,-0.179592915,81.0,Paddington_diatance,961.0,The Regent's Park Hanover Gate_distance,1015.0,Embankment Pier_diatance,4531.0,27130.0
"Houghton Street, Strand",256,51.51362054,-0.116764211,10.0,Charing Cross_diatance,810.0,Lincoln's Inn Fields South_distance,229.0,Festival Pier_diatance,740.0,2977.0
"Westminster University, Marylebone",257,51.52248185,-0.154907218,39.0,Marylebone_diatance,564.0,The Regent's Park York Gate_distance,266.0,Embankment Pier_diatance,2893.0,23675.0
"Kensington Gore, Knightsbridge",258,51.50143293,-0.178656971,5.0,Paddington_diatance,1746.0,Kensington Gardens Albert Memorial Gate_diatance,82.0,Cadogan Pier_diatance,2236.0,4109.0
"Bourne Street, Belgravia",259,51.490959,-0.1532331,64.0,Victoria_diatance,857.0,Battersea Park Sopwith Way_diatance,1094.0,Battersea Power Station Pier_diatance,931.0,13792.0
"Broadwick Street, Soho",260,51.5136846,-0.135580879,47.0,Charing Cross_diatance,1104.0,St. James's Park Waterloo Place Gate_distance,948.0,Embankment Pier_diatance,1236.0,14540.0
"Princes Square, Bayswater",261,51.5134891,-0.191351186,26.0,Paddington_diatance,1078.0,Kensington Gardens Black Lion Gate_diatance,449.0,Cadogan Pier_diatance,3822.0,22058.0
"LSBU (Borough Road), Elephant & Castle",262,51.49874469,-0.103132904,66.0,Waterloo East_diatance,766.0,Geraldine Mary Harmsworth Park East_diatance,363.0,Bankside Pier_diatance,1198.0,18013.0
"St. Mary Axe, Aldgate",263,51.51422502,-0.080660083,11.0,Fenchurch Street_diatance,354.0,Lincoln's Inn Fields South_distance,2464.0,Tower Millennium Pier_diatance,783.0,1021.0
"Tysoe Street, Clerkenwell",264,51.52644342,-0.109256828,40.0,Kings Cross_diatance,1176.0,Lincoln's Inn Fields South_distance,1293.0,Blackfriars Pier_diatance,1851.0,10332.0
"Southwick Street, Paddington",265,51.51595344,-0.169249375,52.0,Paddington_diatance,545.0,Hyde Park Victoria Gate_diatance,500.0,Embankment Pier_diatance,3463.0,24494.0
"Queen's Gate (North), Kensington",266,51.50102668,-0.180246101,90.0,Paddington_diatance,1802.0,Kensington Gardens Queen Gate_diatance,69.0,Cadogan Pier_diatance,2240.0,14798.0
"Regency Street, Westminster",267,51.49206037,-0.132224622,44.0,Vauxhall_diatance,941.0,St. James's Park Queen Anne's Gate_distance,991.0,Millbank Millennium Pier_diatance,522.0,24216.0
"Empire Square, The Borough",269,51.50082346,-0.089740764,82.0,London Bridge_diatance,592.0,Geraldine Mary Harmsworth Park East_diatance,1248.0,London Bridge City Pier_diatance,765.0,19495.0
"Kennington Lane Rail Bridge, Vauxhall",270,51.4863434,-0.122492418,54.0,Vauxhall_diatance,57.0,Geraldine Mary Harmsworth Park West_diatance,1309.0,St. George Wharf_diatance,330.0,11597.0
