name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density
"Jubilee Street, Stepney",450,51.515975,-0.053177,50.0,Fenchurch Street_diatance,1811.0,Mile End Park Football Pitch_diatance,1308.0,Tower Bridge Quay_diatance,1794.0,22207.0
"Hermitage Court, Wapping",451,51.504719,-0.063531,38.0,Fenchurch Street_diatance,1264.0,Mile End Park Football Pitch_diatance,2512.0,Tower Bridge Quay_diatance,705.0,13767.0
"St. Katharine's Way, Tower",452,51.505697,-0.070542,63.0,Fenchurch Street_diatance,831.0,Geraldine Mary Harmsworth Park East_diatance,2682.0,Tower Bridge Quay_diatance,208.0,7364.0
"Garnet Street, Shadwell",453,51.508447,-0.055167,50.0,Fenchurch Street_diatance,1634.0,Mile End Park Football Pitch_diatance,1801.0,Tower Bridge Quay_diatance,1299.0,17201.0
"Napier Avenue, Millwall",454,51.487679,-0.021582,72.0,Fenchurch Street_diatance,4730.0,Mile End Park Pavilion_diatance,3226.0,Masthouse Terrace Pier_diatance,62.0,31597.0
"East Ferry Road, Cubitt Town",455,51.49447,-0.014409,33.0,Fenchurch Street_diatance,4806.0,Mile End Park Pavilion_diatance,2637.0,Masthouse Terrace Pier_diatance,958.0,15821.0
"Parkway, Camden Town",456,51.538071,-0.144664,29.0,Euston_diatance,1257.0,The Regent's Park St. Mark's Gate_distance,552.0,Embankment Pier_diatance,3816.0,12410.0
"Castlehaven Road, Camden Town",457,51.542138,-0.145393,98.0,Euston_diatance,1673.0,The Regent's Park St. Mark's Gate_distance,784.0,Embankment Pier_diatance,4249.0,10028.0
"Wapping Lane, Wapping",458,51.504749,-0.057544,65.0,Fenchurch Street_diatance,1616.0,Mile End Park Football Pitch_diatance,2195.0,Tower Bridge Quay_diatance,1114.0,20699.0
"Gunmakers Lane, Old Ford",459,51.535179,-0.03338,127.0,Stratford International_diatance,2014.0,Victoria Park Gunmaker's Gate_distance,119.0,Canary Wharf Pier_diatance,3349.0,21816.0
"Burdett Road, Mile End",460,51.516196,-0.029138,45.0,Stratford_diatance,3338.0,Mile End Park Pavilion_diatance,20.0,Canary Wharf Pier_diatance,1223.0,16999.0
"Aston Street, Stepney",461,51.516,-0.038775,56.0,Fenchurch Street_diatance,2783.0,Mile End Park Football Pitch_diatance,392.0,Nelson Dock Pier_diatance,1369.0,20409.0
"Bonny Street, Camden Town",462,51.541603,-0.138853,87.0,St Pancras_diatance,1437.0,The Regent's Park St. Mark's Gate_distance,1085.0,Embankment Pier_diatance,4036.0,16596.0
"Thurtle Road, Haggerston",463,51.534776,-0.071881,55.0,Liverpool Street_diatance,1938.0,Victoria Park St Agnes Gate_diatance,1438.0,Tower Millennium Pier_diatance,3097.0,22367.0
"St. Mary & St. Michael Church, Stepney",464,51.51417,-0.052099,9.0,Fenchurch Street_diatance,1839.0,Mile End Park Football Pitch_diatance,1294.0,Tower Bridge Quay_diatance,1740.0,28828.0
"Pitfield Street North,Hoxton",465,51.53558,-0.08249,75.0,Liverpool Street_diatance,1900.0,Victoria Park St Agnes Gate_diatance,2162.0,Blackfriars Pier_diatance,3055.0,30630.0
"Whiston Road, Haggerston",466,51.534464,-0.076341,36.0,Liverpool Street_diatance,1816.0,Victoria Park St Agnes Gate_diatance,1748.0,Tower Millennium Pier_diatance,3029.0,17077.0
"Southern Grove, Bow",467,51.523538,-0.030556,30.0,Stratford_diatance,2744.0,Mile End Park Solebay Street_diatance,405.0,Canary Wharf Pier_diatance,2043.0,10078.0
"Cantrell Road, Bow",468,51.521564,-0.022694,30.0,Stratford_diatance,2596.0,Mile End Park Stadium_diatance,624.0,Canary Wharf Pier_diatance,1868.0,15771.0
"Lindfield Street, Poplar",469,51.513757,-0.020467,78.0,Stratford_diatance,3317.0,Mile End Park Pavilion_diatance,679.0,Canary Wharf Pier_diatance,1111.0,24063.0
"Mostyn Grove, Bow",470,51.530535,-0.025492,53.0,Stratford_diatance,1953.0,Mile End Park Art Pavilion_diatance,850.0,Canary Wharf Pier_diatance,2826.0,31188.0
"Hewison Street, Old Ford",471,51.533283,-0.028155,49.0,Stratford International_diatance,1858.0,Victoria Park Gunmaker's Gate_distance,527.0,Canary Wharf Pier_diatance,3123.0,27799.0
"Malmesbury Road, Bow",472,51.529452,-0.027616,15.0,Stratford_diatance,2143.0,Mile End Park Art Pavilion_diatance,669.0,Canary Wharf Pier_diatance,2698.0,15873.0
"Millharbour, Millwall",473,51.496137,-0.019355,47.0,Fenchurch Street_diatance,4419.0,Mile End Park Pavilion_diatance,2345.0,Greenland Pier_diatance,869.0,8154.0
"Gascoyne Road, Victoria Park",474,51.541515,-0.038557746,14.0,Stratford International_diatance,2097.0,Victoria Park Queen's Gate_distance,40.0,Canary Wharf Pier_diatance,4095.0,14145.0
"Lightermans Road, Millwall",475,51.499041,-0.020157,118.0,Fenchurch Street_diatance,4252.0,Mile End Park Pavilion_diatance,2020.0,Canary Wharf Pier_diatance,908.0,23256.0
"Stebondale Street, Cubitt Town",476,51.489096,-0.009205,65.0,Fenchurch Street_diatance,5388.0,Mile End Park Pavilion_diatance,3330.0,Greenwich Pier_diatance,560.0,5590.0
"Spindrift Avenue, Millwall",477,51.49109,-0.018716,47.0,Fenchurch Street_diatance,4702.0,Mile End Park Pavilion_diatance,2897.0,Masthouse Terrace Pier_diatance,480.0,16887.0
"Stepney Green Station, Stepney",478,51.521889,-0.04667,64.0,Liverpool Street_diatance,2467.0,Mile End Park Solebay Street_diatance,725.0,Nelson Dock Pier_diatance,2193.0,22245.0
"Pott Street, Bethnal Green",479,51.527152,-0.058005,45.0,Liverpool Street_diatance,1913.0,Victoria Park Bonner Gate_diatance,965.0,Tower Bridge Quay_diatance,2588.0,10504.0
"Flamborough Street, Limehouse",480,51.5128711,-0.0389866,88.0,Fenchurch Street_diatance,2725.0,Mile End Park Football Pitch_diatance,687.0,Nelson Dock Pier_diatance,1059.0,16814.0
"Saunders Ness Road, Cubitt Town",481,51.487129,-0.0090011,265.0,Fenchurch Street_diatance,5504.0,Mile End Park Pavilion_diatance,3535.0,Greenwich Pier_diatance,342.0,13687.0
"Exhibition Road Museums 2, South Kensington",482,51.495947,-0.17368958,25.0,Victoria_diatance,2001.0,Hyde Park Alexandra Gate_diatance,662.0,Cadogan Pier_diatance,1544.0,8106.0
"Albert Gardens, Stepney",483,51.51328,-0.047784,58.0,Fenchurch Street_diatance,2122.0,Mile End Park Football Pitch_diatance,1072.0,Nelson Dock Pier_diatance,1480.0,24248.0
"Bromley High Street, Bow",484,51.528828,-0.013258,51.0,Stratford_diatance,1577.0,Queen Elizabeth Olympic Park Thornton Bridge_diatance,1052.0,Canary Wharf Pier_diatance,2838.0,16477.0
"Old Ford Road, Bethnal Green",485,51.531127,-0.048017,96.0,Liverpool Street_diatance,2732.0,Victoria Park Cricketer's Gate_distance,288.0,Nelson Dock Pier_diatance,3169.0,13675.0
"Granby Street, Shoreditch",486,51.525645,-0.069543,49.0,Liverpool Street_diatance,1167.0,Victoria Park Bonner Gate_diatance,1686.0,Tower Millennium Pier_diatance,2143.0,19435.0
"Canton Street, Poplar",487,51.511811,-0.025626,43.0,Fenchurch Street_diatance,3645.0,Mile End Park Pavilion_diatance,561.0,Canary Wharf Pier_diatance,767.0,21913.0
"Reardon Street, Wapping",488,51.506946,-0.058681,70.0,Fenchurch Street_diatance,1445.0,Mile End Park Football Pitch_diatance,2095.0,Tower Bridge Quay_diatance,1032.0,19496.0
"Pennington Street, Wapping",490,51.508622,-0.065006,26.0,Fenchurch Street_diatance,970.0,Mile End Park Football Pitch_diatance,2365.0,Tower Bridge Quay_diatance,659.0,11416.0
"Queen Mary's, Mile End",491,51.522507,-0.041378,45.0,Fenchurch Street_diatance,2838.0,Mile End Park Solebay Street_diatance,353.0,Nelson Dock Pier_diatance,2111.0,19362.0
"Maplin Street, Mile End",492,51.525501,-0.032267204,54.0,Stratford_diatance,2674.0,Mile End Park Art Pavilion_diatance,381.0,Canary Wharf Pier_diatance,2270.0,18473.0
"South Quay East, Canary Wharf",494,51.50196,-0.016251,14.0,Fenchurch Street_diatance,4421.0,Mile End Park Pavilion_diatance,1834.0,Canary Wharf Pier_diatance,938.0,5272.0
"Bow Church Station, Bow",495,51.528169,-0.018703,76.0,Stratford_diatance,1828.0,Queen Elizabeth Olympic Park Thornton Bridge_diatance,1222.0,Canary Wharf Pier_diatance,2647.0,24380.0
"Devons Road, Bow",496,51.52512,-0.015578,57.0,Stratford_diatance,2018.0,Mile End Park Stadium_diatance,1239.0,Canary Wharf Pier_diatance,2396.0,16477.0
"Merchant Street, Bow",497,51.526578,-0.027581,28.0,Stratford_diatance,2357.0,Mile End Park Art Pavilion_diatance,643.0,Canary Wharf Pier_diatance,2379.0,37079.0
"Bow Road Station, Bow",498,51.527058,-0.025296,43.0,Stratford_diatance,2210.0,Mile End Park Art Pavilion_diatance,794.0,Canary Wharf Pier_diatance,2442.0,11029.0
"Furze Green, Bow",499,51.519265,-0.021345,66.0,Stratford_diatance,2777.0,Mile End Park Pavilion_diatance,649.0,Canary Wharf Pier_diatance,1646.0,29564.0
"Ansell House, Stepney",500,51.520019,-0.05438,63.0,Liverpool Street_diatance,1912.0,Mile End Park Solebay Street_diatance,1290.0,Tower Bridge Quay_diatance,2048.0,10945.0
"Cephas Street, Bethnal Green",501,51.522561,-0.054883,53.0,Liverpool Street_diatance,1923.0,Mile End Park Solebay Street_diatance,1286.0,Tower Bridge Quay_diatance,2251.0,18358.0
"Bonner Gate, Victoria Park",502,51.53341,-0.049591815,336.0,Liverpool Street_diatance,2783.0,Victoria Park Bonner Gate_diatance,59.0,Nelson Dock Pier_diatance,3445.0,13675.0
"Cleveland Way, Stepney",503,51.520893,-0.051394,71.0,Liverpool Street_diatance,2127.0,Mile End Park Solebay Street_diatance,1067.0,Tower Bridge Quay_diatance,2257.0,16570.0
"St. John's Park, Cubitt Town",504,51.496454,-0.009506,47.0,Fenchurch Street_diatance,5043.0,Mile End Park Pavilion_diatance,2599.0,Masthouse Terrace Pier_diatance,1342.0,15821.0
"Ackroyd Drive, Bow",505,51.520398,-0.026768,73.0,Stratford_diatance,2856.0,Mile End Park Stadium_diatance,315.0,Canary Wharf Pier_diatance,1696.0,23952.0
"Bell Lane, Liverpool Street",506,51.517475,-0.075855,56.0,Liverpool Street_diatance,434.0,Victoria Park Bonner Gate_diatance,2597.0,Tower Millennium Pier_diatance,1154.0,21817.0
"Clarkson Street, Bethnal Green",507,51.528692,-0.059091,15.0,Liverpool Street_diatance,1943.0,Victoria Park Bonner Gate_diatance,900.0,Tower Bridge Quay_diatance,2716.0,18194.0
"Fournier Street, Whitechapel",508,51.519362,-0.074431,37.0,Liverpool Street_diatance,526.0,Victoria Park Bonner Gate_diatance,2381.0,Tower Millennium Pier_diatance,1379.0,13062.0
"Fore Street, Guildhall",509,51.517842,-0.090075,8.0,Liverpool Street_diatance,570.0,Lincoln's Inn Fields South_distance,1823.0,Blackfriars Pier_diatance,1100.0,7347.0
"Westferry DLR, Limehouse",510,51.509303,-0.025996,103.0,Fenchurch Street_diatance,3627.0,Mile End Park Pavilion_diatance,810.0,Canary Wharf Pier_diatance,495.0,4318.0
"Sutton Street, Shadwell",511,51.511066,-0.053558,70.0,Fenchurch Street_diatance,1713.0,Mile End Park Football Pitch_diatance,1542.0,Tower Bridge Quay_diatance,1493.0,47510.0
"Pritchard's Road, Bethnal Green",512,51.532091,-0.06142,110.0,Liverpool Street_diatance,2072.0,Victoria Park St Agnes Gate_diatance,852.0,Tower Millennium Pier_diatance,3013.0,18316.0
"Watney Market, Stepney",513,51.5142228,-0.055656,47.0,Fenchurch Street_diatance,1598.0,Mile End Park Football Pitch_diatance,1524.0,Tower Bridge Quay_diatance,1539.0,19096.0
"Portman Square, Marylebone",514,51.516204,-0.155525,24.0,Marylebone_diatance,925.0,Hyde Park Marble Arch_diatance,504.0,Embankment Pier_diatance,2579.0,7737.0
"Russell Gardens, Olympia",515,51.500088,-0.211316,32.0,Paddington_diatance,3042.0,Holland Park Abbotsbury Gate_diatance,418.0,Chelsea Harbour Pier_diatance,3627.0,10540.0
"Chrisp Street Market, Poplar",516,51.5112,-0.014438,98.0,Stratford_diatance,3472.0,Mile End Park Pavilion_diatance,1179.0,Canary Wharf Pier_diatance,1195.0,23235.0
"Ford Road, Old Ford",517,51.532513,-0.033085,43.0,Stratford International_diatance,2170.0,Victoria Park Gunmaker's Gate_distance,405.0,Canary Wharf Pier_diatance,3052.0,17285.0
"Antill Road, Mile End",518,51.528224,-0.037471,54.0,Stratford International_diatance,2712.0,Mile End Park Art Pavilion_diatance,96.0,Canary Wharf Pier_diatance,2630.0,14560.0
"Teviot Street, Poplar",519,51.518811,-0.011662,33.0,Stratford_diatance,2604.0,Mile End Park Pavilion_diatance,1259.0,Canary Wharf Pier_diatance,1921.0,17858.0
"Bancroft Road, Bethnal Green",520,51.526041,-0.047218,69.0,Liverpool Street_diatance,2542.0,Mile End Park Thoydon Road_diatance,692.0,Nelson Dock Pier_diatance,2625.0,13991.0
"Driffield Road, Old Ford",521,51.534137,-0.037366,122.0,Stratford International_diatance,2310.0,Victoria Park Gunmaker's Gate_distance,301.0,Canary Wharf Pier_diatance,3272.0,3987.0
"Clinton Road, Mile End",522,51.525941,-0.036017,94.0,Stratford International_diatance,2823.0,Mile End Park Art Pavilion_diatance,179.0,Canary Wharf Pier_diatance,2360.0,9907.0
"Langdon Park, Poplar",523,51.51549,-0.013475,73.0,Stratford_diatance,2992.0,Mile End Park Pavilion_diatance,1105.0,Canary Wharf Pier_diatance,1559.0,14166.0
"Lancaster Gate , Bayswater",524,51.511654,-0.179668,114.0,Paddington_diatance,635.0,Kensington Gardens Lancaster Gate_diatance,99.0,Cadogan Pier_diatance,3334.0,22317.0
"Blythe Road, Olympia",525,51.496927,-0.21350087,0.0,Paddington_diatance,3384.0,Holland Park Abbotsbury Gate_diatance,706.0,Putney Pier_diatance,3292.0,10207.0
"Lancaster Drive, Blackwall",526,51.503143,-0.008428,43.0,Stratford_diatance,4300.0,Mile End Park Pavilion_diatance,2059.0,Canary Wharf Pier_diatance,1426.0,5380.0
"Hansard Mews, Holland Park",527,51.503802,-0.215808,29.0,Paddington_diatance,3072.0,Holland Park Abbotsbury Gate_diatance,798.0,Putney Pier_diatance,4054.0,15197.0
"Clarges Street, Mayfair",528,51.507326,-0.145827,1.0,Victoria_diatance,1195.0,Green Park Devonshire Gates_diatance,204.0,Westminster Pier_diatance,1689.0,4530.0
"Manresa Road, Chelsea",529,51.486892,-0.170983,31.0,Victoria_diatance,2110.0,Battersea Park Albert Gate_diatance,906.0,Cadogan Pier_diatance,553.0,10752.0
"Newby Place, Poplar",530,51.508896,-0.012413,71.0,Stratford_diatance,3697.0,Mile End Park Pavilion_diatance,1434.0,Canary Wharf Pier_diatance,1204.0,19141.0
"Twig Folly Bridge, Mile End",531,51.530326,-0.042744,76.0,Stratford International_diatance,2852.0,Victoria Park Cricketer's Gate_distance,240.0,Canary Wharf Pier_diatance,2957.0,30000.0
"Jubilee Plaza, Canary Wharf",532,51.50357,-0.020068,178.0,Fenchurch Street_diatance,4123.0,Mile End Park Pavilion_diatance,1554.0,Canary Wharf Pier_diatance,629.0,5272.0
"Wellington Row, Bethnal Green",533,51.528222,-0.069743,64.0,Liverpool Street_diatance,1370.0,Victoria Park Bonner Gate_diatance,1565.0,Tower Millennium Pier_diatance,2414.0,14358.0
"Goldsmith's Row, Haggerston",534,51.531864,-0.066035,83.0,Liverpool Street_diatance,1847.0,Victoria Park St Agnes Gate_diatance,1140.0,Tower Millennium Pier_diatance,2876.0,12539.0
"Gloucester Avenue, Camden Town",535,51.537349,-0.147154,56.0,Euston_diatance,1300.0,The Regent's Park St. Mark's Gate_distance,364.0,Embankment Pier_diatance,3820.0,11724.0
"Queensbridge Road, Haggerston",536,51.53385,-0.06992,28.0,Liverpool Street_diatance,1897.0,Victoria Park St Agnes Gate_diatance,1322.0,Tower Millennium Pier_diatance,3020.0,12539.0
"Old Montague Street, Whitechapel",537,51.51793,-0.067937,43.0,Liverpool Street_diatance,968.0,Victoria Park Bonner Gate_diatance,2196.0,Tower Bridge Quay_diatance,1385.0,27374.0
"Naval Row, Blackwall",538,51.508981,-0.00699,80.0,Stratford_diatance,3645.0,Mile End Park Pavilion_diatance,1750.0,Canary Wharf Pier_diatance,1565.0,14392.0
"Hoxton Station, Hoxton",539,51.531091,-0.075901,9.0,Liverpool Street_diatance,1460.0,Victoria Park St Agnes Gate_diatance,1804.0,Tower Millennium Pier_diatance,2657.0,15473.0
"Albany Street, The Regent's Park",540,51.528302,-0.144466,116.0,Euston_diatance,691.0,The Regent's Park Chester Gate_distance,124.0,Embankment Pier_diatance,2861.0,4780.0
"Green Park Station, Mayfair",541,51.506613,-0.142844,158.0,Victoria_diatance,1122.0,Green Park Devonshire Gates_diatance,165.0,Westminster Pier_diatance,1467.0,1810.0
"Salmon Lane, Limehouse",542,51.514115,-0.033828,91.0,Fenchurch Street_diatance,3092.0,Mile End Park Pavilion_diatance,390.0,Canary Wharf Pier_diatance,1052.0,20615.0
"Lansdowne Walk, Ladbroke Grove",543,51.509591,-0.204666,9.0,Paddington_diatance,2095.0,Holland Park Duchess of Bedford_diatance,840.0,Cadogan Pier_diatance,3985.0,8528.0
"Percival Street, Finsbury",544,51.526153,-0.102208,28.0,Kings Cross_diatance,1616.0,Lincoln's Inn Fields South_distance,1517.0,Blackfriars Pier_diatance,1729.0,20244.0
"Arlington Road, Camden Town",545,51.539957,-0.145246,37.0,Euston_diatance,1456.0,The Regent's Park St. Mark's Gate_distance,617.0,Embankment Pier_diatance,4023.0,12410.0
"New Fetter Lane, Holborn",546,51.517428,-0.107987,14.0,Blackfriars_diatance,734.0,Lincoln's Inn Fields South_distance,601.0,Blackfriars Pier_diatance,900.0,2733.0
"East India DLR, Blackwall",547,51.509474,-0.002275,199.0,Stratford_diatance,3585.0,Mile End Park Pavilion_diatance,2024.0,Canary Wharf Pier_diatance,1894.0,14392.0
"Westminster Bridge Road, Elephant & Castle",548,51.498386,-0.107913,11.0,Waterloo_diatance,639.0,Geraldine Mary Harmsworth Park North_diatance,144.0,London Eye - Waterloo Pier_diatance,1035.0,15530.0
"Gaywood  Street, Elephant & Castle",549,51.49605,-0.104193,33.0,Waterloo East_diatance,984.0,Geraldine Mary Harmsworth Park East_diatance,128.0,London Eye - Waterloo Pier_diatance,1394.0,12715.0
"Harford Street, Mile End",550,51.521564,-0.039264,41.0,Fenchurch Street_diatance,2928.0,Mile End Park Solebay Street_diatance,250.0,Canary Wharf Pier_diatance,1959.0,26250.0
"Import Dock, Canary Wharf",551,51.505772,-0.016460175,46.0,Stratford_diatance,4091.0,Mile End Park Pavilion_diatance,1472.0,Canary Wharf Pier_diatance,854.0,4318.0
"Watney Street, Shadwell",552,51.511542,-0.056667,30.0,Fenchurch Street_diatance,1497.0,Mile End Park Football Pitch_diatance,1703.0,Tower Bridge Quay_diatance,1320.0,47510.0
"Regent's Row , Haggerston",553,51.535678,-0.062546,125.0,Liverpool Street_diatance,2333.0,Victoria Park St Agnes Gate_diatance,785.0,Tower Millennium Pier_diatance,3355.0,11312.0
"Aberfeldy Street, Poplar",554,51.513548,-0.005659,68.0,Stratford_diatance,3133.0,Mile End Park Pavilion_diatance,1670.0,Canary Wharf Pier_diatance,1849.0,11123.0
"Heron Quays DLR, Canary Wharf",556,51.502661,-0.021596,38.0,Fenchurch Street_diatance,4043.0,Mile End Park Pavilion_diatance,1607.0,Canary Wharf Pier_diatance,571.0,35150.0
"King Edward Street, St Pauls",557,51.51601,-0.0985,4.0,Blackfriars_diatance,581.0,Lincoln's Inn Fields South_distance,1225.0,Blackfriars Pier_diatance,623.0,1021.0
"Page Street, Westminster",558,51.493978,-0.127554,55.0,Vauxhall_diatance,954.0,St. James's Park Storey's Gate_distance,843.0,Millbank Millennium Pier_diatance,315.0,38122.0
"Abbotsbury Road, Holland Park",559,51.501391,-0.205991,33.0,Paddington_diatance,2665.0,Holland Park Abbotsbury Gate_diatance,83.0,Cadogan Pier_diatance,3433.0,5099.0
"Ladbroke Grove Central, Ladbroke Grove",560,51.511624,-0.205921,24.0,Paddington_diatance,2098.0,Holland Park Duchess of Bedford_diatance,1082.0,Cadogan Pier_diatance,4213.0,8528.0
"Rectory Square, Stepney",561,51.518369,-0.043371,30.0,Fenchurch Street_diatance,2538.0,Mile End Park Football Pitch_diatance,600.0,Nelson Dock Pier_diatance,1741.0,20529.0
"Bury Place, Holborn",562,51.51746,-0.12335,12.0,Charing Cross_diatance,1108.0,Lincoln's Inn Fields West_distance,410.0,Embankment Pier_diatance,1174.0,14982.0
"Preston's Road, Cubitt Town",563,51.499286,-0.009152,53.0,Stratford_diatance,4731.0,Mile End Park Pavilion_diatance,2352.0,Canary Wharf Pier_diatance,1508.0,16980.0
"Somerset House, Strand",564,51.509943,-0.117619,58.0,Charing Cross_diatance,467.0,Lincoln's Inn Fields South_distance,642.0,Festival Pier_diatance,327.0,2977.0
"Selby Street, Whitechapel",565,51.521905,-0.063386,22.0,Liverpool Street_diatance,1336.0,Victoria Park Bonner Gate_diatance,1654.0,Tower Bridge Quay_diatance,1905.0,17802.0
"Westfield Ariel Way, White City",566,51.509158,-0.224103,120.0,Paddington_diatance,3384.0,Holland Park Abbotsbury Gate_diatance,1598.0,Putney Pier_diatance,4689.0,4871.0
"Bishop's Bridge Road West, Bayswater",568,51.51616,-0.18697,83.0,Paddington_diatance,705.0,Kensington Gardens Black Lion Gate_diatance,676.0,Cadogan Pier_diatance,3971.0,27046.0
"Pitfield Street Central, Hoxton",569,51.53213,-0.08299,41.0,Liverpool Street_diatance,1517.0,Victoria Park St Agnes Gate_diatance,2246.0,Blackfriars Pier_diatance,2695.0,32961.0
"Upper Bank Street, Canary Wharf",570,51.503083,-0.017676,82.0,Fenchurch Street_diatance,4296.0,Mile End Park Pavilion_diatance,1676.0,Canary Wharf Pier_diatance,803.0,5272.0
"Westfield Southern Terrace ,Shepherd's Bush",571,51.506256,-0.218337,33.0,Paddington_diatance,3111.0,Holland Park Abbotsbury Gate_diatance,1086.0,Putney Pier_diatance,4332.0,4871.0
"Greenland Road, Camden Town",572,51.539099,-0.141728,81.0,Euston_diatance,1260.0,The Regent's Park St. Mark's Gate_distance,782.0,Embankment Pier_diatance,3840.0,14974.0
"Limerston Street, West Chelsea",573,51.485587,-0.18119,62.0,Clapham Junction_diatance,2474.0,Battersea Park Albert Gate_diatance,1291.0,Cadogan Pier_diatance,1071.0,15879.0
"Eagle Wharf Road, Hoxton",574,51.53356,-0.09315,84.0,Liverpool Street_diatance,1847.0,Lincoln's Inn Fields South_distance,2551.0,Blackfriars Pier_diatance,2607.0,22465.0
"Alpha Grove, Millwall",576,51.497304,-0.022793,51.0,Fenchurch Street_diatance,4149.0,Mile End Park Pavilion_diatance,2159.0,Greenland Pier_diatance,680.0,51804.0
"Globe Town Market, Bethnal Green",577,51.528869,-0.047548,70.0,Liverpool Street_diatance,2642.0,Victoria Park Cricketer's Gate_distance,440.0,Nelson Dock Pier_diatance,2923.0,20459.0
"Hollybush Gardens, Bethnal Green",578,51.527607,-0.057133,24.0,Liverpool Street_diatance,1990.0,Victoria Park Bonner Gate_diatance,888.0,Tower Bridge Quay_diatance,2659.0,18194.0
"Queen Street 2, Bank",579,51.511246,-0.093051,45.0,Cannon Street_diatance,181.0,Lincoln's Inn Fields South_distance,1674.0,Bankside Pier_diatance,378.0,1021.0
"Doddington Grove, Kennington",580,51.48692917,-0.102996299,115.0,Vauxhall_diatance,1383.0,Geraldine Mary Harmsworth Park East_diatance,1034.0,Millbank Millennium Pier_diatance,1596.0,15534.0
"New Cavendish Street, Marylebone",581,51.519167,-0.147983,42.0,Marylebone_diatance,1127.0,The Regent's Park St. Andrew's Gate_distance,703.0,Embankment Pier_diatance,2289.0,13548.0
"Abingdon Green, Westminster",583,51.49764,-0.12597218,39.0,Waterloo_diatance,1072.0,St. James's Park Storey's Gate_distance,523.0,Westminster Pier_diatance,496.0,6973.0
"Ilchester Gardens, Bayswater",584,51.51244,-0.19096,68.0,Paddington_diatance,1102.0,Kensington Gardens Black Lion Gate_diatance,339.0,Cadogan Pier_diatance,3706.0,22264.0
"Mudchute DLR, Cubitt Town",586,51.490645,-0.014582,46.0,Fenchurch Street_diatance,4978.0,Mile End Park Pavilion_diatance,3029.0,Masthouse Terrace Pier_diatance,648.0,5590.0
"Monument Street, Monument",587,51.50964,-0.08497,47.0,Cannon Street_diatance,434.0,Geraldine Mary Harmsworth Park East_diatance,2102.0,London Bridge City Pier_diatance,302.0,1021.0
"Hoxton Street, Hoxton",588,51.52959,-0.0801,22.0,Liverpool Street_diatance,1239.0,Victoria Park St Agnes Gate_diatance,2134.0,Tower Millennium Pier_diatance,2483.0,32961.0
"Drayton Gardens, West Chelsea",589,51.487196,-0.179369,82.0,Clapham Junction_diatance,2611.0,Battersea Park Albert Gate_diatance,1294.0,Cadogan Pier_diatance,1023.0,18561.0
"Greenberry Street, St.John's Wood",590,51.53256,-0.16862,49.0,Marylebone_diatance,1121.0,The Regent's Park Hanover Gate_distance,506.0,Embankment Pier_diatance,4335.0,28736.0
"Bishop's Bridge Road East, Bayswater",592,51.5171,-0.18377,17.0,Paddington_diatance,475.0,Kensington Gardens Lancaster Gate_diatance,739.0,Cadogan Pier_diatance,3996.0,16583.0
"Northdown Street, King's Cross",593,51.531066,-0.11934,30.0,Kings Cross_diatance,312.0,Lincoln's Inn Fields West_distance,1685.0,Blackfriars Pier_diatance,2606.0,18269.0
"Kingsway Southbound, Strand",594,51.513875,-0.117774,15.0,Charing Cross_diatance,799.0,Lincoln's Inn Fields South_distance,225.0,Festival Pier_diatance,764.0,2977.0
"Hammersmith Road, Hammersmith",595,51.493267,-0.21985,50.0,Paddington_diatance,3982.0,Holland Park Abbotsbury Gate_diatance,1303.0,Putney Pier_diatance,2899.0,14710.0
"Parson's Green , Parson's Green",596,51.472817,-0.199783,81.0,Clapham Junction_diatance,2246.0,Battersea Park Albert Gate_diatance,2507.0,Wandsworth Riverside Quarter Pier_diatance,1024.0,12368.0
"Fulham Park Road, Fulham",597,51.473471,-0.20782,60.0,Clapham Junction_diatance,2788.0,Battersea Park Albert Gate_diatance,3025.0,Putney Pier_diatance,861.0,14907.0
"Southerton Road, Hammersmith",598,51.494499,-0.228188,90.0,Paddington_diatance,4349.0,Holland Park Abbotsbury Gate_diatance,1726.0,Putney Pier_diatance,3147.0,6013.0
"Manbre Road, Hammersmith",599,51.485743,-0.223616,53.0,Clapham Junction_diatance,4389.0,Holland Park Abbotsbury Gate_diatance,2093.0,Putney Pier_diatance,2124.0,13776.0
"South Lambeth Road, Vauxhall",600,51.481747,-0.124642,72.0,Vauxhall_diatance,477.0,Battersea Park Sopwith Way_diatance,1712.0,St. George Wharf_diatance,539.0,12737.0
"BBC White City, White City",601,51.514767,-0.225787,78.0,Paddington_diatance,3393.0,Holland Park Abbotsbury Gate_diatance,2104.0,Putney Pier_diatance,5322.0,2782.0
"Union Grove, Wandsworth Road",602,51.472993,-0.133972,72.0,Vauxhall_diatance,1627.0,Battersea Park Rosery Gate_diatance,1192.0,Battersea Power Station Pier_diatance,1471.0,13431.0
"Caldwell Street, Stockwell",603,51.477839,-0.116493,72.0,Vauxhall_diatance,1000.0,Geraldine Mary Harmsworth Park West_diatance,2011.0,St. George Wharf_diatance,1202.0,16962.0
"St Martins Close, Camden Town",604,51.538792,-0.138535,22.0,Euston_diatance,1156.0,The Regent's Park St. Mark's Gate_distance,981.0,Embankment Pier_diatance,3732.0,14974.0
