name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density
"Woodstock Street, Mayfair",106,51.51410514,-0.147301667,23.0,Marylebone_diatance,1476.5504470005305,Hyde Park Marble Arch_diatance,817.8326703931128,Embankment Pier_diatance,1963.9458321478053,2938.0
"Finsbury Leisure Centre, St. Luke's",107,51.52600832,-0.096317627,59.0,Liverpool Street_diatance,1300.7911776558817,Lincoln's Inn Fields South_distance,1793.8902207174795,Blackfriars Pier_diatance,1740.8284939010919,19126.0
"Abbey Orchard Street, Westminster",108,51.49812559,-0.132102166,41.0,Victoria_diatance,895.2204011512503,St. James's Park Queen Anne's Gate_distance,333.333198939049,Westminster Pier_diatance,738.861977005645,24957.0
"Soho Square , Soho",109,51.51563144,-0.132328837,82.0,Charing Cross_diatance,1106.9876836457404,Lincoln's Inn Fields West_distance,995.0906314191291,Embankment Pier_diatance,1226.6571319067234,10317.0
"Wellington Road, St. John's Wood",110,51.53304322,-0.172528678,44.0,Marylebone_diatance,1287.2216011673297,The Regent's Park Hanover Gate_distance,702.1168764983221,Embankment Pier_diatance,4576.728099387388,12418.0
"Park Lane , Hyde Park",111,51.5100172,-0.157275636,493.0,Marylebone_diatance,1507.702190253664,Hyde Park Park Lane_diatance,110.65682244942542,Embankment Pier_diatance,2510.135865136177,891.0
"Stonecutter Street, Holborn",112,51.51580998,-0.105270275,4.0,Blackfriars_diatance,493.7867239505513,Lincoln's Inn Fields South_distance,755.7057612507606,Blackfriars Pier_diatance,650.1814290021525,2733.0
"Gloucester Road (Central), South Kensington",113,51.49646288,-0.183289032,54.0,Paddington_diatance,2336.958295208938,Kensington Gardens Palace Gate_diatance,606.1081787694764,Cadogan Pier_diatance,1915.49770702639,19558.0
"Park Road (Baker Street), The Regent's Park",114,51.52451738,-0.158963647,204.0,Marylebone_diatance,320.65762206598066,The Regent's Park Clarence Gate_distance,56.76147445929383,Embankment Pier_diatance,3253.1606294107683,3413.0
"Braham Street, Aldgate",115,51.51423368,-0.073537654,62.0,Fenchurch Street_diatance,455.95114291377064,Mile End Park Football Pitch_diatance,2727.786997945474,Tower Millennium Pier_diatance,858.1922491218431,23872.0
"Little Argyll Street, West End",116,51.51449962,-0.141423695,121.0,Charing Cross_diatance,1487.878856397745,Green Park Devonshire Gates_diatance,1009.6068843535453,Embankment Pier_diatance,1622.3700449580667,2938.0
"Lollard Street, Vauxhall",117,51.49288067,-0.114934001,87.0,Vauxhall_diatance,952.2103910332793,Geraldine Mary Harmsworth Park West_diatance,416.3513127477688,Millbank Millennium Pier_diatance,686.9931012637715,12443.0
"Rochester Row, Westminster",118,51.49582705,-0.13547809,23.0,Victoria_diatance,651.0190072331086,St. James's Park Buckingham Gate_distance,557.3212233482622,Millbank Millennium Pier_diatance,871.6953889591501,15046.0
"Bath Street, St. Luke's",119,51.52589324,-0.090847761,69.0,Liverpool Street_diatance,1029.114472700883,Lincoln's Inn Fields South_distance,2091.067129857483,Blackfriars Pier_diatance,1836.407097967868,7965.0
"The Guildhall, Guildhall",120,51.51573534,-0.093080779,9.0,Cannon Street_diatance,639.9949718871934,Lincoln's Inn Fields South_distance,1598.987352056617,Blackfriars Pier_diatance,787.1771996535077,7347.0
"Baker Street, Marylebone",121,51.51891348,-0.156166631,13.0,Marylebone_diatance,663.5058075421516,The Regent's Park Clarence Gate_distance,663.0996469799661,Embankment Pier_diatance,2751.549856297918,7737.0
"Norton Folgate, Liverpool Street",122,51.52111369,-0.078869751,27.0,Liverpool Street_diatance,358.3633409237733,Victoria Park Bonner Gate_diatance,2502.4184293893813,Tower Millennium Pier_diatance,1539.1375128938319,1021.0
"St. John Street, Finsbury",123,51.52836014,-0.104724625,40.0,Kings Cross_diatance,1361.1977473968802,Lincoln's Inn Fields South_distance,1621.1273976156888,Blackfriars Pier_diatance,1989.9289372233404,20244.0
"Eaton Square, Belgravia",124,51.49654462,-0.150905245,27.0,Victoria_diatance,422.6845670609915,Green Park Wellington Arch_diatance,681.9085542152029,Battersea Power Station Pier_diatance,1445.230844622243,7876.0
"Borough High Street, The Borough",125,51.50069491,-0.094524319,51.0,London Bridge_diatance,829.2889976964002,Geraldine Mary Harmsworth Park East_diatance,951.5303735134706,Bankside Pier_diatance,911.6841145528565,10448.0
"Museum of London, Barbican",126,51.51782144,-0.096496865,23.0,Blackfriars_diatance,825.2764503705118,Lincoln's Inn Fields South_distance,1383.8683659035148,Blackfriars Pier_diatance,857.8943244834915,13475.0
"Wood Street, Guildhall",127,51.51700801,-0.09388536,14.0,Cannon Street_diatance,790.2935674081729,Lincoln's Inn Fields South_distance,1550.6842401288418,Blackfriars Pier_diatance,862.0770759974442,7347.0
"Emperor's Gate, South Kensington",128,51.49536226,-0.185296516,64.0,Paddington_diatance,2486.0035464471125,Kensington Gardens Palace Gate_diatance,727.9608387358945,Cadogan Pier_diatance,1912.6457039070933,31068.0
"Golden Square, Soho",129,51.5118973,-0.137043852,43.0,Charing Cross_diatance,1081.8012275688989,St. James's Park Waterloo Place Gate_distance,807.7962800155723,Embankment Pier_diatance,1216.955415674727,2938.0
"Tower Gardens , Tower",130,51.50950627,-0.075459482,193.0,Fenchurch Street_diatance,288.0686243950768,Geraldine Mary Harmsworth Park East_diatance,2593.8726386939065,Tower Millennium Pier_diatance,343.6880449482562,7364.0
"Eversholt Street , Camden Town",131,51.53300545,-0.136792671,36.0,Euston_diatance,504.3287870265,The Regent's Park Chester Gate_distance,867.0580019960552,Embankment Pier_diatance,3085.4488989122374,22264.0
"Bethnal Green Road, Shoreditch",132,51.52364804,-0.074754872,108.0,Liverpool Street_diatance,756.3564501607791,Victoria Park Bonner Gate_diatance,2109.852326070637,Tower Millennium Pier_diatance,1843.296711828298,14523.0
"Derry Street, Kensington",133,51.50136494,-0.191462381,53.0,Paddington_diatance,2019.1553429831224,Kensington Gardens Studio Gate_diatance,377.45659635867247,Cadogan Pier_diatance,2695.2185734279738,9925.0
"Wapping High Street, Wapping",134,51.504904,-0.06797,77.0,Fenchurch Street_diatance,1016.2968904634495,Mile End Park Football Pitch_diatance,2751.1238264377134,Tower Bridge Quay_diatance,401.82475913343916,7364.0
"Clerkenwell Green, Clerkenwell",135,51.52326004,-0.104708922,44.0,Blackfriars_diatance,1301.918329199012,Lincoln's Inn Fields South_distance,1160.9667694445184,Blackfriars Pier_diatance,1429.4951549577104,10379.0
"Queen Victoria Street, St. Paul's",136,51.51196176,-0.097441687,32.0,Blackfriars_diatance,386.7472221396828,Lincoln's Inn Fields South_distance,1360.3651538306697,Blackfriars Pier_diatance,284.61721819724465,1021.0
"Green Street, Mayfair",138,51.51227622,-0.157436972,119.0,Marylebone_diatance,1263.6056308457755,Hyde Park Marble Arch_diatance,87.87422975721448,Embankment Pier_diatance,2566.9143482005356,9898.0
"Lambeth Road, Vauxhall",139,51.49488108,-0.117974901,30.0,Waterloo_diatance,971.8364774770944,Geraldine Mary Harmsworth Park West_diatance,505.83270280138004,Millbank Millennium Pier_diatance,579.4318832027691,8461.0
"Finsbury Square , Moorgate",140,51.52096262,-0.085634242,39.0,Liverpool Street_diatance,376.4843810076112,Lincoln's Inn Fields South_distance,2195.2418591230967,Bankside Pier_diatance,1560.285488215561,7965.0
"Chapel Place, Marylebone",141,51.51530805,-0.147203711,20.0,Marylebone_diatance,1394.7282557686053,Hyde Park Marble Arch_diatance,869.7179347203871,Embankment Pier_diatance,2015.5884951769942,10022.0
"West Cromwell Road, Earl's Court",142,51.49372451,-0.198286569,21.0,Paddington_diatance,2991.16301788418,Holland Park Ilchester Gate_diatance,845.7395739112459,Cadogan Pier_diatance,2520.0248154862325,16405.0
"Pont Street, Knightsbridge",143,51.4968865,-0.161203828,58.0,Victoria_diatance,1136.0085886824413,Hyde Park Albert Gate_diatance,659.1039761939641,Cadogan Pier_diatance,1602.9252796355825,11095.0
"Kennington Cross, Kennington",144,51.48894022,-0.111435796,80.0,Vauxhall_diatance,862.7652392469065,Geraldine Mary Harmsworth Park West_diatance,738.9454194695487,Millbank Millennium Pier_diatance,970.8378920136712,17983.0
"Ilchester Place, Kensington",145,51.50074359,-0.202759212,19.0,Paddington_diatance,2551.5973470593517,Holland Park Ilchester Gate_diatance,6.7213661779544545,Cadogan Pier_diatance,3211.48609051104,5099.0
"Vauxhall Bridge , Pimlico",146,51.48836528,-0.129361842,28.0,Vauxhall_diatance,524.7173372660405,St. James's Park Queen Anne's Gate_distance,1430.051041256833,St. George Wharf_diatance,270.49147710766994,18587.0
"Portugal Street, Holborn",147,51.51494305,-0.11614642,0.0,Charing Cross_diatance,957.3583312084911,Lincoln's Inn Fields South_distance,78.1068022413408,Festival Pier_diatance,890.4586307699414,2977.0
"Tachbrook Street, Victoria",148,51.49211134,-0.138364847,40.0,Victoria_diatance,669.0192692589072,St. James's Park Buckingham Gate_distance,931.4670551523664,Millbank Millennium Pier_diatance,946.9647957249385,36045.0
"Kennington Road Post Office, Oval",149,51.48478899,-0.110683213,57.0,Vauxhall_diatance,854.8968372702988,Geraldine Mary Harmsworth Park West_diatance,1199.0368327611263,St. George Wharf_diatance,1160.3001785646873,13236.0
"Holy Trinity Brompton, Knightsbridge",150,51.49705603,-0.168917077,30.0,Victoria_diatance,1670.2814727711782,Hyde Park Alexandra Gate_diatance,660.4842877211842,Cadogan Pier_diatance,1591.215355284348,7048.0
"Chepstow Villas, Notting Hill",151,51.51213691,-0.201554966,49.0,Paddington_diatance,1793.1181804838575,Kensington Gardens Black Lion Gate_diatance,978.4628409212526,Cadogan Pier_diatance,4068.143048532639,11572.0
"Hampton Street, Walworth",152,51.49217002,-0.101536865,92.0,Waterloo East_diatance,1452.9686817356062,Geraldine Mary Harmsworth Park East_diatance,530.7053092273221,Millbank Millennium Pier_diatance,1604.06115879325,46000.0
"Bayswater Road, Hyde Park",153,51.511933,-0.174411,195.0,Paddington_diatance,599.8048602174457,Kensington Gardens Marlborough Gate_diatance,115.85065285561484,Cadogan Pier_diatance,3283.1962567320525,14280.0
"Waterloo Station 3, Waterloo",154,51.50379168,-0.11282408,35.0,Waterloo_diatance,81.19333624425882,Geraldine Mary Harmsworth Park North_diatance,793.9495448575082,Festival Pier_diatance,495.78980715945994,6252.0
"Lexham Gardens, Kensington",155,51.49586666,-0.191933711,36.0,Paddington_diatance,2580.1420367891537,Kensington Gardens Palace Gate_diatance,852.8430950916547,Cadogan Pier_diatance,2287.6379735360015,21709.0
"New Kent Road, The Borough",156,51.49443626,-0.092921165,52.0,London Bridge_diatance,1323.7619255613404,Geraldine Mary Harmsworth Park East_diatance,925.7945493900206,London Bridge City Pier_diatance,1502.6037988013811,9371.0
"Wright's Lane, Kensington",157,51.50039792,-0.193068385,31.0,Paddington_diatance,2168.2324612255325,Kensington Gardens Studio Gate_diatance,530.1786692973578,Cadogan Pier_diatance,2689.1301424292224,9925.0
"Trebovir Road, Earl's Court",158,51.49085368,-0.196170309,42.0,Paddington_diatance,3208.796189435359,Holland Park Ilchester Gate_diatance,1196.6769154775602,Chelsea Harbour Pier_diatance,2186.8047536704203,22219.0
"Waterloo Place, St. James's",160,51.50663341,-0.131773845,112.0,Charing Cross_diatance,607.9990559212757,St. James's Park Waterloo Place Gate_distance,121.04724033749892,Embankment Pier_diatance,723.3958245530447,1810.0
"Guildhouse Street, Victoria",161,51.49234577,-0.141334487,39.0,Victoria_diatance,530.4089561306291,St. James's Park Buckingham Gate_distance,927.3202865629038,Battersea Power Station Pier_diatance,989.8402733485999,23108.0
"Southampton Place, Holborn",162,51.51760685,-0.121328408,23.0,Charing Cross_diatance,1130.4975921082528,Lincoln's Inn Fields West_distance,298.2753154934083,Embankment Pier_diatance,1181.9410392001105,5611.0
"Sloane Avenue, Knightsbridge",163,51.4931848,-0.167894973,80.0,Victoria_diatance,1643.3047529235646,Hyde Park Alexandra Gate_diatance,1069.0986756598836,Cadogan Pier_diatance,1155.7819189347592,22959.0
"Cleveland Gardens, Bayswater",164,51.515607,-0.183118788,64.0,Paddington_diatance,461.22650222494207,Kensington Gardens Lancaster Gate_diatance,567.9484378577166,Cadogan Pier_diatance,3824.1988094865033,27046.0
"Orsett Terrace, Bayswater",165,51.517932,-0.183716959,26.0,Paddington_diatance,480.67864005002593,Kensington Gardens Lancaster Gate_diatance,826.063987176438,Cadogan Pier_diatance,4083.2878628731687,16583.0
"Seville Street, Knightsbridge",166,51.50185512,-0.159237081,62.0,Victoria_diatance,1157.6587131918043,Hyde Park Albert Gate_diatance,94.15610733374794,Cadogan Pier_diatance,2171.879106959352,9963.0
"Eccleston Place, Victoria",167,51.49395092,-0.147624377,41.0,Victoria_diatance,353.55072351555987,St. James's Park Buckingham Gate_distance,965.7987911249579,Battersea Power Station Pier_diatance,1121.4745082891263,6936.0
"Argyll Road, Kensington",168,51.50040123,-0.195455928,42.0,Paddington_diatance,2257.643303412298,Holland Park Duchess of Bedford_diatance,433.4661016218523,Cadogan Pier_diatance,2805.5854798789724,12893.0
"Porchester Place, Paddington",169,51.51474612,-0.165164288,134.0,Paddington_diatance,853.2065552428087,Hyde Park Marble Arch_diatance,535.02493542101,Embankment Pier_diatance,3153.6869898633367,13881.0
"Hardwick Street, Clerkenwell",170,51.52784273,-0.108068155,15.0,Kings Cross_diatance,1169.18218129043,Lincoln's Inn Fields South_distance,1468.075056282427,Blackfriars Pier_diatance,1977.5495481050114,14646.0
"Collingham Gardens, Earl's Court",171,51.4916156,-0.186753859,48.0,Paddington_diatance,2914.6553302602647,Kensington Gardens Palace Gate_diatance,1153.9288289170863,Cadogan Pier_diatance,1716.3566224728586,20277.0
"Sumner Place, South Kensington",172,51.49121192,-0.173715911,25.0,Victoria_diatance,2089.5738578641954,Hyde Park Alexandra Gate_diatance,1187.5431387272906,Cadogan Pier_diatance,1061.4483873778242,10873.0
"Waterloo Road, South Bank",173,51.50486,-0.113001,43.0,Waterloo_diatance,196.1871707186343,Geraldine Mary Harmsworth Park North_diatance,909.4001377604176,Festival Pier_diatance,408.4739800952969,17685.0
"Strand, Strand",174,51.512582,-0.1150573,19.0,Charing Cross_diatance,793.176946317515,Lincoln's Inn Fields South_distance,349.4649855319628,Festival Pier_diatance,648.8802782399289,2977.0
"Worship Street, Shoreditch",175,51.521668,-0.079608554,14.0,Liverpool Street_diatance,386.2998030335688,Victoria Park Bonner Gate_diatance,2511.3433373043654,Tower Millennium Pier_diatance,1601.5436194000672,1021.0
"Gloucester Terrace, Bayswater",176,51.51791921,-0.188098863,45.0,Paddington_diatance,780.2284530136939,Kensington Gardens Black Lion Gate_diatance,869.0722483414761,Cadogan Pier_diatance,4181.226085415251,16583.0
"Ashley Place, Victoria",177,51.49616092,-0.140947636,70.0,Victoria_diatance,271.1159994961879,St. James's Park Buckingham Gate_distance,511.5572365362058,Millbank Millennium Pier_diatance,1226.0740516229366,21065.0
"Warwick Square, Pimlico",178,51.48985626,-0.141923621,56.0,Victoria_diatance,775.8600606555248,Battersea Park Sopwith Way_diatance,1070.302676089548,Battersea Power Station Pier_diatance,716.4527334282818,32905.0
"North Audley Street, Mayfair",180,51.5129118,-0.153645496,67.0,Marylebone_diatance,1304.7464607553077,Hyde Park Marble Arch_diatance,359.4474214777375,Embankment Pier_diatance,2331.3076878874367,9898.0
"Belgrave Square, Belgravia",181,51.49941247,-0.152317537,34.0,Victoria_diatance,607.130558099629,Green Park Wellington Arch_diatance,406.1387182987128,Battersea Power Station Pier_diatance,1778.322413674364,7876.0
"Bell Street , Marylebone",182,51.52202903,-0.165842551,31.0,Marylebone_diatance,229.9104403582811,The Regent's Park Clarence Gate_distance,607.1027794145953,Embankment Pier_diatance,3505.152548242091,30382.0
"Riverlight North, Nine Elms",183,51.482362,-0.13612398,108.0,Vauxhall_diatance,996.6220662828091,Battersea Park Sopwith Way_diatance,922.3536335661336,Battersea Power Station Pier_diatance,701.788659140453,4849.0
"Portland Place, Marylebone",184,51.52071513,-0.14521173,46.0,Euston_diatance,1156.5071510500513,The Regent's Park St. Andrew's Gate_distance,518.4011513785535,Embankment Pier_diatance,2250.1357676604493,13548.0
"Alderney Street, Pimlico",185,51.48805753,-0.140741432,104.0,Victoria_diatance,990.5666698349856,Battersea Park Sopwith Way_diatance,949.2842979992726,Battersea Power Station Pier_diatance,584.4112820212493,32905.0
"South Wharf Road, Paddington",186,51.51733558,-0.175810943,45.0,Paddington_diatance,79.7797214892468,Kensington Gardens Marlborough Gate_diatance,653.5425095222042,Cadogan Pier_diatance,3891.66758156686,6897.0
"Queen's Gate (South), South Kensington",187,51.49247977,-0.178433004,42.0,Victoria_diatance,2373.0176307389465,Kensington Gardens Albert Memorial Gate_diatance,1024.3616097663944,Cadogan Pier_diatance,1359.4921091616654,8081.0
"Nutford Place, Marylebone",188,51.5165179,-0.164393768,28.0,Marylebone_diatance,738.2219952169605,Hyde Park Marble Arch_diatance,628.4905741034055,Embankment Pier_diatance,3162.9044928393964,19577.0
"Claremont Square, Angel",189,51.53166681,-0.109914711,24.0,Kings Cross_diatance,929.4670284977677,Lincoln's Inn Fields South_distance,1833.6519948142409,Blackfriars Pier_diatance,2421.251869255893,21978.0
"Rampayne Street, Pimlico",190,51.48997562,-0.132845681,63.0,Vauxhall_diatance,824.3704326796563,St. James's Park Queen Anne's Gate_distance,1218.802818944575,St. George Wharf_diatance,561.4898752216484,18587.0
"Hyde Park Corner, Hyde Park",191,51.50311799,-0.153520935,863.0,Victoria_diatance,943.2413107907045,Hyde Park Queen Elizabeth Gate_diatance,136.19384694765472,Westminster Pier_diatance,2108.2801736405595,5287.0
"Wardour Street, Soho",192,51.51251523,-0.133201961,61.0,Charing Cross_diatance,894.28576521645,St. James's Park Waterloo Place Gate_distance,781.0329098631969,Embankment Pier_diatance,1026.4039336166504,10317.0
"Bankside Mix, Bankside",193,51.50581776,-0.100186337,30.0,Blackfriars_diatance,671.7962920234751,Geraldine Mary Harmsworth Park North_diatance,1124.0646001260232,Bankside Pier_diatance,403.5443573228119,13123.0
"Hop Exchange, The Borough",194,51.50462759,-0.091773776,118.0,London Bridge_diatance,467.92377409878634,Geraldine Mary Harmsworth Park East_diatance,1374.8787703449839,London Bridge City Pier_diatance,556.0403241451046,10448.0
"Milroy Walk, South Bank",195,51.50724437,-0.106237501,44.0,Waterloo East_diatance,440.12775090330115,Geraldine Mary Harmsworth Park North_diatance,1132.8496676180634,Blackfriars Pier_diatance,524.4822493313143,9469.0
"Union Street, The Borough",196,51.50368837,-0.098497684,27.0,Waterloo East_diatance,804.3524792847513,Geraldine Mary Harmsworth Park East_diatance,999.2127230989857,Bankside Pier_diatance,577.276130980949,13123.0
"Stamford Street, South Bank",197,51.50556905,-0.111606696,45.0,Waterloo East_diatance,193.80013472823148,Geraldine Mary Harmsworth Park North_diatance,958.3072463619054,Festival Pier_diatance,457.05196634371924,17685.0
"Great Tower Street, Monument",199,51.51048489,-0.082989638,35.0,Fenchurch Street_diatance,340.1191835229527,Geraldine Mary Harmsworth Park East_diatance,2265.123197428073,London Bridge City Pier_diatance,411.7146653561292,1021.0
"LMU Commercial Road, Whitechapel",200,51.51492456,-0.066078037,50.0,Fenchurch Street_diatance,932.1563714512026,Mile End Park Football Pitch_diatance,2206.1134703371586,Tower Bridge Quay_diatance,1120.6858283967772,28982.0
"Dorset Square, Marylebone",201,51.5225965,-0.161113413,72.0,Marylebone_diatance,142.02559337210232,The Regent's Park Clarence Gate_distance,310.913297306276,Embankment Pier_diatance,3254.626062534251,26324.0
"Leman Street, Aldgate",202,51.51236389,-0.06954201,103.0,Fenchurch Street_diatance,615.4781184901567,Mile End Park Football Pitch_diatance,2503.9449561975525,Tower Bridge Quay_diatance,762.0987360857764,23872.0
"West Smithfield Rotunda, Farringdon",203,51.51821864,-0.100791005,37.0,Blackfriars_diatance,751.6657417971333,Lincoln's Inn Fields South_distance,1103.1701903741969,Blackfriars Pier_diatance,845.0407575880129,2733.0
"Margery Street, Clerkenwell",204,51.52659961,-0.112432615,31.0,Kings Cross_diatance,990.5211707688101,Lincoln's Inn Fields South_distance,1245.5034101949664,Blackfriars Pier_diatance,1946.611000547064,10332.0
"New Road 1 , Whitechapel",206,51.518154,-0.062697,49.0,Fenchurch Street_diatance,1315.2041299723853,Mile End Park Solebay Street_diatance,1899.4999047317178,Tower Bridge Quay_diatance,1547.7168443178807,10945.0
"Grosvenor Crescent, Belgravia",207,51.50135267,-0.153194766,16.0,Victoria_diatance,785.4704526018894,Hyde Park White Horse Gate_diatance,231.75300423827852,Battersea Power Station Pier_diatance,2002.3897887903627,5287.0
"Mallory Street, Marylebone",208,51.52505151,-0.166304359,39.0,Marylebone_diatance,315.1982734379409,The Regent's Park Hanover Gate_distance,375.35067399583727,Embankment Pier_diatance,3704.220216553663,31119.0
"Denyer Street, Knightsbridge",209,51.49358391,-0.165101392,57.0,Victoria_diatance,1444.8840957335306,Hyde Park Albert Gate_diatance,1098.588442719746,Cadogan Pier_diatance,1198.5244916790477,22959.0
"Hinde Street, Marylebone",210,51.51681444,-0.151926305,37.0,Marylebone_diatance,1037.082744652533,Hyde Park Marble Arch_diatance,700.5142119961982,Embankment Pier_diatance,2382.79976190332,7737.0
"Cadogan Place, Knightsbridge",211,51.49464523,-0.158105512,32.0,Victoria_diatance,946.4010415235921,Hyde Park Albert Gate_diatance,881.9498566924913,Cadogan Pier_diatance,1432.5056250503828,11095.0
"Campden Hill Road, Notting Hill",212,51.50658458,-0.199004026,14.0,Paddington_diatance,1925.3601595109121,Holland Park Duchess of Bedford_diatance,478.0474930415866,Cadogan Pier_diatance,3475.5133617137403,11513.0
"Wellington Arch, Hyde Park",213,51.50274025,-0.149569201,309.0,Victoria_diatance,758.3881175837794,Green Park Wellington Arch_diatance,15.024605433085227,Westminster Pier_diatance,1832.5608405066223,1810.0
"Endsleigh Gardens, Euston",214,51.52683806,-0.130504336,22.0,Euston_diatance,345.3535837630808,The Regent's Park Chester Gate_distance,1071.9413801826483,Embankment Pier_diatance,2297.7139402736975,17263.0
"Moorfields, Moorgate",215,51.51906932,-0.088285377,17.0,Liverpool Street_diatance,446.328898529051,Lincoln's Inn Fields South_distance,1967.8993300449488,Blackfriars Pier_diatance,1284.5376500435511,1021.0
"Old Brompton Road, South Kensington",216,51.49094565,-0.181190899,76.0,Victoria_diatance,2596.6089386507892,Kensington Gardens Queen Gate_diatance,1191.7730624383573,Cadogan Pier_diatance,1366.360295401678,21151.0
"Wormwood Street, Liverpool Street",217,51.51615461,-0.082422399,20.0,Liverpool Street_diatance,263.2885849341503,Lincoln's Inn Fields South_distance,2337.156129236286,Tower Millennium Pier_diatance,1017.49939458022,1021.0
"St. Luke's Church, Chelsea",218,51.48971651,-0.170194408,38.0,Victoria_diatance,1917.468346985627,Battersea Park Albert Gate_diatance,1179.0693110690831,Cadogan Pier_diatance,809.8502831024839,9264.0
"Bramham Gardens, Earl's Court",219,51.49016361,-0.19039362,105.0,Paddington_diatance,3137.4263816728317,Kensington Gardens Palace Gate_diatance,1369.5980674641953,Cadogan Pier_diatance,1852.4864150711887,17448.0
"Chelsea Green, Chelsea",220,51.49066456,-0.166485083,45.0,Victoria_diatance,1639.9309310606748,Battersea Park Albert Gate_diatance,1236.6513592194224,Cadogan Pier_diatance,870.7342395520092,14577.0
"Horseferry Road, Westminster",221,51.49481649,-0.13045856,37.0,Victoria_diatance,1012.4281403678257,St. James's Park Queen Anne's Gate_distance,718.0191566866109,Millbank Millennium Pier_diatance,522.7959540302337,38122.0
"Knightsbridge, Hyde Park",222,51.50275704,-0.155349725,62.0,Victoria_diatance,1001.0010618808686,Hyde Park White Horse Gate_diatance,36.35994637710724,Battersea Power Station Pier_diatance,2193.483898676509,5287.0
"Rodney Road , Walworth",223,51.49148474,-0.090220911,161.0,London Bridge_diatance,1576.5560933627407,Geraldine Mary Harmsworth Park East_diatance,1206.573798455269,London Bridge City Pier_diatance,1760.0859787967172,17498.0
"Queensway, Kensington Gardens",224,51.51031,-0.18740235,47.0,Paddington_diatance,1047.9618559386374,Kensington Gardens Black Lion Gate_diatance,35.57252973296298,Cadogan Pier_diatance,3384.434706931118,27598.0
"Notting Hill Gate Station, Notting Hill",225,51.50935342,-0.196422,74.0,Paddington_diatance,1602.182091064889,Kensington Gardens Black Lion Gate_diatance,602.6702577415184,Cadogan Pier_diatance,3608.8959085922,17672.0
"Charles II Street, West End",226,51.50844614,-0.131961389,43.0,Charing Cross_diatance,622.2405815552587,St. James's Park Waterloo Place Gate_distance,320.57027126356866,Embankment Pier_diatance,753.2666795323439,1810.0
"Great Percy Street, Clerkenwell",227,51.52891573,-0.115480888,30.0,Kings Cross_diatance,665.3224230949636,Lincoln's Inn Fields West_distance,1453.440814518097,Blackfriars Pier_diatance,2269.5012962535643,13116.0
"St. James's Square, St. James's",228,51.50742485,-0.134621209,40.0,Charing Cross_diatance,797.4166894289425,St. James's Park Waterloo Place Gate_distance,310.55609383413395,Embankment Pier_diatance,920.787527906509,1810.0
"Whitehall Place, Strand",229,51.50654321,-0.123179697,88.0,Charing Cross_diatance,106.53308196086928,St. James's Park Waterloo Place Gate_distance,566.5847091665419,Embankment Pier_diatance,136.4113897715913,1810.0
"Poured Lines, Bankside",230,51.50669284,-0.103137426,30.0,Blackfriars_diatance,545.7341771179647,Geraldine Mary Harmsworth Park North_diatance,1124.6976624004242,Blackfriars Pier_diatance,462.27773313693353,9469.0
"Queen's Gate (Central), South Kensington",231,51.49396755,-0.17873226,44.0,Victoria_diatance,2367.2173523746574,Kensington Gardens Queen Gate_diatance,860.4093304224898,Cadogan Pier_diatance,1505.1509272546343,8081.0
"Carey Street, Holborn",232,51.51501025,-0.112753217,8.0,Blackfriars_diatance,774.1566291548128,Lincoln's Inn Fields South_distance,247.9491129640785,Blackfriars Pier_diatance,951.9571410800554,5611.0
"Pall Mall East, West End",233,51.50777049,-0.130699733,81.0,Charing Cross_diatance,526.8282155448692,St. James's Park Waterloo Place Gate_distance,244.07593607069842,Embankment Pier_diatance,654.0093007838364,1810.0
"Liverpool Road (N1 Centre), Angel",234,51.53450449,-0.106992706,19.0,Kings Cross_diatance,1151.9878122897687,Lincoln's Inn Fields South_distance,2191.4493434244387,Blackfriars Pier_diatance,2688.6501792867657,11849.0
"Kennington Road  , Vauxhall",235,51.49571828,-0.110889274,36.0,Waterloo_diatance,836.2495253024373,Geraldine Mary Harmsworth Park West_diatance,18.797237987066254,Millbank Millennium Pier_diatance,1051.6115714819869,8733.0
"Fashion Street, Whitechapel",236,51.51838043,-0.073438925,40.0,Liverpool Street_diatance,585.5935332686591,Victoria Park Bonner Gate_diatance,2407.1414205768438,Tower Millennium Pier_diatance,1291.5439007539953,16990.0
"Dock Street, Wapping",237,51.5097860151,-0.0681619805156,27.0,Fenchurch Street_diatance,724.1851733054593,Mile End Park Football Pitch_diatance,2507.7574525770274,Tower Bridge Quay_diatance,563.1776572040275,11416.0
"Frampton Street, Paddington",238,51.5233534,-0.175116099,27.0,Paddington_diatance,706.2159288098119,The Regent's Park Hanover Gate_distance,862.7679405989702,Embankment Pier_diatance,4143.0393528040395,17517.0
"Warren Street Station, Euston",239,51.52443845,-0.138019439,50.0,Euston_diatance,532.7532771645508,The Regent's Park St. Andrew's Gate_distance,556.3102289645966,Embankment Pier_diatance,2258.8517676793267,11192.0
"Beaumont Street, Marylebone",242,51.52200801,-0.151359288,58.0,Marylebone_diatance,814.4786050582602,The Regent's Park York Gate_distance,316.33900613213945,Embankment Pier_diatance,2666.3695114259494,10935.0
"Gloucester Street, Pimlico",243,51.49096258,-0.139625122,78.0,Victoria_diatance,722.0053180103254,St. James's Park Buckingham Gate_distance,1062.3717844265534,Battersea Power Station Pier_diatance,897.1104288086937,23108.0
