name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept,min_rail_distance_95,min_park_distance_95,min_pier_distance_95,population_density_95,localR2
"Coomer Place, West Kensington",639,51.48357068,-0.202038682,33.0,Clapham Junction_diatance,3062.0,Holland Park Ilchester Gate_diatance,1915.0,Chelsea Harbour Pier_diatance,1872.0,16446.0,0.0,0.0,-2.2701266256519896,0.0,-2.091140093776551,0.1724255339475046
"Silverthorne Road, Battersea",640,51.47286577,-0.148059277,34.0,Clapham Junction_diatance,1805.0,Battersea Park Rosery Gate_diatance,586.0,Battersea Power Station Pier_diatance,1238.0,4694.0,0.0,0.0,-3.8191038154911046,2.8291950618918222,0.0,0.15293685468369383
"Archbishop's Park, Waterloo",641,51.49824168,-0.117495865,19.0,Waterloo_diatance,617.0,Geraldine Mary Harmsworth Park West_diatance,553.0,Westminster Pier_diatance,551.0,9068.0,-2.0765365887484113,0.0,0.0,0.0,0.0,0.12697378028191902
"Fawcett Close, Battersea",642,51.46916161,-0.174485792,24.0,Clapham Junction_diatance,604.0,Battersea Park Sun Gate_diatance,1009.0,Plantation Wharf Pier_diatance,600.0,17075.0,0.0,0.0,-2.3367950724834516,0.0,-2.4942876709963864,0.17955519379495374
"All Saints' Road, Portobello",643,51.5190427,-0.204764421,26.0,Paddington_diatance,1940.0,Kensington Gardens Black Lion Gate_diatance,1538.0,Cadogan Pier_diatance,4824.0,21788.0,0.0,0.0,-2.5968768744824677,0.0,-2.6480398902645663,0.17778683418074062
"Rainville Road, Hammersmith",644,51.48373225,-0.223852256,52.0,Clapham Junction_diatance,4287.0,Holland Park Abbotsbury Gate_diatance,2285.0,Putney Pier_diatance,1914.0,16172.0,0.0,0.0,0.0,0.0,0.0,0.1521983699592765
"Great Suffolk Street, The Borough",645,51.50173215,-0.100292412,23.0,Waterloo East_diatance,728.0,Geraldine Mary Harmsworth Park East_diatance,749.0,Bankside Pier_diatance,819.0,13123.0,0.0,0.0,0.0,0.0,0.0,0.12446387774382882
"Buckingham Gate, Westminster",646,51.49886563,-0.137424571,136.0,Victoria_diatance,569.0,St. James's Park Buckingham Gate_distance,194.0,Westminster Pier_diatance,1039.0,3982.0,0.0,0.0,-3.525824331125164,0.0,0.0,0.1484253357967688
"Richmond Way, Shepherd's Bush",647,51.50035306,-0.217515071,63.0,Paddington_diatance,3372.0,Holland Park Abbotsbury Gate_diatance,842.0,Putney Pier_diatance,3674.0,22599.0,0.0,0.0,-2.208738899704512,0.0,-2.064213156979496,0.16437002277907453
"Peterborough Road, Sands End",648,51.46904022,-0.19627483,27.0,Clapham Junction_diatance,1872.0,Battersea Park Sun Gate_diatance,2377.0,Wandsworth Riverside Quarter Pier_diatance,632.0,10154.0,0.0,0.0,-1.9814825552245634,0.0,0.0,0.16655083029855533
"World's End Place, West Chelsea",649,51.48180515,-0.18027465,61.0,Clapham Junction_diatance,2055.0,Battersea Park Albert Gate_diatance,1070.0,Chelsea Harbour Pier_diatance,862.0,20267.0,0.0,0.0,-2.8866213537581458,0.0,-3.0480022227695525,0.19058365803494864
"St. Mark's Road, North Kensington",650,51.51687069,-0.213872396,35.0,Paddington_diatance,2558.0,Holland Park Duchess of Bedford_diatance,1843.0,Cadogan Pier_diatance,5014.0,12744.0,0.0,0.0,-2.351964750920276,0.0,-2.3559254168323105,0.1701597826040904
"Thorndike Close, West Chelsea",651,51.48089844,-0.183853573,35.0,Clapham Junction_diatance,2061.0,Battersea Park Albert Gate_diatance,1297.0,Chelsea Harbour Pier_diatance,812.0,20267.0,0.0,0.0,-2.6363205866373374,0.0,-2.7306110506204786,0.18952593506671178
"Evesham Street, Avondale",652,51.51148696,-0.218190203,9.0,Paddington_diatance,2925.0,Holland Park Abbotsbury Gate_diatance,1487.0,Cadogan Pier_diatance,4798.0,11353.0,0.0,0.0,-2.253053671562745,0.0,-2.1834451136060684,0.16589575607496165
"Simpson Street, Clapham Junction",653,51.47084722,-0.17070367,52.0,Clapham Junction_diatance,717.0,Battersea Park Sun Gate_diatance,688.0,Chelsea Harbour Pier_diatance,721.0,19595.0,0.0,0.0,-2.6335441047080077,0.0,-2.6144469873155534,0.17875030156876512
"Ashmole Estate, Oval",654,51.48267821,-0.117661574,36.0,Vauxhall_diatance,510.0,Geraldine Mary Harmsworth Park West_diatance,1511.0,St. George Wharf_diatance,778.0,12737.0,0.0,0.0,0.0,0.0,0.0,0.1125048607103903
"Crabtree Lane, Fulham",655,51.48294452,-0.219346128,21.0,Clapham Junction_diatance,3974.0,Holland Park Abbotsbury Gate_diatance,2204.0,Putney Pier_diatance,1756.0,13192.0,0.0,0.0,-1.9686420093539096,0.0,0.0,0.15585513927492006
"Broomhouse Lane, Parsons Green",656,51.46841875,-0.199135704,11.0,Clapham Junction_diatance,2047.0,Battersea Park Sun Gate_diatance,2587.0,Wandsworth Riverside Quarter Pier_diatance,534.0,10154.0,0.0,0.0,0.0,0.0,0.0,0.16321630601785717
"Blythe Road West, Shepherd's Bush",657,51.49968,-0.221791551,29.0,Paddington_diatance,3661.0,Holland Park Abbotsbury Gate_diatance,1143.0,Putney Pier_diatance,3623.0,18996.0,0.0,0.0,-2.121777212431595,0.0,0.0,0.16066327766890132
"Ethelburga Estate, Battersea Park",658,51.47729232,-0.16478637,200.0,Clapham Junction_diatance,1484.0,Battersea Park Albert Gate_diatance,255.0,Cadogan Pier_diatance,626.0,17597.0,0.0,0.0,-3.620016246408643,2.2589808665106883,-2.8372648294457634,0.175731320939463
"Blackfriars Station, St. Paul's",659,51.511934,-0.10307894,39.0,Blackfriars_diatance,38.0,Lincoln's Inn Fields South_distance,997.0,Blackfriars Pier_diatance,208.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.1371735843979934
"West Kensington Station, West Kensington",660,51.49087074,-0.206029743,19.0,Paddington_diatance,3546.0,Holland Park Abbotsbury Gate_diatance,1100.0,Chelsea Harbour Pier_diatance,2609.0,25127.0,0.0,0.0,-2.319212135468979,0.0,-2.145609196750745,0.17141119805466623
"All Saints Church, Portobello",661,51.51632095,-0.202608612,41.0,Paddington_diatance,1781.0,Kensington Gardens Black Lion Gate_diatance,1236.0,Cadogan Pier_diatance,4490.0,20331.0,0.0,0.0,-2.6652725962754378,0.0,-2.6840438855258233,0.17943569829891945
"Phene Street, Chelsea",662,51.48498496,-0.167919869,55.0,Victoria_diatance,2057.0,Battersea Park Albert Gate_diatance,630.0,Cadogan Pier_diatance,262.0,12690.0,0.0,0.0,-4.3427289489710335,0.0,-3.6155628626031535,0.17950293486639277
"Clarendon Road, Avondale",663,51.51323001,-0.211593602,19.0,Paddington_diatance,2439.0,Holland Park Duchess of Bedford_diatance,1414.0,Cadogan Pier_diatance,4607.0,19778.0,0.0,0.0,-2.4110829888460277,0.0,-2.3850823040102025,0.1716698563043078
"Austin Road, Battersea Park",664,51.474376,-0.155442787,66.0,Clapham Junction_diatance,1513.0,Battersea Park Sun Gate_diatance,548.0,Cadogan Pier_diatance,1207.0,3155.0,0.0,0.0,-3.9433919621247635,2.7501002057114134,0.0,0.16349418470602742
"Smugglers Way, Wandsworth",665,51.46108367,-0.191722864,20.0,Clapham Junction_diatance,1529.0,Battersea Park Sun Gate_diatance,2502.0,Wandsworth Riverside Quarter Pier_diatance,580.0,6935.0,0.0,0.0,0.0,0.0,0.0,0.16241400462307534
"Shepherd's Bush Road North, Shepherd's Bush",667,51.5015946,-0.222293381,41.0,Paddington_diatance,3584.0,Holland Park Abbotsbury Gate_diatance,1175.0,Putney Pier_diatance,3839.0,20128.0,0.0,0.0,-2.13508828590894,0.0,-1.9851777634611136,0.16100034559976184
"Ravenscourt Park Station, Hammersmith",668,51.49422354,-0.236769936,126.0,Paddington_diatance,4862.0,Holland Park Abbotsbury Gate_diatance,2292.0,Putney Pier_diatance,3335.0,8815.0,0.0,0.0,0.0,0.0,0.0,0.14959377726200962
"Teversham Lane, Stockwell",669,51.47614939,-0.1232585,47.0,Vauxhall_diatance,1085.0,Battersea Park Rosery Gate_diatance,1803.0,St. George Wharf_diatance,1164.0,17835.0,0.0,0.0,0.0,0.0,0.0,0.12128241647857006
"Ashley Crescent, Battersea",670,51.46718562,-0.152248582,49.0,Clapham Junction_diatance,1288.0,Battersea Park Sun Gate_diatance,1155.0,Battersea Power Station Pier_diatance,1911.0,13357.0,0.0,0.0,-3.5620389646029973,2.4767895741681722,0.0,0.15584784043902813
"Parsons Green Station, Parsons Green",671,51.475089,-0.201968,43.0,Clapham Junction_diatance,2495.0,Battersea Park Albert Gate_diatance,2591.0,Putney Pier_diatance,1268.0,16809.0,0.0,0.0,-2.0270719295007598,0.0,0.0,0.16526371790563799
"Hibbert Street, Battersea",673,51.46517078,-0.18038939,40.0,Clapham Junction_diatance,704.0,Battersea Park Sun Gate_diatance,1609.0,Plantation Wharf Pier_diatance,254.0,19595.0,0.0,0.0,0.0,0.0,-2.040689694271122,0.17457736178252217
"Carnegie Street, King's Cross",674,51.53546778,-0.11619105,24.0,Kings Cross_diatance,598.0,Lincoln's Inn Fields West_distance,2175.0,Blackfriars Pier_diatance,2958.0,22228.0,0.0,0.0,0.0,0.0,0.0,0.08428407665552143
"Usk Road, Clapham Junction",675,51.46348914,-0.182126248,23.0,Clapham Junction_diatance,826.0,Battersea Park Sun Gate_diatance,1825.0,Plantation Wharf Pier_diatance,397.0,19595.0,0.0,0.0,0.0,0.0,0.0,0.1717832232477255
"Hartington Road, Stockwell",676,51.47787084,-0.126874471,43.0,Vauxhall_diatance,934.0,Battersea Park Rosery Gate_diatance,1540.0,St. George Wharf_diatance,939.0,11397.0,0.0,0.0,0.0,0.0,0.0,0.1288936212029269
"Heath Road, Battersea",677,51.46866929,-0.146544642,19.0,Clapham Junction_diatance,1713.0,Battersea Park Rosery Gate_diatance,1063.0,Battersea Power Station Pier_diatance,1696.0,12117.0,0.0,0.0,-3.5093370180858177,2.566893930127043,0.0,0.1493009584837727
"Esmond Street, Putney",678,51.46231278,-0.211468596,9.0,Clapham Junction_diatance,2861.0,Battersea Park Sun Gate_diatance,3621.0,Putney Pier_diatance,622.0,12203.0,0.0,0.0,0.0,0.0,0.0,0.1474846656556455
"Orbel Street, Battersea",679,51.47453545,-0.170210533,33.0,Clapham Junction_diatance,1127.0,Battersea Park Sun Gate_diatance,481.0,Chelsea Harbour Pier_diatance,662.0,14617.0,0.0,0.0,-2.9386135250783454,1.964909503575064,-2.8670602284304136,0.1804490788645206
"Westbridge Road, Battersea",680,51.47768469,-0.170329317,28.0,Clapham Junction_diatance,1477.0,Battersea Park Albert Gate_diatance,409.0,Cadogan Pier_diatance,635.0,13238.0,0.0,0.0,-3.20836405473577,1.9843285468272382,-3.0890350816205028,0.18178821921051064
"Bishop's Avenue, Fulham",681,51.47303687,-0.214749808,49.0,Clapham Junction_diatance,3225.0,Holland Park Abbotsbury Gate_diatance,3150.0,Putney Pier_diatance,635.0,3905.0,0.0,0.0,0.0,0.0,0.0,0.1523014472784142
"Crisp Road, Hammersmith",682,51.48810829,-0.22660621,109.0,Clapham Junction_diatance,4707.0,Holland Park Abbotsbury Gate_diatance,2034.0,Putney Pier_diatance,2436.0,12085.0,0.0,0.0,0.0,0.0,0.0,0.15316016355029374
"Dorothy Road, Clapham Junction",683,51.46506424,-0.163750945,20.0,Clapham Junction_diatance,460.0,Battersea Park Sun Gate_diatance,1102.0,Plantation Wharf Pier_diatance,1315.0,11932.0,0.0,0.0,-2.7686158305503485,1.9654640655808946,-2.0023839589193173,0.16848515137883543
"Neville Gill Close, Wandsworth",684,51.45475251,-0.195197203,88.0,Clapham Junction_diatance,2031.0,Battersea Park Sun Gate_diatance,3152.0,Wandsworth Riverside Quarter Pier_diatance,1021.0,7836.0,0.0,0.0,0.0,0.0,0.0,0.1523670713554488
"Osiers Road, Wandsworth",685,51.46067005,-0.198735357,36.0,Clapham Junction_diatance,2013.0,Battersea Park Sun Gate_diatance,2925.0,Wandsworth Riverside Quarter Pier_diatance,329.0,10808.0,0.0,0.0,0.0,0.0,0.0,0.15586896371853282
"Beryl Road, Hammersmith",686,51.48814438,-0.222456468,24.0,Clapham Junction_diatance,4474.0,Holland Park Abbotsbury Gate_diatance,1834.0,Putney Pier_diatance,2364.0,13776.0,0.0,0.0,-1.9890626134332612,0.0,0.0,0.15580193187004276
"Northfields, Wandsworth",688,51.46095151,-0.20066766,27.0,Clapham Junction_diatance,2138.0,Battersea Park Sun Gate_diatance,3022.0,Wandsworth Riverside Quarter Pier_diatance,317.0,10808.0,0.0,0.0,0.0,0.0,0.0,0.15467175492352853
"Spanish Road, Clapham Junction",689,51.45922541,-0.180884959,22.0,Clapham Junction_diatance,932.0,Battersea Park Sun Gate_diatance,2133.0,Plantation Wharf Pier_diatance,877.0,13436.0,0.0,0.0,0.0,0.0,0.0,0.16661896432835085
"Stanley Grove, Battersea",690,51.47047503,-0.152130083,21.0,Clapham Junction_diatance,1428.0,Battersea Park Rosery Gate_diatance,873.0,Battersea Power Station Pier_diatance,1555.0,19130.0,0.0,0.0,-3.7802336211284446,2.6758541464572567,0.0,0.15710740342026921
"Erin Close, Walham Green",691,51.47946386,-0.195777222,46.0,Clapham Junction_diatance,2433.0,Battersea Park Albert Gate_diatance,2114.0,Chelsea Harbour Pier_diatance,1263.0,8525.0,0.0,0.0,-2.277183133061828,0.0,-2.125575877869991,0.17662710349561175
"Cadogan Close, Victoria Park",692,51.54211855,-0.028941601,110.0,Stratford International_diatance,1431.0,Victoria Park Cadogan Gate_diatance,17.0,Canary Wharf Pier_diatance,4105.0,4239.0,2.719834973979918,0.0,-2.0278466687748473,2.605165353448202,-2.154211465184373,0.10974351100349129
"Felsham Road, Putney",693,51.464786,-0.215618902,43.0,Clapham Junction_diatance,3140.0,Battersea Park Sun Gate_diatance,3797.0,Putney Pier_diatance,284.0,17661.0,0.0,0.0,0.0,0.0,0.0,0.14583472888708876
"Putney Rail Station, Putney",694,51.46071722,-0.216526155,42.0,Clapham Junction_diatance,3229.0,Battersea Park Sun Gate_diatance,4013.0,Putney Pier_diatance,741.0,10165.0,0.0,0.0,0.0,0.0,0.0,0.14307574789865102
"Islington Green, Angel",695,51.53638435,-0.102757578,122.0,Kings Cross_diatance,1488.0,Lincoln's Inn Fields South_distance,2486.0,Blackfriars Pier_diatance,2868.0,11849.0,0.0,0.0,0.0,0.0,0.0,0.0663598093649128
"Charing Cross Hospital, Hammersmith",696,51.48728535,-0.217995921,28.0,Clapham Junction_diatance,4170.0,Holland Park Abbotsbury Gate_diatance,1734.0,Putney Pier_diatance,2225.0,14008.0,0.0,0.0,-2.0334355313020396,0.0,0.0,0.15869846513287345
"Charlotte Terrace, Angel",697,51.53639219,-0.112721065,19.0,Kings Cross_diatance,856.0,Lincoln's Inn Fields West_distance,2303.0,Blackfriars Pier_diatance,2979.0,22945.0,0.0,0.0,0.0,0.0,0.0,0.08062105729056993
"Shoreditch Court, Haggerston",698,51.53908372,-0.070329419,26.0,Liverpool Street_diatance,2425.0,Victoria Park St Agnes Gate_diatance,1352.0,Tower Millennium Pier_diatance,3587.0,12794.0,0.0,0.0,0.0,0.0,0.0,0.024496627830366623
"Belford House, Haggerston",699,51.5366541,-0.07023031,17.0,Liverpool Street_diatance,2174.0,Victoria Park St Agnes Gate_diatance,1312.0,Tower Millennium Pier_diatance,3322.0,17583.0,0.0,0.0,0.0,0.0,0.0,0.028786960122871266
"Battersea Church Road, Battersea",700,51.47696496,-0.174347066,37.0,Clapham Junction_diatance,1425.0,Battersea Park Albert Gate_diatance,693.0,Chelsea Harbour Pier_diatance,494.0,13238.0,0.0,0.0,-2.8620916661513127,0.0,-3.041607938572573,0.18497025761078795
"Vicarage Crescent, Battersea",701,51.47287627,-0.176267008,41.0,Clapham Junction_diatance,1029.0,Battersea Park Sun Gate_diatance,928.0,Chelsea Harbour Pier_diatance,274.0,16518.0,0.0,0.0,-2.437308157336537,0.0,-2.664752651095349,0.18322996363752392
"Durant Street, Bethnal Green",702,51.52868155,-0.065550321,28.0,Liverpool Street_diatance,1600.0,Victoria Park Bonner Gate_diatance,1280.0,Tower Millennium Pier_diatance,2553.0,14358.0,0.0,0.0,0.0,0.0,0.0,0.020898943934592688
"St. Bride Street, Holborn",703,51.51505991,-0.10534448,12.0,Blackfriars_diatance,418.0,Lincoln's Inn Fields South_distance,753.0,Blackfriars Pier_diatance,580.0,2733.0,0.0,0.0,0.0,0.0,0.0,0.14210372554324385
"Mexfield Road, East Putney",704,51.45682071,-0.202802098,23.0,Clapham Junction_diatance,2404.0,Battersea Park Sun Gate_diatance,3400.0,Wandsworth Riverside Quarter Pier_diatance,800.0,9364.0,0.0,0.0,0.0,0.0,0.0,0.14971976602055734
"Upper Richmond Road, Putney",705,51.45971528,-0.212145939,29.0,Clapham Junction_diatance,2945.0,Battersea Park Sun Gate_diatance,3785.0,Putney Pier_diatance,878.0,13285.0,0.0,0.0,0.0,0.0,0.0,0.14498170998003493
"Snowsfields, London Bridge",706,51.50215353,-0.083632928,63.0,London Bridge_diatance,364.0,Geraldine Mary Harmsworth Park East_diatance,1694.0,London Bridge City Pier_diatance,535.0,12007.0,0.0,0.0,0.0,0.0,0.0,0.08565452150822944
"Barons Court Station, West Kensington",707,51.49021762,-0.215087092,29.0,Paddington_diatance,3990.0,Holland Park Abbotsbury Gate_diatance,1351.0,Putney Pier_diatance,2544.0,9332.0,0.0,0.0,-2.122800292855233,0.0,0.0,0.16259828353520947
"Disraeli Road, Putney",708,51.46161068,-0.21614583,30.0,Clapham Junction_diatance,3191.0,Battersea Park Sun Gate_diatance,3951.0,Putney Pier_diatance,639.0,10165.0,0.0,0.0,0.0,0.0,0.0,0.1438002229626186
"Montserrat Road , Putney",709,51.46321128,-0.215550761,12.0,Clapham Junction_diatance,3138.0,Battersea Park Sun Gate_diatance,3848.0,Putney Pier_diatance,459.0,10165.0,0.0,0.0,0.0,0.0,0.0,0.145057543221069
"Albert Bridge Road, Battersea Park",710,51.47439218,-0.163347594,104.0,Clapham Junction_diatance,1211.0,Battersea Park Sun Gate_diatance,64.0,Cadogan Pier_diatance,962.0,17722.0,0.0,0.0,-3.4191775330610974,2.3391337130048213,-2.42575562181985,0.17313305054960132
"Everington Street, Fulham",711,51.48335692,-0.216305546,29.0,Clapham Junction_diatance,3820.0,Holland Park Abbotsbury Gate_diatance,2077.0,Putney Pier_diatance,1782.0,14289.0,0.0,0.0,-2.0334407719511733,0.0,0.0,0.159264562246139
"Mile End Stadium, Mile End",712,51.51854104,-0.034903714,48.0,Fenchurch Street_diatance,3106.0,Mile End Park Football Pitch_diatance,17.0,Canary Wharf Pier_diatance,1543.0,10078.0,2.2132656210929516,0.0,0.0,2.3862891565465345,-2.039598182848751,0.10583599867409788
"Hawley Crescent, Camden Town",713,51.54100708,-0.14326094,23.0,Euston_diatance,1497.0,The Regent's Park St. Mark's Gate_distance,797.0,Embankment Pier_diatance,4077.0,12410.0,0.0,0.0,-2.033117778244328,0.0,0.0,0.17933121212558292
"Stewart's Road, Wandsworth Road",714,51.47311696,-0.137235175,25.0,Vauxhall_diatance,1734.0,Battersea Park Rosery Gate_diatance,991.0,Battersea Power Station Pier_diatance,1344.0,4849.0,0.0,0.0,-2.6390349063543774,1.98268972864165,0.0,0.13842904368661352
"Aylward Street, Stepney",715,51.51563007,-0.049067243,43.0,Fenchurch Street_diatance,2077.0,Mile End Park Football Pitch_diatance,1042.0,Nelson Dock Pier_diatance,1725.0,20801.0,0.0,0.0,0.0,0.0,0.0,0.09636013825286442
"Dunston Road , Haggerston",717,51.53658514,-0.075885686,86.0,Liverpool Street_diatance,2054.0,Victoria Park St Agnes Gate_diatance,1703.0,Tower Millennium Pier_diatance,3266.0,22367.0,0.0,0.0,0.0,0.0,0.0,0.08944070341180957
"Ada Street, Hackney Central",718,51.53571683,-0.060291813,44.0,Liverpool Street_diatance,2429.0,Victoria Park St Agnes Gate_diatance,629.0,Tower Millennium Pier_diatance,3415.0,11312.0,0.0,0.0,0.0,0.0,0.0,0.09282354433873785
"Victoria Park Road, Hackney Central",719,51.53642464,-0.054162264,60.0,Liverpool Street_diatance,2767.0,Victoria Park St Agnes Gate_diatance,201.0,Tower Bridge Quay_diatance,3641.0,14210.0,0.0,0.0,0.0,0.0,0.0,0.10783203212860097
"Star Road, West Kensington",720,51.48724429,-0.205279052,38.0,Clapham Junction_diatance,3510.0,Holland Park Abbotsbury Gate_diatance,1502.0,Chelsea Harbour Pier_diatance,2297.0,11069.0,0.0,0.0,-2.299082480466314,0.0,-2.1310807371891958,0.1712885297697775
"Wendon Street, Old Ford",721,51.53603947,-0.026262677,36.0,Stratford International_diatance,1557.0,Victoria Park Lockhouse Gate_diatance,357.0,Canary Wharf Pier_diatance,3434.0,7528.0,2.785633242406756,0.0,0.0,2.6490336223870394,-2.2419723145532955,0.10858300325681425
"Finnis Street, Bethnal Green",722,51.52458353,-0.058631453,17.0,Liverpool Street_diatance,1746.0,Victoria Park Bonner Gate_diatance,1220.0,Tower Bridge Quay_diatance,2312.0,19701.0,0.0,0.0,0.0,0.0,0.0,0.07421319266766822
"Stephendale Road, Sands End",723,51.46822047,-0.190346493,41.0,Clapham Junction_diatance,1452.0,Battersea Park Sun Gate_diatance,2018.0,Plantation Wharf Pier_diatance,561.0,14705.0,0.0,0.0,-1.9987077728393259,0.0,0.0,0.17160215351312946
"Alma Road, Wandsworth",724,51.45799126,-0.184806157,16.0,Clapham Junction_diatance,1232.0,Battersea Park Sun Gate_diatance,2405.0,Plantation Wharf Pier_diatance,1021.0,13436.0,0.0,0.0,0.0,0.0,0.0,0.16366737936200235
"Walworth Square, Walworth",725,51.491327,-0.096518684,89.0,Waterloo East_diatance,1703.0,Geraldine Mary Harmsworth Park East_diatance,842.0,London Bridge City Pier_diatance,1920.0,15196.0,0.0,0.0,0.0,0.0,0.0,0.10123019721648677
"Alfreda Street, Battersea Park",726,51.47505096,-0.150908371,45.0,Clapham Junction_diatance,1791.0,Battersea Park Rosery Gate_diatance,361.0,Battersea Power Station Pier_diatance,1044.0,14638.0,0.0,0.0,-4.047928180856411,2.9326403923900406,0.0,0.15776403718770396
"Chesilton Road, Fulham",727,51.47569809,-0.20587627,39.0,Clapham Junction_diatance,2766.0,Holland Park Abbotsbury Gate_diatance,2786.0,Putney Pier_diatance,1140.0,19590.0,0.0,0.0,-2.0076211327362925,0.0,0.0,0.16239389169512602
"Putney Bridge Road, East Putney",728,51.46199911,-0.206240805,24.0,Clapham Junction_diatance,2504.0,Battersea Park Sun Gate_diatance,3306.0,Wandsworth Riverside Quarter Pier_diatance,530.0,10808.0,0.0,0.0,0.0,0.0,0.0,0.15120946632887836
"St. Peter's Terrace, Fulham",729,51.47893931,-0.208485293,66.0,Clapham Junction_diatance,3100.0,Holland Park Abbotsbury Gate_diatance,2435.0,Putney Pier_diatance,1376.0,20095.0,0.0,0.0,-2.0436899830776967,0.0,0.0,0.1625548867086643
"Bridge Avenue, Hammersmith",730,51.49208492,-0.229116862,76.0,Paddington_diatance,4561.0,Holland Park Abbotsbury Gate_diatance,1906.0,Putney Pier_diatance,2911.0,11691.0,0.0,0.0,-1.9709870743796947,0.0,0.0,0.15365673645787986
"Michael Road, Walham Green",731,51.47727637,-0.189210466,20.0,Clapham Junction_diatance,1941.0,Battersea Park Albert Gate_diatance,1679.0,Chelsea Harbour Pier_diatance,747.0,9256.0,0.0,0.0,-2.3414166957191602,0.0,-2.3094267652764264,0.182315432856973
"Duke Street Hill, London Bridge",732,51.50630441,-0.087262995,140.0,London Bridge_diatance,187.0,Geraldine Mary Harmsworth Park East_diatance,1731.0,London Bridge City Pier_diatance,194.0,9193.0,0.0,0.0,0.0,0.0,0.0,0.09200884694720639
"Park Lane, Mayfair",733,51.50542628,-0.150817316,49.0,Victoria_diatance,1066.0,Hyde Park Queen Elizabeth Gate_diatance,182.0,Westminster Pier_diatance,1959.0,4530.0,-3.956454265700335,0.0,-6.382630435775568,0.0,-2.4096083730531315,0.16436872714060224
"Plough Terrace, Clapham Junction",734,51.46230566,-0.175407201,27.0,Clapham Junction_diatance,424.0,Battersea Park Sun Gate_diatance,1639.0,Plantation Wharf Pier_diatance,720.0,17564.0,0.0,0.0,-2.0250191082867945,0.0,-2.058025035384754,0.1724537304152978
"Grant Road East, Clapham Junction",735,51.46489445,-0.17302926,23.0,Clapham Junction_diatance,197.0,Battersea Park Sun Gate_diatance,1307.0,Plantation Wharf Pier_diatance,696.0,15671.0,0.0,0.0,-2.220802899262786,0.0,-2.2645855604319514,0.17518497737511524
"Queensdale Road, Shepherd's Bush",736,51.50659035,-0.216104479,34.0,Paddington_diatance,2954.0,Holland Park Abbotsbury Gate_diatance,987.0,Cadogan Pier_diatance,4340.0,26574.0,0.0,0.0,-2.290231739037739,0.0,-2.192415288004486,0.16706109795096807
"Fulham Broadway, Walham Green",737,51.47993289,-0.19411695,54.0,Clapham Junction_diatance,2388.0,Battersea Park Albert Gate_diatance,1999.0,Chelsea Harbour Pier_diatance,1191.0,8525.0,0.0,0.0,-2.3364732789515275,0.0,-2.210386032349535,0.17903783040522767
"Imperial Road, Sands End",738,51.47514228,-0.187278987,33.0,Clapham Junction_diatance,1676.0,Battersea Park Albert Gate_diatance,1603.0,Chelsea Harbour Pier_diatance,536.0,13970.0,0.0,0.0,-2.230613680192433,0.0,-2.2313919950290435,0.18172862276528004
"Hortensia Road, West Brompton",739,51.48176572,-0.185273723,36.0,Clapham Junction_diatance,2192.0,Battersea Park Albert Gate_diatance,1408.0,Chelsea Harbour Pier_diatance,939.0,20541.0,0.0,0.0,-2.6711212776007898,0.0,-2.7172583612074424,0.18929555432411038
"Sirdar Road, Avondale",740,51.51092871,-0.214594781,7.0,Paddington_diatance,2697.0,Holland Park Abbotsbury Gate_diatance,1299.0,Cadogan Pier_diatance,4572.0,11353.0,0.0,0.0,-2.330262367039631,0.0,-2.269901724449011,0.16877284054309852
"Freston Road, Avondale",741,51.5129814,-0.219486603,29.0,Paddington_diatance,2982.0,Holland Park Abbotsbury Gate_diatance,1674.0,Cadogan Pier_diatance,4976.0,9666.0,0.0,0.0,-2.236761654666037,0.0,-2.1760897013364096,0.16524135112987573
"Blenheim Crescent, Ladbroke Grove",742,51.51510818,-0.208565479,48.0,Paddington_diatance,2202.0,Holland Park Duchess of Bedford_diatance,1508.0,Cadogan Pier_diatance,4627.0,15283.0,0.0,0.0,-2.4945709653435872,0.0,-2.4993889696295906,0.17445300258556418
"Oxford Road, Putney",743,51.46079243,-0.212607684,8.0,Clapham Junction_diatance,2958.0,Battersea Park Sun Gate_diatance,3762.0,Putney Pier_diatance,754.0,12203.0,0.0,0.0,0.0,0.0,0.0,0.14571164597833197
"Ingrave Street, Clapham Junction",744,51.46745485,-0.172293499,31.0,Clapham Junction_diatance,367.0,Battersea Park Sun Gate_diatance,1042.0,Plantation Wharf Pier_diatance,706.0,18408.0,0.0,0.0,-2.364302562523363,0.0,-2.4188257134774926,0.1772002432381293
"Upcerne Road, West Chelsea",745,51.47816972,-0.18243547,28.0,Clapham Junction_diatance,1747.0,Battersea Park Albert Gate_diatance,1200.0,Chelsea Harbour Pier_diatance,494.0,11508.0,0.0,0.0,-2.4834729183112683,0.0,-2.646018881713683,0.18788001268221455
"Lots Road, West Chelsea",746,51.4795738,-0.17903854,17.0,Clapham Junction_diatance,1793.0,Battersea Park Albert Gate_diatance,955.0,Chelsea Harbour Pier_diatance,615.0,11508.0,0.0,0.0,-2.7889278848560983,0.0,-3.012524872976254,0.18886487318601222
