name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept,min_rail_distance_95,min_park_distance_95,min_pier_distance_95,population_density_95,localR2
"Denyer Street, Knightsbridge",209,51.49358391,-0.165101392,38.0,Victoria_diatance,1445.0,Hyde Park Albert Gate_diatance,1099.0,Cadogan Pier_diatance,1199.0,22959.0,-2.736000212583339,0.0,-5.819625985893529,0.0,-3.6520536912820036,0.17446207378271827
"Hinde Street, Marylebone",210,51.51681444,-0.151926305,45.0,Marylebone_diatance,1037.0,Hyde Park Marble Arch_diatance,701.0,Embankment Pier_diatance,2383.0,7737.0,-3.3572460429698565,0.0,-5.872139450631177,0.0,-2.8862085845582,0.1746349718733809
"Cadogan Place, Knightsbridge",211,51.49464523,-0.158105512,47.0,Victoria_diatance,946.0,Hyde Park Albert Gate_diatance,882.0,Cadogan Pier_diatance,1433.0,11095.0,-3.2874354891497632,0.0,-6.030357730041927,0.0,-2.774616857754563,0.16685913449112616
"Campden Hill Road, Notting Hill",212,51.50658458,-0.199004026,17.0,Paddington_diatance,1925.0,Holland Park Duchess of Bedford_diatance,478.0,Cadogan Pier_diatance,3476.0,11513.0,0.0,0.0,-2.868311178347985,0.0,-2.7648881596136095,0.1823894278828757
"Wellington Arch, Hyde Park",213,51.50274025,-0.149569201,391.0,Victoria_diatance,758.0,Green Park Wellington Arch_diatance,15.0,Westminster Pier_diatance,1833.0,1810.0,-3.6134898768416726,0.0,-6.0889207938554994,0.0,-2.179675069257654,0.1611733184669344
"Endsleigh Gardens, Euston",214,51.52683806,-0.130504336,26.0,Euston_diatance,345.0,The Regent's Park Chester Gate_distance,1072.0,Embankment Pier_diatance,2298.0,17263.0,0.0,0.0,0.0,0.0,0.0,0.1584360548552464
"Moorfields, Moorgate",215,51.51906932,-0.088285377,14.0,Liverpool Street_diatance,446.0,Lincoln's Inn Fields South_distance,1968.0,Blackfriars Pier_diatance,1285.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.08461170207707638
"Old Brompton Road, South Kensington",216,51.49094565,-0.181190899,46.0,Victoria_diatance,2597.0,Kensington Gardens Queen Gate_diatance,1192.0,Cadogan Pier_diatance,1366.0,21151.0,0.0,0.0,-3.755887839276693,0.0,-3.412787449501512,0.1925941688700298
"Wormwood Street, Liverpool Street",217,51.51615461,-0.082422399,46.0,Liverpool Street_diatance,263.0,Lincoln's Inn Fields South_distance,2337.0,Tower Millennium Pier_diatance,1017.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.08852176916905087
"St. Luke's Church, Chelsea",218,51.48971651,-0.170194408,21.0,Victoria_diatance,1917.0,Battersea Park Albert Gate_diatance,1179.0,Cadogan Pier_diatance,810.0,9264.0,0.0,0.0,-4.865876321919045,0.0,-3.937899523662243,0.18103950107505667
"Bramham Gardens, Earl's Court",219,51.49016361,-0.19039362,71.0,Paddington_diatance,3137.0,Kensington Gardens Palace Gate_diatance,1370.0,Cadogan Pier_diatance,1852.0,17448.0,0.0,0.0,-2.968111152897421,0.0,-2.810143711682425,0.18890252548849992
"Chelsea Green, Chelsea",220,51.49066456,-0.166485083,29.0,Victoria_diatance,1640.0,Battersea Park Albert Gate_diatance,1237.0,Cadogan Pier_diatance,871.0,14577.0,0.0,0.0,-5.312720866371902,0.0,-3.748357720423527,0.17665475152407997
"Horseferry Road, Westminster",221,51.49481649,-0.13045856,31.0,Victoria_diatance,1012.0,St. James's Park Queen Anne's Gate_distance,718.0,Millbank Millennium Pier_diatance,523.0,38122.0,0.0,0.0,0.0,0.0,0.0,0.1415533555725918
"Knightsbridge, Hyde Park",222,51.50275704,-0.155349725,92.0,Victoria_diatance,1001.0,Hyde Park White Horse Gate_diatance,36.0,Battersea Power Station Pier_diatance,2193.0,5287.0,-4.443370013336977,0.0,-6.79984997980394,0.0,-2.7472009914345876,0.1662367467456499
"Rodney Road , Walworth",223,51.49148474,-0.090220911,60.0,London Bridge_diatance,1577.0,Geraldine Mary Harmsworth Park East_diatance,1207.0,London Bridge City Pier_diatance,1760.0,17498.0,0.0,0.0,0.0,0.0,0.0,0.09243659546940557
"Queensway, Kensington Gardens",224,51.51031,-0.18740235,145.0,Paddington_diatance,1048.0,Kensington Gardens Black Lion Gate_diatance,36.0,Cadogan Pier_diatance,3384.0,27598.0,0.0,0.0,-3.8217145920012014,0.0,-3.1967096365385177,0.18849004128659377
"Notting Hill Gate Station, Notting Hill",225,51.50935342,-0.196422,32.0,Paddington_diatance,1602.0,Kensington Gardens Black Lion Gate_diatance,603.0,Cadogan Pier_diatance,3609.0,17672.0,0.0,0.0,-3.007472462303318,0.0,-2.886143883669364,0.18459854520454771
"Charles II Street, West End",226,51.50844614,-0.131961389,72.0,Charing Cross_diatance,622.0,St. James's Park Waterloo Place Gate_distance,321.0,Embankment Pier_diatance,753.0,1810.0,0.0,0.0,-2.4433226103915953,0.0,0.0,0.14920924926272258
"Great Percy Street, Clerkenwell",227,51.52891573,-0.115480888,31.0,Kings Cross_diatance,665.0,Lincoln's Inn Fields West_distance,1453.0,Blackfriars Pier_diatance,2270.0,13116.0,0.0,0.0,0.0,0.0,0.0,0.10262829637055272
"St. James's Square, St. James's",228,51.50742485,-0.134621209,78.0,Charing Cross_diatance,797.0,St. James's Park Waterloo Place Gate_distance,311.0,Embankment Pier_diatance,921.0,1810.0,0.0,0.0,-2.9674788541601487,0.0,0.0,0.15041987560519718
"Whitehall Place, Strand",229,51.50654321,-0.123179697,181.0,Charing Cross_diatance,107.0,St. James's Park Waterloo Place Gate_distance,567.0,Embankment Pier_diatance,136.0,1810.0,-2.006016670785147,0.0,0.0,0.0,0.0,0.13136378905221416
"Poured Lines, Bankside",230,51.50669284,-0.103137426,29.0,Blackfriars_diatance,546.0,Geraldine Mary Harmsworth Park North_diatance,1125.0,Blackfriars Pier_diatance,462.0,9469.0,0.0,0.0,0.0,0.0,0.0,0.1367629290837935
"Queen's Gate (Central), South Kensington",231,51.49396755,-0.17873226,34.0,Victoria_diatance,2367.0,Kensington Gardens Queen Gate_diatance,860.0,Cadogan Pier_diatance,1505.0,8081.0,0.0,0.0,-4.4023992575393525,0.0,-3.71352048727466,0.18924973521374028
"Carey Street, Holborn",232,51.51501025,-0.112753217,8.0,Blackfriars_diatance,774.0,Lincoln's Inn Fields South_distance,248.0,Blackfriars Pier_diatance,952.0,5611.0,0.0,0.0,0.0,0.0,0.0,0.14988738523518277
"Pall Mall East, West End",233,51.50777049,-0.130699733,111.0,Charing Cross_diatance,527.0,St. James's Park Waterloo Place Gate_distance,244.0,Embankment Pier_diatance,654.0,1810.0,0.0,0.0,-2.1749866467762144,0.0,0.0,0.1469685634202147
"Liverpool Road (N1 Centre), Angel",234,51.53450449,-0.106992706,40.0,Kings Cross_diatance,1152.0,Lincoln's Inn Fields South_distance,2191.0,Blackfriars Pier_diatance,2689.0,11849.0,0.0,0.0,0.0,0.0,0.0,0.07857272858076599
"Kennington Road  , Vauxhall",235,51.49571828,-0.110889274,42.0,Waterloo_diatance,836.0,Geraldine Mary Harmsworth Park West_diatance,19.0,Millbank Millennium Pier_diatance,1052.0,8733.0,0.0,0.0,0.0,0.0,0.0,0.1237674550790866
"Fashion Street, Whitechapel",236,51.51838043,-0.073438925,17.0,Liverpool Street_diatance,586.0,Victoria Park Bonner Gate_diatance,2407.0,Tower Millennium Pier_diatance,1292.0,16990.0,0.0,0.0,0.0,0.0,0.0,0.08263841506122217
"Dock Street, Wapping",237,51.5097860151,-0.0681619805156,45.0,Fenchurch Street_diatance,724.0,Mile End Park Football Pitch_diatance,2508.0,Tower Bridge Quay_diatance,563.0,11416.0,0.0,0.0,0.0,0.0,0.0,0.06503927605483117
"Frampton Street, Paddington",238,51.5233534,-0.175116099,40.0,Paddington_diatance,706.0,The Regent's Park Hanover Gate_distance,863.0,Embankment Pier_diatance,4143.0,17517.0,-3.8668543898381382,0.0,-5.590601923427246,0.0,-2.850290529968415,0.18294135408885512
"Warren Street Station, Euston",239,51.52443845,-0.138019439,59.0,Euston_diatance,533.0,The Regent's Park St. Andrew's Gate_distance,556.0,Embankment Pier_diatance,2259.0,11192.0,0.0,0.0,-2.499577516629411,0.0,-1.9807562835299917,0.17023973874821283
"Beaumont Street, Marylebone",242,51.52200801,-0.151359288,25.0,Marylebone_diatance,814.0,The Regent's Park York Gate_distance,316.0,Embankment Pier_diatance,2666.0,10935.0,-2.5809187668750675,0.0,-5.0367465378739995,0.0,-2.828526711578659,0.17774723878023874
"Gloucester Street, Pimlico",243,51.49096258,-0.139625122,65.0,Victoria_diatance,722.0,St. James's Park Buckingham Gate_distance,1062.0,Battersea Power Station Pier_diatance,897.0,23108.0,0.0,0.0,-3.5879296874294266,2.014336959039537,0.0,0.147289928805565
"Earnshaw Street , Covent Garden",244,51.51611887,-0.128585022,43.0,Charing Cross_diatance,1031.0,Lincoln's Inn Fields West_distance,736.0,Embankment Pier_diatance,1134.0,14797.0,0.0,0.0,0.0,0.0,0.0,0.14802526007062106
"Grosvenor Road, Pimlico",245,51.4853572,-0.142207481,15.0,Victoria_diatance,1263.0,Battersea Park Sopwith Way_diatance,661.0,Battersea Power Station Pier_diatance,304.0,37134.0,0.0,0.0,-3.749590637695895,2.6156052183916,0.0,0.14770977371722974
"Berry Street, Clerkenwell",246,51.52285301,-0.099994052,29.0,Blackfriars_diatance,1268.0,Lincoln's Inn Fields South_distance,1378.0,Blackfriars Pier_diatance,1362.0,32680.0,0.0,0.0,0.0,0.0,0.0,0.10940945486482867
"St. John's Wood Church, The Regent's Park",247,51.530529,-0.167515,58.0,Marylebone_diatance,883.0,The Regent's Park Hanover Gate_distance,270.0,Embankment Pier_diatance,4131.0,6376.0,-4.0217282095541265,0.0,-5.849373055505382,0.0,-2.6640021871709183,0.18258487901259743
"Triangle Car Park, Hyde Park",248,51.50645179,-0.170279555,602.0,Paddington_diatance,1270.0,Serpentine Bridge North_diatance,106.0,Cadogan Pier_diatance,2640.0,891.0,-3.9735379955778676,0.0,-6.237995631225223,0.0,-3.408843333669119,0.17833621380467868
"Harper Road, The Borough",249,51.49859784,-0.096191134,28.0,London Bridge_diatance,1070.0,Geraldine Mary Harmsworth Park East_diatance,740.0,Bankside Pier_diatance,1132.0,15510.0,0.0,0.0,0.0,0.0,0.0,0.11103667634913485
"Royal Avenue 1, Chelsea",250,51.489932,-0.162727,30.0,Victoria_diatance,1446.0,Battersea Park Albert Gate_diatance,1165.0,Cadogan Pier_diatance,829.0,14837.0,-1.973283526415704,0.0,-5.418253710596745,0.0,-3.36037589676703,0.1727534322943856
"Brushfield Street, Liverpool Street",251,51.518908,-0.079249,89.0,Liverpool Street_diatance,189.0,Lincoln's Inn Fields South_distance,2582.0,Tower Millennium Pier_diatance,1294.0,16990.0,0.0,0.0,0.0,0.0,0.0,0.09121848651014536
"Jubilee Gardens, South Bank",252,51.5046364,-0.116542278,297.0,Waterloo_diatance,288.0,Geraldine Mary Harmsworth Park North_diatance,998.0,Festival Pier_diatance,277.0,6252.0,-2.212522783505168,0.0,0.0,0.0,0.0,0.14035616264326284
"Shoreditch Park, Hoxton",253,51.53404294,-0.086379717,84.0,Liverpool Street_diatance,1756.0,Victoria Park St Agnes Gate_diatance,2443.0,Blackfriars Pier_diatance,2793.0,11282.0,0.0,0.0,0.0,0.0,0.0,0.08216138800498579
"Chadwell Street, Angel",254,51.53051587,-0.106408455,32.0,Kings Cross_diatance,1187.0,Lincoln's Inn Fields South_distance,1787.0,Blackfriars Pier_diatance,2244.0,14646.0,0.0,0.0,0.0,0.0,0.0,0.09386588640907771
"Clifton Road, Maida Vale",255,51.52557531,-0.179592915,37.0,Paddington_diatance,961.0,The Regent's Park Hanover Gate_distance,1015.0,Embankment Pier_diatance,4531.0,27130.0,-3.1295636611175675,0.0,-5.015498037409965,0.0,-2.8718856469505485,0.1840789110345332
"Houghton Street, Strand",256,51.51362054,-0.116764211,8.0,Charing Cross_diatance,810.0,Lincoln's Inn Fields South_distance,229.0,Festival Pier_diatance,740.0,2977.0,-2.0396311284626254,0.0,0.0,0.0,0.0,0.14058273034464747
"Westminster University, Marylebone",257,51.52248185,-0.154907218,32.0,Marylebone_diatance,564.0,The Regent's Park York Gate_distance,266.0,Embankment Pier_diatance,2893.0,23675.0,-3.169648724564978,0.0,-5.648065629116467,0.0,-2.880347673336485,0.1789054895065254
"Kensington Gore, Knightsbridge",258,51.50143293,-0.178656971,23.0,Paddington_diatance,1746.0,Kensington Gardens Albert Memorial Gate_diatance,82.0,Cadogan Pier_diatance,2236.0,4109.0,0.0,0.0,-4.890784418892095,0.0,-3.5725326608909533,0.1867405678208114
"Bourne Street, Belgravia",259,51.490959,-0.1532331,36.0,Victoria_diatance,857.0,Battersea Park Sopwith Way_diatance,1094.0,Battersea Power Station Pier_diatance,931.0,13792.0,-2.035500361284172,0.0,-5.332935518148842,0.0,-1.993299339394666,0.16119320899333003
"Broadwick Street, Soho",260,51.5136846,-0.135580879,51.0,Charing Cross_diatance,1104.0,St. James's Park Waterloo Place Gate_distance,948.0,Embankment Pier_diatance,1236.0,14540.0,0.0,0.0,-2.924561119134777,0.0,0.0,0.15776980818825953
"Princes Square, Bayswater",261,51.5134891,-0.191351186,30.0,Paddington_diatance,1078.0,Kensington Gardens Black Lion Gate_diatance,449.0,Cadogan Pier_diatance,3822.0,22058.0,0.0,0.0,-3.381752524380946,0.0,-3.0390208383245163,0.18732799941461314
"LSBU (Borough Road), Elephant & Castle",262,51.49874469,-0.103132904,58.0,Waterloo East_diatance,766.0,Geraldine Mary Harmsworth Park East_diatance,363.0,Bankside Pier_diatance,1198.0,18013.0,0.0,0.0,0.0,0.0,0.0,0.12525476676380584
"St. Mary Axe, Aldgate",263,51.51422502,-0.080660083,12.0,Fenchurch Street_diatance,354.0,Lincoln's Inn Fields South_distance,2464.0,Tower Millennium Pier_diatance,783.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.08899495091678164
"Tysoe Street, Clerkenwell",264,51.52644342,-0.109256828,38.0,Kings Cross_diatance,1176.0,Lincoln's Inn Fields South_distance,1293.0,Blackfriars Pier_diatance,1851.0,10332.0,0.0,0.0,0.0,0.0,0.0,0.1179209771997142
"Southwick Street, Paddington",265,51.51595344,-0.169249375,49.0,Paddington_diatance,545.0,Hyde Park Victoria Gate_diatance,500.0,Embankment Pier_diatance,3463.0,24494.0,-4.644791930418672,0.0,-6.371467442258243,0.0,-2.994154816141556,0.1794984900550875
"Queen's Gate (North), Kensington",266,51.50102668,-0.180246101,36.0,Paddington_diatance,1802.0,Kensington Gardens Queen Gate_diatance,69.0,Cadogan Pier_diatance,2240.0,14798.0,0.0,0.0,-4.638353173884102,0.0,-3.521662899672275,0.1883618035114451
"Regency Street, Westminster",267,51.49206037,-0.132224622,46.0,Vauxhall_diatance,941.0,St. James's Park Queen Anne's Gate_distance,991.0,Millbank Millennium Pier_diatance,522.0,24216.0,0.0,0.0,-2.173422077996242,0.0,0.0,0.14150462725623547
"Empire Square, The Borough",269,51.50082346,-0.089740764,46.0,London Bridge_diatance,592.0,Geraldine Mary Harmsworth Park East_diatance,1248.0,London Bridge City Pier_diatance,765.0,19495.0,0.0,0.0,0.0,0.0,0.0,0.09645298803945754
"Kennington Lane Rail Bridge, Vauxhall",270,51.4863434,-0.122492418,53.0,Vauxhall_diatance,57.0,Geraldine Mary Harmsworth Park West_diatance,1309.0,St. George Wharf_diatance,330.0,11597.0,0.0,0.0,0.0,0.0,0.0,0.12560826400412006
"London Zoo,  The Regent's Park",271,51.53583617,-0.156285395,173.0,Marylebone_diatance,1490.0,The Regent's Park Monkey Gate_distance,197.0,Embankment Pier_diatance,4018.0,5024.0,0.0,0.0,-4.14022741551248,0.0,-2.4155580580582976,0.18423130310461727
"Baylis Road, Waterloo",272,51.50144456,-0.110699309,66.0,Waterloo_diatance,253.0,Geraldine Mary Harmsworth Park North_diatance,499.0,London Eye - Waterloo Pier_diatance,712.0,6252.0,-2.071766398904749,0.0,0.0,0.0,0.0,0.14025046655128384
"Belvedere Road 1, South Bank",273,51.50613324,-0.114686385,119.0,Waterloo_diatance,353.0,Lincoln's Inn Fields South_distance,1063.0,Festival Pier_diatance,236.0,6252.0,-2.17721977294362,0.0,0.0,0.0,0.0,0.14573500615854115
"Warwick Road, Olympia",274,51.49671237,-0.20528437,53.0,Paddington_diatance,3000.0,Holland Park Abbotsbury Gate_diatance,449.0,Chelsea Harbour Pier_diatance,3078.0,16405.0,0.0,0.0,-2.494410101375656,0.0,-2.368308027323938,0.17485906488262937
"Barbican Centre, Barbican",275,51.52004497,-0.092176447,25.0,Liverpool Street_diatance,731.0,Lincoln's Inn Fields South_distance,1732.0,Blackfriars Pier_diatance,1211.0,7347.0,0.0,0.0,0.0,0.0,0.0,0.08794867002496091
"Kensington Church Street, Kensington",277,51.50315739,-0.191496313,42.0,Paddington_diatance,1850.0,Kensington Gardens Studio Gate_diatance,245.0,Cadogan Pier_diatance,2852.0,7318.0,0.0,0.0,-3.309663224970873,0.0,-3.0114546426602136,0.18897415035652734
"Tooley Street, Bermondsey",278,51.5034938,-0.07962099,210.0,London Bridge_diatance,429.0,Geraldine Mary Harmsworth Park East_diatance,2009.0,Tower Millennium Pier_diatance,423.0,9193.0,0.0,0.0,0.0,0.0,0.0,0.08536835205098584
"North Wharf Road, Paddington",279,51.51862243,-0.176645823,28.0,Paddington_diatance,170.0,Kensington Gardens Marlborough Gate_diatance,798.0,Embankment Pier_diatance,4041.0,6897.0,-3.4192924904660216,0.0,-5.408752073624173,0.0,-2.9993703921269566,0.18342133478290257
"Royal Avenue 2, Chelsea",280,51.490083,-0.162418,73.0,Victoria_diatance,1419.0,Battersea Park Albert Gate_diatance,1185.0,Cadogan Pier_diatance,851.0,14837.0,-2.032773017989229,0.0,-5.455552051403619,0.0,-3.335259050501849,0.1724190237916557
"Smith Square, Westminster",281,51.49580589,-0.127575233,32.0,Vauxhall_diatance,1148.0,St. James's Park Storey's Gate_distance,649.0,Millbank Millennium Pier_diatance,490.0,6973.0,0.0,0.0,0.0,0.0,0.0,0.138032587735187
"Royal London Hospital, Whitechapel",282,51.518675,-0.06111,31.0,Fenchurch Street_diatance,1439.0,Mile End Park Solebay Street_diatance,1778.0,Tower Bridge Quay_diatance,1653.0,10945.0,0.0,0.0,0.0,0.0,0.0,0.028148507506325176
"Kingsway, Covent Garden",283,51.51440928,-0.118478757,14.0,Charing Cross_diatance,832.0,Lincoln's Inn Fields West_distance,174.0,Festival Pier_diatance,825.0,2977.0,-2.0184528213594626,0.0,0.0,0.0,0.0,0.13673825994069447
"Lambeth North Station, Waterloo",284,51.49914063,-0.112031483,42.0,Waterloo_diatance,448.0,Geraldine Mary Harmsworth Park North_diatance,325.0,London Eye - Waterloo Pier_diatance,755.0,6252.0,-2.0786917852001903,0.0,0.0,0.0,0.0,0.13387939306184576
"St. John's Wood Road, St. John's Wood",286,51.5272947,-0.174653609,18.0,Marylebone_diatance,931.0,The Regent's Park Hanover Gate_distance,635.0,Embankment Pier_diatance,4326.0,33719.0,-3.943559972868902,0.0,-5.5873058781547735,0.0,-2.7568737942041017,0.18306304675618135
"Bedford Way, Bloomsbury",287,51.52367314,-0.128377673,24.0,Euston_diatance,701.0,Lincoln's Inn Fields West_distance,1123.0,Embankment Pier_diatance,1919.0,5482.0,0.0,0.0,0.0,0.0,0.0,0.1508686242617831
"Elizabeth Bridge, Victoria",288,51.49236962,-0.147478734,60.0,Victoria_diatance,506.0,St. James's Park Buckingham Gate_distance,1098.0,Battersea Power Station Pier_diatance,946.0,6936.0,0.0,0.0,-4.976364417586065,0.0,0.0,0.1554107403496942
"South Audley Street, Mayfair",289,51.50923022,-0.151296092,14.0,Victoria_diatance,1475.0,Hyde Park Park Lane_diatance,500.0,Embankment Pier_diatance,2089.0,9898.0,-4.008570889059873,0.0,-6.430714667447626,0.0,-2.5975964638300115,0.16773232006838487
"St Mary's Hospital, Paddington",290,51.518268,-0.17110323,104.0,Paddington_diatance,422.0,Hyde Park Victoria Gate_diatance,716.0,Embankment Pier_diatance,3666.0,29198.0,-4.436308246308869,0.0,-6.130202633834962,0.0,-2.9388765184063628,0.18085004006079747
"Claverton Street, Pimlico",291,51.48483991,-0.138089062,17.0,Vauxhall_diatance,1058.0,Battersea Park Sopwith Way_diatance,868.0,Battersea Power Station Pier_diatance,554.0,20587.0,0.0,0.0,-3.050985775306355,2.1893415088177295,0.0,0.14408055973181308
"Montpelier Street, Knightsbridge",292,51.49888404,-0.165471605,57.0,Victoria_diatance,1453.0,Hyde Park Albert Gate_diatance,633.0,Cadogan Pier_diatance,1786.0,891.0,-3.764718125234826,0.0,-6.367250856585973,0.0,-3.5758816411916965,0.17404396740955957
"Kensington Olympia Station, Olympia",293,51.49815779,-0.209494128,13.0,Paddington_diatance,3086.0,Holland Park Abbotsbury Gate_diatance,406.0,Chelsea Harbour Pier_diatance,3380.0,17233.0,0.0,0.0,-2.37282901270107,0.0,-2.2380247862842384,0.1709121061702425
"St. George's Square, Pimlico",294,51.488226,-0.135635511,62.0,Vauxhall_diatance,919.0,Battersea Park Sopwith Way_diatance,1215.0,St. George Wharf_diatance,618.0,20587.0,0.0,0.0,-2.716696991886977,0.0,0.0,0.14290984622390834
"Swan Street, The Borough",295,51.50029631,-0.092762704,29.0,London Bridge_diatance,769.0,Geraldine Mary Harmsworth Park East_diatance,1035.0,London Bridge City Pier_diatance,927.0,36858.0,0.0,0.0,0.0,0.0,0.0,0.10447902967371242
"Knaresborough Place, Earl's Court",296,51.49363156,-0.190603326,57.0,Paddington_diatance,2777.0,Kensington Gardens Palace Gate_diatance,1016.0,Cadogan Pier_diatance,2063.0,19718.0,0.0,0.0,-3.1434696994359963,0.0,-2.934436663179409,0.18930595647289472
"Geraldine Street, Elephant & Castle",297,51.49612799,-0.106000855,7.0,Waterloo_diatance,922.0,Geraldine Mary Harmsworth Park East_diatance,11.0,London Eye - Waterloo Pier_diatance,1290.0,8733.0,0.0,0.0,0.0,0.0,0.0,0.12413919647574871
"Curlew Street, Shad Thames",298,51.50227992,-0.074189225,58.0,London Bridge_diatance,826.0,Geraldine Mary Harmsworth Park East_diatance,2312.0,Tower Bridge Quay_diatance,413.0,40648.0,0.0,0.0,0.0,0.0,0.0,0.08047232583179227
"Vincent Square, Westminster",299,51.49398524,-0.136928582,10.0,Victoria_diatance,618.0,St. James's Park Buckingham Gate_distance,731.0,Millbank Millennium Pier_diatance,882.0,24216.0,0.0,0.0,-3.205811280733211,0.0,0.0,0.14634494917774693
"Serpentine Car Park, Hyde Park",300,51.505014,-0.17306032,312.0,Paddington_diatance,1370.0,Serpentine Bridge South_diatance,54.0,Cadogan Pier_diatance,2509.0,891.0,-3.3181412875284626,0.0,-5.837364527961114,0.0,-3.491353978281882,0.18081059238388675
"Marylebone Lane, Marylebone",301,51.51475963,-0.148105415,97.0,Marylebone_diatance,1386.0,Hyde Park Marble Arch_diatance,788.0,Embankment Pier_diatance,2045.0,7737.0,-2.841125421881122,0.0,-5.3089657196185,0.0,-2.683612066981348,0.1708369188541524
"Putney Pier, Wandsworth",302,51.466907,-0.216573,78.0,Clapham Junction_diatance,3218.0,Battersea Park Sun Gate_diatance,3797.0,Putney Pier_diatance,94.0,17661.0,0.0,0.0,0.0,0.0,0.0,0.14662705302708126
"Albert Gate, Hyde Park",303,51.50295379,-0.158456089,627.0,Victoria_diatance,1180.0,Hyde Park Albert Gate_diatance,43.0,Battersea Power Station Pier_diatance,2287.0,5287.0,-4.63173400279465,0.0,-6.933615525416224,0.0,-3.01671328969201,0.16874814867757335
"Rathbone Street, Fitzrovia",306,51.51816295,-0.135025698,19.0,Euston_diatance,1172.0,The Regent's Park St. Andrew's Gate_distance,1099.0,Embankment Pier_diatance,1563.0,10317.0,0.0,0.0,-2.526146239114005,0.0,0.0,0.16112756237866013
"Black Lion Gate, Kensington Gardens",307,51.50990837,-0.187842717,739.0,Paddington_diatance,1101.0,Kensington Gardens Black Lion Gate_diatance,22.0,Cadogan Pier_diatance,3358.0,7324.0,0.0,0.0,-3.7665505036553046,0.0,-3.1900594590798073,0.18857478576059525
"Long Lane , Bermondsey",308,51.49907558,-0.085666316,44.0,London Bridge_diatance,693.0,Geraldine Mary Harmsworth Park East_diatance,1451.0,London Bridge City Pier_diatance,876.0,25147.0,0.0,0.0,0.0,0.0,0.0,0.08942233118367357
"Embankment (Savoy), Strand",309,51.50963123,-0.119047563,44.0,Charing Cross_diatance,367.0,Lincoln's Inn Fields South_distance,697.0,Festival Pier_diatance,305.0,2977.0,-2.133502311171252,0.0,0.0,0.0,0.0,0.1355012070606314
"Black Prince Road, Vauxhall",310,51.4908679,-0.116911864,49.0,Vauxhall_diatance,691.0,Geraldine Mary Harmsworth Park West_diatance,675.0,Millbank Millennium Pier_diatance,548.0,19457.0,0.0,0.0,0.0,0.0,0.0,0.11734740367634489
"Foley Street, Fitzrovia",311,51.51918144,-0.140485596,38.0,Euston_diatance,1137.0,The Regent's Park St. Andrew's Gate_distance,783.0,Embankment Pier_diatance,1897.0,10022.0,0.0,0.0,-3.333579919354377,0.0,-2.2613580818934644,0.1694283581351474
"Grove End Road, St. John's Wood",312,51.53088935,-0.176770502,39.0,Marylebone_diatance,1288.0,The Regent's Park Hanover Gate_distance,818.0,Embankment Pier_diatance,4667.0,29960.0,-3.6312985929884953,0.0,-5.311065403264882,0.0,-2.7249546466766414,0.18345445522096424
"Wells Street, Fitzrovia",313,51.51734403,-0.138072691,39.0,Euston_diatance,1287.0,The Regent's Park St. Andrew's Gate_distance,1043.0,Embankment Pier_diatance,1634.0,10022.0,0.0,0.0,-3.1104121865143,0.0,-2.0242687290508035,0.1651428849684127
"Tyers Gate, Bermondsey",314,51.50088934,-0.083159352,35.0,London Bridge_diatance,509.0,Geraldine Mary Harmsworth Park East_diatance,1674.0,London Bridge City Pier_diatance,679.0,23957.0,0.0,0.0,0.0,0.0,0.0,0.08473623403893366
"The Tennis Courts, The Regent's Park",315,51.52536703,-0.153463612,189.0,Marylebone_diatance,706.0,The Regent's Park York Gate_distance,86.0,Embankment Pier_diatance,3021.0,3413.0,-2.516616053205595,0.0,-4.976828596969685,0.0,-2.7757897309387896,0.1801278686082424
"Warwick Row, Westminster",316,51.497998,-0.14296064,72.0,Victoria_diatance,201.0,St. James's Park Buckingham Gate_distance,418.0,Westminster Pier_diatance,1433.0,3982.0,-1.9666110776280976,0.0,-4.69105838209238,0.0,0.0,0.1532584428997017
"Dickens Square, Borough",317,51.49679128,-0.093913472,31.0,London Bridge_diatance,1126.0,Geraldine Mary Harmsworth Park East_diatance,844.0,London Bridge City Pier_diatance,1297.0,18534.0,0.0,0.0,0.0,0.0,0.0,0.10334064613546147
"Sackville Street, Mayfair",318,51.51004801,-0.138846453,25.0,Charing Cross_diatance,1126.0,Green Park Devonshire Gates_diatance,634.0,Embankment Pier_diatance,1259.0,2938.0,0.0,0.0,-3.7728010246516868,0.0,0.0,0.1588432203910986
"Baldwin Street, St. Luke's",319,51.52702563,-0.088542771,27.0,Liverpool Street_diatance,1054.0,Lincoln's Inn Fields South_distance,2293.0,Blackfriars Pier_diatance,2016.0,22967.0,0.0,0.0,0.0,0.0,0.0,0.08007171237013047
"Queen Mother Sports Centre, Victoria",320,51.49357351,-0.139956043,39.0,Victoria_diatance,475.0,St. James's Park Buckingham Gate_distance,776.0,Millbank Millennium Pier_diatance,1075.0,23108.0,0.0,0.0,-3.8075159244897034,0.0,0.0,0.14855695874272845
"Bermondsey Street, Bermondsey",321,51.49785559,-0.081608045,89.0,London Bridge_diatance,862.0,Geraldine Mary Harmsworth Park East_diatance,1704.0,London Bridge City Pier_diatance,1030.0,22671.0,0.0,0.0,0.0,0.0,0.0,0.0826685705952429
